"tensor(3.7272, device='cuda:0')","tensor(-3.1033, device='cuda:0')","tensor(-0.4790, device='cuda:0')"
"tensor(3.2600, device='cuda:0')","tensor(-4.9460, device='cuda:0')","tensor(1.6616, device='cuda:0')"
"tensor(4.2220, device='cuda:0')","tensor(-4.4022, device='cuda:0')","tensor(0.1539, device='cuda:0')"
"tensor(4.8502, device='cuda:0')","tensor(-4.1979, device='cuda:0')","tensor(-0.4440, device='cuda:0')"
"tensor(5.5294, device='cuda:0')","tensor(-4.2048, device='cuda:0')","tensor(-1.0289, device='cuda:0')"
"tensor(4.1546, device='cuda:0')","tensor(-4.3694, device='cuda:0')","tensor(0.3574, device='cuda:0')"
"tensor(4.1261, device='cuda:0')","tensor(-3.6691, device='cuda:0')","tensor(-0.3281, device='cuda:0')"
"tensor(5.9541, device='cuda:0')","tensor(-4.2028, device='cuda:0')","tensor(-1.4141, device='cuda:0')"
"tensor(5.9985, device='cuda:0')","tensor(-4.2454, device='cuda:0')","tensor(-1.5293, device='cuda:0')"
"tensor(4.0562, device='cuda:0')","tensor(-4.4515, device='cuda:0')","tensor(0.4547, device='cuda:0')"
"tensor(4.1069, device='cuda:0')","tensor(-3.9622, device='cuda:0')","tensor(0.0088, device='cuda:0')"
"tensor(6.4015, device='cuda:0')","tensor(-5.1473, device='cuda:0')","tensor(-0.9349, device='cuda:0')"
"tensor(-1.6018, device='cuda:0')","tensor(-2.3476, device='cuda:0')","tensor(3.5660, device='cuda:0')"
"tensor(1.6375, device='cuda:0')","tensor(-4.2551, device='cuda:0')","tensor(2.4839, device='cuda:0')"
"tensor(4.5036, device='cuda:0')","tensor(-3.8693, device='cuda:0')","tensor(-0.4580, device='cuda:0')"
"tensor(5.4497, device='cuda:0')","tensor(-4.1624, device='cuda:0')","tensor(-0.9673, device='cuda:0')"
"tensor(3.8320, device='cuda:0')","tensor(-4.2103, device='cuda:0')","tensor(0.4746, device='cuda:0')"
"tensor(4.3816, device='cuda:0')","tensor(-3.8388, device='cuda:0')","tensor(-0.3794, device='cuda:0')"
"tensor(3.6914, device='cuda:0')","tensor(-3.9992, device='cuda:0')","tensor(0.4069, device='cuda:0')"
"tensor(3.5688, device='cuda:0')","tensor(-2.7321, device='cuda:0')","tensor(-0.6723, device='cuda:0')"
"tensor(4.0368, device='cuda:0')","tensor(-4.3329, device='cuda:0')","tensor(0.4472, device='cuda:0')"
"tensor(4.8337, device='cuda:0')","tensor(-2.5694, device='cuda:0')","tensor(-2.0224, device='cuda:0')"
"tensor(3.4554, device='cuda:0')","tensor(-3.4160, device='cuda:0')","tensor(0.0342, device='cuda:0')"
"tensor(4.7941, device='cuda:0')","tensor(-3.1720, device='cuda:0')","tensor(-1.4038, device='cuda:0')"
"tensor(3.4866, device='cuda:0')","tensor(-3.7846, device='cuda:0')","tensor(0.1027, device='cuda:0')"
"tensor(3.6212, device='cuda:0')","tensor(-3.9434, device='cuda:0')","tensor(0.4625, device='cuda:0')"
"tensor(4.3316, device='cuda:0')","tensor(-2.4018, device='cuda:0')","tensor(-1.7690, device='cuda:0')"
"tensor(3.6620, device='cuda:0')","tensor(-4.1263, device='cuda:0')","tensor(0.5457, device='cuda:0')"
"tensor(4.8015, device='cuda:0')","tensor(-3.3893, device='cuda:0')","tensor(-1.2551, device='cuda:0')"
"tensor(5.4113, device='cuda:0')","tensor(-4.1357, device='cuda:0')","tensor(-0.9851, device='cuda:0')"
"tensor(4.2648, device='cuda:0')","tensor(-4.3593, device='cuda:0')","tensor(0.2304, device='cuda:0')"
"tensor(5.7122, device='cuda:0')","tensor(-4.2408, device='cuda:0')","tensor(-1.0995, device='cuda:0')"
"tensor(4.8951, device='cuda:0')","tensor(-3.9902, device='cuda:0')","tensor(-0.5628, device='cuda:0')"
"tensor(4.6908, device='cuda:0')","tensor(-4.2504, device='cuda:0')","tensor(-0.2940, device='cuda:0')"
"tensor(3.5994, device='cuda:0')","tensor(-4.2310, device='cuda:0')","tensor(0.6774, device='cuda:0')"
"tensor(2.7964, device='cuda:0')","tensor(-2.3009, device='cuda:0')","tensor(-0.5003, device='cuda:0')"
"tensor(3.5035, device='cuda:0')","tensor(-4.1936, device='cuda:0')","tensor(0.7421, device='cuda:0')"
"tensor(3.5942, device='cuda:0')","tensor(-4.2110, device='cuda:0')","tensor(0.6875, device='cuda:0')"
"tensor(3.2438, device='cuda:0')","tensor(-4.0443, device='cuda:0')","tensor(0.8424, device='cuda:0')"
"tensor(4.3623, device='cuda:0')","tensor(-4.4475, device='cuda:0')","tensor(0.1832, device='cuda:0')"
"tensor(4.5847, device='cuda:0')","tensor(-4.0095, device='cuda:0')","tensor(-0.3083, device='cuda:0')"
"tensor(6.5244, device='cuda:0')","tensor(-4.3159, device='cuda:0')","tensor(-1.6958, device='cuda:0')"
"tensor(5.6244, device='cuda:0')","tensor(-3.3147, device='cuda:0')","tensor(-1.9576, device='cuda:0')"
"tensor(3.0599, device='cuda:0')","tensor(-3.5630, device='cuda:0')","tensor(0.5779, device='cuda:0')"
"tensor(4.2466, device='cuda:0')","tensor(-4.1868, device='cuda:0')","tensor(0.1013, device='cuda:0')"
"tensor(2.7964, device='cuda:0')","tensor(-2.6324, device='cuda:0')","tensor(-0.1408, device='cuda:0')"
"tensor(6.0599, device='cuda:0')","tensor(-4.2994, device='cuda:0')","tensor(-1.4016, device='cuda:0')"
"tensor(5.2749, device='cuda:0')","tensor(-4.3384, device='cuda:0')","tensor(-0.6286, device='cuda:0')"
"tensor(3.4786, device='cuda:0')","tensor(-4.7650, device='cuda:0')","tensor(1.3017, device='cuda:0')"
"tensor(4.5175, device='cuda:0')","tensor(-4.0863, device='cuda:0')","tensor(-0.2076, device='cuda:0')"
"tensor(5.2580, device='cuda:0')","tensor(-4.0946, device='cuda:0')","tensor(-1.0249, device='cuda:0')"
"tensor(2.8648, device='cuda:0')","tensor(-4.0953, device='cuda:0')","tensor(1.3163, device='cuda:0')"
"tensor(4.2186, device='cuda:0')","tensor(-4.4235, device='cuda:0')","tensor(0.2986, device='cuda:0')"
"tensor(4.3196, device='cuda:0')","tensor(-3.4937, device='cuda:0')","tensor(-0.8020, device='cuda:0')"
"tensor(6.2096, device='cuda:0')","tensor(-2.3235, device='cuda:0')","tensor(-3.5857, device='cuda:0')"
"tensor(5.2032, device='cuda:0')","tensor(-4.5019, device='cuda:0')","tensor(-0.4452, device='cuda:0')"
"tensor(3.8348, device='cuda:0')","tensor(-1.5000, device='cuda:0')","tensor(-2.4087, device='cuda:0')"
"tensor(5.5672, device='cuda:0')","tensor(-4.0131, device='cuda:0')","tensor(-1.2204, device='cuda:0')"
"tensor(2.3137, device='cuda:0')","tensor(-3.0733, device='cuda:0')","tensor(0.7756, device='cuda:0')"
"tensor(1.9778, device='cuda:0')","tensor(-4.6310, device='cuda:0')","tensor(2.6479, device='cuda:0')"
"tensor(4.0319, device='cuda:0')","tensor(-4.0892, device='cuda:0')","tensor(0.1489, device='cuda:0')"
"tensor(5.0239, device='cuda:0')","tensor(-4.1646, device='cuda:0')","tensor(-0.6782, device='cuda:0')"
"tensor(6.1415, device='cuda:0')","tensor(-4.3962, device='cuda:0')","tensor(-1.2764, device='cuda:0')"
"tensor(3.0501, device='cuda:0')","tensor(-3.9045, device='cuda:0')","tensor(0.9246, device='cuda:0')"
"tensor(6.2080, device='cuda:0')","tensor(-4.5734, device='cuda:0')","tensor(-1.0228, device='cuda:0')"
"tensor(4.4526, device='cuda:0')","tensor(-3.8904, device='cuda:0')","tensor(-0.2980, device='cuda:0')"
"tensor(6.0295, device='cuda:0')","tensor(-4.2384, device='cuda:0')","tensor(-1.4307, device='cuda:0')"
"tensor(3.9766, device='cuda:0')","tensor(-4.4718, device='cuda:0')","tensor(0.5981, device='cuda:0')"
"tensor(5.9683, device='cuda:0')","tensor(-3.4201, device='cuda:0')","tensor(-2.2374, device='cuda:0')"
"tensor(5.1890, device='cuda:0')","tensor(-3.8683, device='cuda:0')","tensor(-0.9241, device='cuda:0')"
"tensor(4.1833, device='cuda:0')","tensor(-4.4443, device='cuda:0')","tensor(0.3484, device='cuda:0')"
"tensor(3.3514, device='cuda:0')","tensor(-3.5413, device='cuda:0')","tensor(0.2171, device='cuda:0')"
"tensor(7.1496, device='cuda:0')","tensor(-3.9613, device='cuda:0')","tensor(-2.5709, device='cuda:0')"
"tensor(4.3813, device='cuda:0')","tensor(-3.3753, device='cuda:0')","tensor(-0.7752, device='cuda:0')"
"tensor(4.4764, device='cuda:0')","tensor(-4.3628, device='cuda:0')","tensor(0.0150, device='cuda:0')"
"tensor(4.4156, device='cuda:0')","tensor(-3.8884, device='cuda:0')","tensor(-0.3930, device='cuda:0')"
"tensor(3.8205, device='cuda:0')","tensor(-4.3657, device='cuda:0')","tensor(0.6595, device='cuda:0')"
"tensor(4.0247, device='cuda:0')","tensor(-3.8543, device='cuda:0')","tensor(0.0027, device='cuda:0')"
"tensor(4.2387, device='cuda:0')","tensor(-4.0232, device='cuda:0')","tensor(-0.0873, device='cuda:0')"
"tensor(5.1672, device='cuda:0')","tensor(-3.6029, device='cuda:0')","tensor(-1.2951, device='cuda:0')"
"tensor(3.3863, device='cuda:0')","tensor(-4.9928, device='cuda:0')","tensor(1.5793, device='cuda:0')"
"tensor(3.9369, device='cuda:0')","tensor(-3.8707, device='cuda:0')","tensor(0.0855, device='cuda:0')"
"tensor(3.0587, device='cuda:0')","tensor(-4.0012, device='cuda:0')","tensor(1.0611, device='cuda:0')"
"tensor(3.6603, device='cuda:0')","tensor(-4.0799, device='cuda:0')","tensor(0.5189, device='cuda:0')"
"tensor(3.7478, device='cuda:0')","tensor(-4.1961, device='cuda:0')","tensor(0.5435, device='cuda:0')"
"tensor(2.8884, device='cuda:0')","tensor(-4.3226, device='cuda:0')","tensor(1.5021, device='cuda:0')"
"tensor(4.1249, device='cuda:0')","tensor(-3.7700, device='cuda:0')","tensor(-0.1213, device='cuda:0')"
"tensor(3.0347, device='cuda:0')","tensor(-4.1470, device='cuda:0')","tensor(1.1319, device='cuda:0')"
"tensor(0.2565, device='cuda:0')","tensor(-2.3333, device='cuda:0')","tensor(1.9253, device='cuda:0')"
"tensor(3.7902, device='cuda:0')","tensor(-4.0390, device='cuda:0')","tensor(0.3391, device='cuda:0')"
"tensor(2.4617, device='cuda:0')","tensor(-3.8506, device='cuda:0')","tensor(1.3955, device='cuda:0')"
"tensor(4.4192, device='cuda:0')","tensor(-3.9627, device='cuda:0')","tensor(-0.2405, device='cuda:0')"
"tensor(4.1969, device='cuda:0')","tensor(-4.3026, device='cuda:0')","tensor(0.2354, device='cuda:0')"
"tensor(4.3502, device='cuda:0')","tensor(-4.0078, device='cuda:0')","tensor(-0.2083, device='cuda:0')"
"tensor(4.6440, device='cuda:0')","tensor(-4.1711, device='cuda:0')","tensor(-0.2343, device='cuda:0')"
"tensor(3.6597, device='cuda:0')","tensor(-2.8023, device='cuda:0')","tensor(-0.6276, device='cuda:0')"
"tensor(4.1838, device='cuda:0')","tensor(-2.3408, device='cuda:0')","tensor(-1.3996, device='cuda:0')"
"tensor(4.7642, device='cuda:0')","tensor(-5.1816, device='cuda:0')","tensor(0.9168, device='cuda:0')"
"tensor(0.7562, device='cuda:0')","tensor(-0.9971, device='cuda:0')","tensor(0.0642, device='cuda:0')"
"tensor(5.2991, device='cuda:0')","tensor(-4.3049, device='cuda:0')","tensor(-0.6916, device='cuda:0')"
"tensor(4.0467, device='cuda:0')","tensor(-4.4268, device='cuda:0')","tensor(0.5467, device='cuda:0')"
"tensor(2.8385, device='cuda:0')","tensor(-4.0281, device='cuda:0')","tensor(1.2201, device='cuda:0')"
"tensor(5.0029, device='cuda:0')","tensor(-4.1966, device='cuda:0')","tensor(-0.5398, device='cuda:0')"
"tensor(4.0718, device='cuda:0')","tensor(-4.0117, device='cuda:0')","tensor(0.0333, device='cuda:0')"
"tensor(3.4908, device='cuda:0')","tensor(-3.5653, device='cuda:0')","tensor(0.0140, device='cuda:0')"
"tensor(3.4004, device='cuda:0')","tensor(-3.5084, device='cuda:0')","tensor(0.0629, device='cuda:0')"
"tensor(4.5690, device='cuda:0')","tensor(-3.9063, device='cuda:0')","tensor(-0.5311, device='cuda:0')"
"tensor(5.1041, device='cuda:0')","tensor(-4.2417, device='cuda:0')","tensor(-0.6577, device='cuda:0')"
"tensor(4.1734, device='cuda:0')","tensor(-4.0706, device='cuda:0')","tensor(-0.1517, device='cuda:0')"
"tensor(4.1565, device='cuda:0')","tensor(-4.2566, device='cuda:0')","tensor(0.2336, device='cuda:0')"
"tensor(3.5899, device='cuda:0')","tensor(-3.7533, device='cuda:0')","tensor(0.2609, device='cuda:0')"
"tensor(4.4479, device='cuda:0')","tensor(-3.9836, device='cuda:0')","tensor(-0.2417, device='cuda:0')"
"tensor(4.7048, device='cuda:0')","tensor(-4.0867, device='cuda:0')","tensor(-0.3832, device='cuda:0')"
"tensor(5.3529, device='cuda:0')","tensor(-3.0651, device='cuda:0')","tensor(-1.9799, device='cuda:0')"
"tensor(4.0388, device='cuda:0')","tensor(-2.6970, device='cuda:0')","tensor(-1.4506, device='cuda:0')"
"tensor(3.7451, device='cuda:0')","tensor(-4.2946, device='cuda:0')","tensor(0.6109, device='cuda:0')"
"tensor(3.6628, device='cuda:0')","tensor(-3.9084, device='cuda:0')","tensor(0.3582, device='cuda:0')"
"tensor(3.9328, device='cuda:0')","tensor(-4.1832, device='cuda:0')","tensor(0.3708, device='cuda:0')"
"tensor(4.0721, device='cuda:0')","tensor(-2.3856, device='cuda:0')","tensor(-1.4287, device='cuda:0')"
"tensor(2.2691, device='cuda:0')","tensor(-2.8340, device='cuda:0')","tensor(0.4811, device='cuda:0')"
"tensor(6.3907, device='cuda:0')","tensor(-5.5692, device='cuda:0')","tensor(-0.3933, device='cuda:0')"
"tensor(1.0595, device='cuda:0')","tensor(1.2813, device='cuda:0')","tensor(-2.6023, device='cuda:0')"
"tensor(4.1620, device='cuda:0')","tensor(-3.8037, device='cuda:0')","tensor(-0.1932, device='cuda:0')"
"tensor(3.4366, device='cuda:0')","tensor(-3.5412, device='cuda:0')","tensor(0.1411, device='cuda:0')"
"tensor(2.8746, device='cuda:0')","tensor(-4.4784, device='cuda:0')","tensor(1.5682, device='cuda:0')"
"tensor(6.0280, device='cuda:0')","tensor(-3.1556, device='cuda:0')","tensor(-2.4907, device='cuda:0')"
"tensor(4.8079, device='cuda:0')","tensor(-4.2443, device='cuda:0')","tensor(-0.2917, device='cuda:0')"
"tensor(5.1666, device='cuda:0')","tensor(-3.8721, device='cuda:0')","tensor(-1.0476, device='cuda:0')"
"tensor(4.0987, device='cuda:0')","tensor(-4.0952, device='cuda:0')","tensor(0.0910, device='cuda:0')"
"tensor(3.1070, device='cuda:0')","tensor(-1.5791, device='cuda:0')","tensor(-1.4349, device='cuda:0')"
"tensor(3.9305, device='cuda:0')","tensor(-4.4151, device='cuda:0')","tensor(0.5408, device='cuda:0')"
"tensor(3.9722, device='cuda:0')","tensor(-4.3941, device='cuda:0')","tensor(0.4940, device='cuda:0')"
"tensor(3.8214, device='cuda:0')","tensor(-1.1854, device='cuda:0')","tensor(-2.3992, device='cuda:0')"
"tensor(5.2435, device='cuda:0')","tensor(-4.2834, device='cuda:0')","tensor(-0.8064, device='cuda:0')"
"tensor(1.2759, device='cuda:0')","tensor(-3.9864, device='cuda:0')","tensor(2.4600, device='cuda:0')"
"tensor(4.0405, device='cuda:0')","tensor(-4.2858, device='cuda:0')","tensor(0.3720, device='cuda:0')"
"tensor(3.6729, device='cuda:0')","tensor(-3.7696, device='cuda:0')","tensor(0.1957, device='cuda:0')"
"tensor(6.3017, device='cuda:0')","tensor(-4.1734, device='cuda:0')","tensor(-1.6493, device='cuda:0')"
"tensor(4.4681, device='cuda:0')","tensor(-4.3576, device='cuda:0')","tensor(0.0223, device='cuda:0')"
"tensor(4.1138, device='cuda:0')","tensor(-3.6726, device='cuda:0')","tensor(-0.3699, device='cuda:0')"
"tensor(5.1418, device='cuda:0')","tensor(-4.0022, device='cuda:0')","tensor(-0.8281, device='cuda:0')"
"tensor(3.6986, device='cuda:0')","tensor(-4.3123, device='cuda:0')","tensor(0.6711, device='cuda:0')"
"tensor(4.5009, device='cuda:0')","tensor(-2.6956, device='cuda:0')","tensor(-1.5096, device='cuda:0')"
"tensor(4.1454, device='cuda:0')","tensor(-2.5083, device='cuda:0')","tensor(-1.3631, device='cuda:0')"
"tensor(4.8194, device='cuda:0')","tensor(-4.2720, device='cuda:0')","tensor(-0.3254, device='cuda:0')"
"tensor(4.1561, device='cuda:0')","tensor(-1.9472, device='cuda:0')","tensor(-1.9228, device='cuda:0')"
"tensor(5.0383, device='cuda:0')","tensor(-3.6522, device='cuda:0')","tensor(-1.0486, device='cuda:0')"
"tensor(4.6258, device='cuda:0')","tensor(-4.0737, device='cuda:0')","tensor(-0.3810, device='cuda:0')"
"tensor(4.3712, device='cuda:0')","tensor(-4.2108, device='cuda:0')","tensor(-0.0396, device='cuda:0')"
"tensor(4.3287, device='cuda:0')","tensor(-4.0269, device='cuda:0')","tensor(-0.1698, device='cuda:0')"
"tensor(2.0828, device='cuda:0')","tensor(-4.1778, device='cuda:0')","tensor(2.0737, device='cuda:0')"
"tensor(2.3001, device='cuda:0')","tensor(-2.0585, device='cuda:0')","tensor(-0.2346, device='cuda:0')"
"tensor(4.5902, device='cuda:0')","tensor(-4.1084, device='cuda:0')","tensor(-0.3929, device='cuda:0')"
"tensor(4.0403, device='cuda:0')","tensor(-2.8592, device='cuda:0')","tensor(-1.1521, device='cuda:0')"
"tensor(2.6929, device='cuda:0')","tensor(-2.5585, device='cuda:0')","tensor(-0.0114, device='cuda:0')"
"tensor(5.7321, device='cuda:0')","tensor(-4.2138, device='cuda:0')","tensor(-1.1949, device='cuda:0')"
"tensor(4.5095, device='cuda:0')","tensor(-3.8277, device='cuda:0')","tensor(-0.4926, device='cuda:0')"
"tensor(0.1103, device='cuda:0')","tensor(-2.7626, device='cuda:0')","tensor(2.3993, device='cuda:0')"
"tensor(4.3748, device='cuda:0')","tensor(-4.4176, device='cuda:0')","tensor(0.1842, device='cuda:0')"
"tensor(4.6543, device='cuda:0')","tensor(-3.9483, device='cuda:0')","tensor(-0.5434, device='cuda:0')"
"tensor(-2.7590, device='cuda:0')","tensor(3.0187, device='cuda:0')","tensor(-0.6818, device='cuda:0')"
"tensor(4.8390, device='cuda:0')","tensor(-2.5636, device='cuda:0')","tensor(-1.9014, device='cuda:0')"
"tensor(3.0226, device='cuda:0')","tensor(-3.9338, device='cuda:0')","tensor(0.9771, device='cuda:0')"
"tensor(5.7689, device='cuda:0')","tensor(-4.1025, device='cuda:0')","tensor(-1.2913, device='cuda:0')"
"tensor(2.9673, device='cuda:0')","tensor(-3.7965, device='cuda:0')","tensor(0.8309, device='cuda:0')"
"tensor(3.1291, device='cuda:0')","tensor(-2.6583, device='cuda:0')","tensor(-0.4021, device='cuda:0')"
"tensor(3.6277, device='cuda:0')","tensor(-3.8891, device='cuda:0')","tensor(0.4096, device='cuda:0')"
"tensor(2.5240, device='cuda:0')","tensor(-3.5471, device='cuda:0')","tensor(1.0747, device='cuda:0')"
"tensor(4.1335, device='cuda:0')","tensor(-4.1541, device='cuda:0')","tensor(0.2152, device='cuda:0')"
"tensor(4.4389, device='cuda:0')","tensor(-3.9438, device='cuda:0')","tensor(-0.2741, device='cuda:0')"
"tensor(4.1546, device='cuda:0')","tensor(-3.0118, device='cuda:0')","tensor(-0.9302, device='cuda:0')"
"tensor(4.9070, device='cuda:0')","tensor(-3.5463, device='cuda:0')","tensor(-1.0514, device='cuda:0')"
"tensor(5.1613, device='cuda:0')","tensor(-4.1528, device='cuda:0')","tensor(-0.7529, device='cuda:0')"
"tensor(3.7870, device='cuda:0')","tensor(-3.4719, device='cuda:0')","tensor(-0.2240, device='cuda:0')"
"tensor(0.6974, device='cuda:0')","tensor(0.3574, device='cuda:0')","tensor(-1.1321, device='cuda:0')"
"tensor(3.5060, device='cuda:0')","tensor(-4.2411, device='cuda:0')","tensor(0.8123, device='cuda:0')"
"tensor(4.3795, device='cuda:0')","tensor(-4.0864, device='cuda:0')","tensor(-0.1157, device='cuda:0')"
"tensor(1.0542, device='cuda:0')","tensor(-0.1747, device='cuda:0')","tensor(-1.1461, device='cuda:0')"
"tensor(4.6675, device='cuda:0')","tensor(-3.9895, device='cuda:0')","tensor(-0.4909, device='cuda:0')"
"tensor(-1.1299, device='cuda:0')","tensor(-0.2773, device='cuda:0')","tensor(1.1555, device='cuda:0')"
"tensor(1.1959, device='cuda:0')","tensor(0.5003, device='cuda:0')","tensor(-1.8570, device='cuda:0')"
"tensor(4.3938, device='cuda:0')","tensor(-4.3875, device='cuda:0')","tensor(0.2502, device='cuda:0')"
"tensor(5.3801, device='cuda:0')","tensor(-3.2101, device='cuda:0')","tensor(-1.8923, device='cuda:0')"
"tensor(4.8444, device='cuda:0')","tensor(-4.1166, device='cuda:0')","tensor(-0.4450, device='cuda:0')"
"tensor(4.0250, device='cuda:0')","tensor(-4.2037, device='cuda:0')","tensor(0.3090, device='cuda:0')"
"tensor(5.3471, device='cuda:0')","tensor(-4.2401, device='cuda:0')","tensor(-0.8760, device='cuda:0')"
"tensor(-3.2217, device='cuda:0')","tensor(3.0543, device='cuda:0')","tensor(-0.2732, device='cuda:0')"
"tensor(3.6516, device='cuda:0')","tensor(-3.8851, device='cuda:0')","tensor(0.3707, device='cuda:0')"
"tensor(3.0283, device='cuda:0')","tensor(-4.1307, device='cuda:0')","tensor(1.1262, device='cuda:0')"
"tensor(5.4252, device='cuda:0')","tensor(-3.8147, device='cuda:0')","tensor(-1.0995, device='cuda:0')"
"tensor(3.9940, device='cuda:0')","tensor(-4.2807, device='cuda:0')","tensor(0.4169, device='cuda:0')"
"tensor(0.6819, device='cuda:0')","tensor(-0.8669, device='cuda:0')","tensor(0.1162, device='cuda:0')"
"tensor(3.3275, device='cuda:0')","tensor(-3.9171, device='cuda:0')","tensor(0.6765, device='cuda:0')"
"tensor(5.2604, device='cuda:0')","tensor(-4.1807, device='cuda:0')","tensor(-0.8428, device='cuda:0')"
"tensor(6.3933, device='cuda:0')","tensor(-3.8707, device='cuda:0')","tensor(-2.4121, device='cuda:0')"
"tensor(5.0343, device='cuda:0')","tensor(-4.2629, device='cuda:0')","tensor(-0.4884, device='cuda:0')"
"tensor(4.1803, device='cuda:0')","tensor(-4.1420, device='cuda:0')","tensor(0.1080, device='cuda:0')"
"tensor(4.1898, device='cuda:0')","tensor(-4.0714, device='cuda:0')","tensor(0.0363, device='cuda:0')"
"tensor(3.0925, device='cuda:0')","tensor(-3.8037, device='cuda:0')","tensor(0.8086, device='cuda:0')"
"tensor(0.5541, device='cuda:0')","tensor(-2.1894, device='cuda:0')","tensor(1.4473, device='cuda:0')"
"tensor(4.7541, device='cuda:0')","tensor(-2.7816, device='cuda:0')","tensor(-1.8324, device='cuda:0')"
"tensor(3.8156, device='cuda:0')","tensor(-4.3099, device='cuda:0')","tensor(0.5560, device='cuda:0')"
"tensor(4.1035, device='cuda:0')","tensor(-4.8591, device='cuda:0')","tensor(0.8253, device='cuda:0')"
"tensor(3.3475, device='cuda:0')","tensor(-4.3149, device='cuda:0')","tensor(1.0031, device='cuda:0')"
"tensor(3.8055, device='cuda:0')","tensor(-4.1688, device='cuda:0')","tensor(0.5189, device='cuda:0')"
"tensor(4.9567, device='cuda:0')","tensor(-4.1868, device='cuda:0')","tensor(-0.4768, device='cuda:0')"
"tensor(5.1492, device='cuda:0')","tensor(-4.0173, device='cuda:0')","tensor(-0.8204, device='cuda:0')"
"tensor(4.4006, device='cuda:0')","tensor(-4.0191, device='cuda:0')","tensor(-0.1835, device='cuda:0')"
"tensor(3.8364, device='cuda:0')","tensor(-3.9048, device='cuda:0')","tensor(0.1911, device='cuda:0')"
"tensor(7.5289, device='cuda:0')","tensor(-5.0273, device='cuda:0')","tensor(-1.6694, device='cuda:0')"
"tensor(3.2404, device='cuda:0')","tensor(-4.7310, device='cuda:0')","tensor(1.4285, device='cuda:0')"
"tensor(2.5376, device='cuda:0')","tensor(-4.4147, device='cuda:0')","tensor(1.8838, device='cuda:0')"
"tensor(3.0850, device='cuda:0')","tensor(-4.0705, device='cuda:0')","tensor(0.9832, device='cuda:0')"
"tensor(5.9162, device='cuda:0')","tensor(-2.4871, device='cuda:0')","tensor(-3.0961, device='cuda:0')"
"tensor(5.3979, device='cuda:0')","tensor(-4.1943, device='cuda:0')","tensor(-0.8035, device='cuda:0')"
"tensor(4.8355, device='cuda:0')","tensor(-4.3313, device='cuda:0')","tensor(-0.2110, device='cuda:0')"
"tensor(5.1755, device='cuda:0')","tensor(-4.0248, device='cuda:0')","tensor(-0.8042, device='cuda:0')"
"tensor(1.8894, device='cuda:0')","tensor(-3.6013, device='cuda:0')","tensor(1.6471, device='cuda:0')"
"tensor(4.5034, device='cuda:0')","tensor(-3.9644, device='cuda:0')","tensor(-0.4121, device='cuda:0')"
"tensor(5.4647, device='cuda:0')","tensor(-4.3726, device='cuda:0')","tensor(-0.8358, device='cuda:0')"
"tensor(2.1153, device='cuda:0')","tensor(-3.4977, device='cuda:0')","tensor(1.3433, device='cuda:0')"
