"tensor(0.0136, device='cuda:0')","tensor(-0.0097, device='cuda:0')","tensor(-0.0248, device='cuda:0')"
"tensor(0.0139, device='cuda:0')","tensor(-0.0201, device='cuda:0')","tensor(-0.0156, device='cuda:0')"
"tensor(-0.0064, device='cuda:0')","tensor(-0.0075, device='cuda:0')","tensor(-0.0065, device='cuda:0')"
"tensor(-0.0116, device='cuda:0')","tensor(-0.0045, device='cuda:0')","tensor(-0.0070, device='cuda:0')"
"tensor(0.0504, device='cuda:0')","tensor(-0.0319, device='cuda:0')","tensor(-0.0483, device='cuda:0')"
"tensor(0.0458, device='cuda:0')","tensor(0.0126, device='cuda:0')","tensor(-0.1061, device='cuda:0')"
"tensor(0.0511, device='cuda:0')","tensor(0.0122, device='cuda:0')","tensor(-0.1120, device='cuda:0')"
"tensor(0.0098, device='cuda:0')","tensor(-0.0150, device='cuda:0')","tensor(-0.0248, device='cuda:0')"
"tensor(0.1018, device='cuda:0')","tensor(-0.0517, device='cuda:0')","tensor(-0.0652, device='cuda:0')"
"tensor(0.0048, device='cuda:0')","tensor(-0.0186, device='cuda:0')","tensor(-0.0082, device='cuda:0')"
"tensor(0.0201, device='cuda:0')","tensor(-0.0312, device='cuda:0')","tensor(-0.0054, device='cuda:0')"
"tensor(0.0460, device='cuda:0')","tensor(-0.0168, device='cuda:0')","tensor(-0.0556, device='cuda:0')"
"tensor(0.0244, device='cuda:0')","tensor(-0.0224, device='cuda:0')","tensor(-0.0314, device='cuda:0')"
"tensor(0.0146, device='cuda:0')","tensor(-0.0183, device='cuda:0')","tensor(-0.0295, device='cuda:0')"
"tensor(-0.0005, device='cuda:0')","tensor(-0.0023, device='cuda:0')","tensor(-0.0228, device='cuda:0')"
"tensor(0.0487, device='cuda:0')","tensor(-0.0147, device='cuda:0')","tensor(-0.0621, device='cuda:0')"
"tensor(-0.0076, device='cuda:0')","tensor(0.0193, device='cuda:0')","tensor(-0.0539, device='cuda:0')"
"tensor(0.0929, device='cuda:0')","tensor(-0.0526, device='cuda:0')","tensor(-0.0581, device='cuda:0')"
"tensor(0.0628, device='cuda:0')","tensor(-0.0271, device='cuda:0')","tensor(-0.0570, device='cuda:0')"
"tensor(-0.0499, device='cuda:0')","tensor(0.0138, device='cuda:0')","tensor(-0.0032, device='cuda:0')"
"tensor(0.0466, device='cuda:0')","tensor(-0.0383, device='cuda:0')","tensor(-0.0275, device='cuda:0')"
"tensor(0.0474, device='cuda:0')","tensor(-0.0444, device='cuda:0')","tensor(-0.0130, device='cuda:0')"
"tensor(-0.0575, device='cuda:0')","tensor(0.0540, device='cuda:0')","tensor(-0.0613, device='cuda:0')"
"tensor(-8.5406e-05, device='cuda:0')","tensor(0.0023, device='cuda:0')","tensor(-0.0364, device='cuda:0')"
"tensor(0.0670, device='cuda:0')","tensor(-0.0564, device='cuda:0')","tensor(-0.0265, device='cuda:0')"
"tensor(0.0188, device='cuda:0')","tensor(-0.0283, device='cuda:0')","tensor(-0.0203, device='cuda:0')"
"tensor(0.1148, device='cuda:0')","tensor(-0.0557, device='cuda:0')","tensor(-0.0673, device='cuda:0')"
"tensor(0.0259, device='cuda:0')","tensor(-0.0174, device='cuda:0')","tensor(-0.0352, device='cuda:0')"
"tensor(-0.0047, device='cuda:0')","tensor(0.0265, device='cuda:0')","tensor(-0.0746, device='cuda:0')"
"tensor(0.0181, device='cuda:0')","tensor(-0.0196, device='cuda:0')","tensor(-0.0231, device='cuda:0')"
"tensor(-0.0023, device='cuda:0')","tensor(-0.0154, device='cuda:0')","tensor(-0.0051, device='cuda:0')"
"tensor(-0.0414, device='cuda:0')","tensor(0.0226, device='cuda:0')","tensor(-0.0161, device='cuda:0')"
"tensor(0.0136, device='cuda:0')","tensor(-0.0240, device='cuda:0')","tensor(-0.0089, device='cuda:0')"
"tensor(-0.0150, device='cuda:0')","tensor(-0.0034, device='cuda:0')","tensor(-0.0077, device='cuda:0')"
"tensor(-0.0320, device='cuda:0')","tensor(-0.0004, device='cuda:0')","tensor(0.0106, device='cuda:0')"
"tensor(0.0483, device='cuda:0')","tensor(-0.0543, device='cuda:0')","tensor(0.0009, device='cuda:0')"
"tensor(-0.0272, device='cuda:0')","tensor(-0.0039, device='cuda:0')","tensor(0.0028, device='cuda:0')"
"tensor(0.0909, device='cuda:0')","tensor(-0.0485, device='cuda:0')","tensor(-0.0638, device='cuda:0')"
"tensor(-0.0147, device='cuda:0')","tensor(-0.0046, device='cuda:0')","tensor(-0.0035, device='cuda:0')"
"tensor(0.0406, device='cuda:0')","tensor(-0.0255, device='cuda:0')","tensor(-0.0462, device='cuda:0')"
"tensor(0.0914, device='cuda:0')","tensor(-0.0519, device='cuda:0')","tensor(-0.0588, device='cuda:0')"
"tensor(0.0498, device='cuda:0')","tensor(-0.0366, device='cuda:0')","tensor(-0.0347, device='cuda:0')"
"tensor(0.0523, device='cuda:0')","tensor(-0.0302, device='cuda:0')","tensor(-0.0502, device='cuda:0')"
"tensor(0.0509, device='cuda:0')","tensor(-0.0317, device='cuda:0')","tensor(-0.0417, device='cuda:0')"
"tensor(-0.0085, device='cuda:0')","tensor(-0.0086, device='cuda:0')","tensor(-0.0132, device='cuda:0')"
"tensor(0.0299, device='cuda:0')","tensor(-0.0088, device='cuda:0')","tensor(-0.0470, device='cuda:0')"
"tensor(0.0218, device='cuda:0')","tensor(-0.0276, device='cuda:0')","tensor(-0.0129, device='cuda:0')"
"tensor(0.1226, device='cuda:0')","tensor(-0.0671, device='cuda:0')","tensor(-0.0804, device='cuda:0')"
"tensor(0.0590, device='cuda:0')","tensor(-0.0343, device='cuda:0')","tensor(-0.0517, device='cuda:0')"
"tensor(0.0116, device='cuda:0')","tensor(-0.0185, device='cuda:0')","tensor(-0.0114, device='cuda:0')"
"tensor(0.0187, device='cuda:0')","tensor(-0.0177, device='cuda:0')","tensor(-0.0229, device='cuda:0')"
"tensor(0.0157, device='cuda:0')","tensor(-0.0225, device='cuda:0')","tensor(-0.0160, device='cuda:0')"
"tensor(0.0719, device='cuda:0')","tensor(-0.0334, device='cuda:0')","tensor(-0.0532, device='cuda:0')"
"tensor(0.1294, device='cuda:0')","tensor(-0.0784, device='cuda:0')","tensor(-0.0654, device='cuda:0')"
"tensor(0.0519, device='cuda:0')","tensor(-0.0294, device='cuda:0')","tensor(-0.0466, device='cuda:0')"
"tensor(0.0309, device='cuda:0')","tensor(-0.0258, device='cuda:0')","tensor(-0.0268, device='cuda:0')"
"tensor(-0.0083, device='cuda:0')","tensor(0.0147, device='cuda:0')","tensor(-0.0456, device='cuda:0')"
"tensor(-0.0179, device='cuda:0')","tensor(-0.0308, device='cuda:0')","tensor(0.0382, device='cuda:0')"
"tensor(0.0422, device='cuda:0')","tensor(-0.0222, device='cuda:0')","tensor(-0.0451, device='cuda:0')"
"tensor(0.0855, device='cuda:0')","tensor(-0.0325, device='cuda:0')","tensor(-0.0722, device='cuda:0')"
"tensor(0.0662, device='cuda:0')","tensor(-0.0431, device='cuda:0')","tensor(-0.0411, device='cuda:0')"
"tensor(-0.0094, device='cuda:0')","tensor(-0.0049, device='cuda:0')","tensor(-0.0121, device='cuda:0')"
"tensor(0.1194, device='cuda:0')","tensor(-0.0530, device='cuda:0')","tensor(-0.0865, device='cuda:0')"
"tensor(0.0025, device='cuda:0')","tensor(-0.0192, device='cuda:0')","tensor(0.0030, device='cuda:0')"
"tensor(0.0583, device='cuda:0')","tensor(-0.0411, device='cuda:0')","tensor(-0.0425, device='cuda:0')"
"tensor(-0.0145, device='cuda:0')","tensor(0.0047, device='cuda:0')","tensor(-0.0267, device='cuda:0')"
"tensor(-0.0156, device='cuda:0')","tensor(-0.0138, device='cuda:0')","tensor(0.0110, device='cuda:0')"
"tensor(0.0402, device='cuda:0')","tensor(-0.0390, device='cuda:0')","tensor(-0.0157, device='cuda:0')"
"tensor(-0.0080, device='cuda:0')","tensor(-0.0112, device='cuda:0')","tensor(-0.0063, device='cuda:0')"
"tensor(-0.0921, device='cuda:0')","tensor(0.0580, device='cuda:0')","tensor(-0.0118, device='cuda:0')"
"tensor(0.0740, device='cuda:0')","tensor(-0.0283, device='cuda:0')","tensor(-0.0697, device='cuda:0')"
"tensor(-0.0197, device='cuda:0')","tensor(-0.0088, device='cuda:0')","tensor(0.0128, device='cuda:0')"
"tensor(0.0578, device='cuda:0')","tensor(-0.0410, device='cuda:0')","tensor(-0.0315, device='cuda:0')"
"tensor(-0.0143, device='cuda:0')","tensor(-0.0156, device='cuda:0')","tensor(0.0024, device='cuda:0')"
"tensor(0.0716, device='cuda:0')","tensor(-0.0743, device='cuda:0')","tensor(0.0081, device='cuda:0')"
"tensor(-0.0133, device='cuda:0')","tensor(0.0188, device='cuda:0')","tensor(-0.0485, device='cuda:0')"
"tensor(0.0096, device='cuda:0')","tensor(-0.0304, device='cuda:0')","tensor(0.0025, device='cuda:0')"
"tensor(0.0434, device='cuda:0')","tensor(-0.0428, device='cuda:0')","tensor(-0.0049, device='cuda:0')"
"tensor(0.0779, device='cuda:0')","tensor(-0.0376, device='cuda:0')","tensor(-0.0626, device='cuda:0')"
"tensor(0.0998, device='cuda:0')","tensor(-0.0555, device='cuda:0')","tensor(-0.0657, device='cuda:0')"
"tensor(-0.0118, device='cuda:0')","tensor(0.0177, device='cuda:0')","tensor(-0.0364, device='cuda:0')"
"tensor(-0.0364, device='cuda:0')","tensor(0.0080, device='cuda:0')","tensor(-0.0022, device='cuda:0')"
"tensor(0.0356, device='cuda:0')","tensor(-0.0151, device='cuda:0')","tensor(-0.0464, device='cuda:0')"
"tensor(-0.0481, device='cuda:0')","tensor(0.0346, device='cuda:0')","tensor(-0.0306, device='cuda:0')"
"tensor(0.0818, device='cuda:0')","tensor(-0.0667, device='cuda:0')","tensor(-0.0241, device='cuda:0')"
"tensor(0.0336, device='cuda:0')","tensor(-0.0256, device='cuda:0')","tensor(-0.0288, device='cuda:0')"
"tensor(0.0863, device='cuda:0')","tensor(-0.0508, device='cuda:0')","tensor(-0.0516, device='cuda:0')"
"tensor(0.0579, device='cuda:0')","tensor(-0.0441, device='cuda:0')","tensor(-0.0304, device='cuda:0')"
"tensor(0.0228, device='cuda:0')","tensor(-0.0240, device='cuda:0')","tensor(-0.0219, device='cuda:0')"
"tensor(0.0303, device='cuda:0')","tensor(-0.0140, device='cuda:0')","tensor(-0.0456, device='cuda:0')"
"tensor(0.0318, device='cuda:0')","tensor(-0.0274, device='cuda:0')","tensor(-0.0228, device='cuda:0')"
"tensor(0.0360, device='cuda:0')","tensor(-0.0464, device='cuda:0')","tensor(-0.0003, device='cuda:0')"
"tensor(-0.0058, device='cuda:0')","tensor(-0.0170, device='cuda:0')","tensor(-0.0004, device='cuda:0')"
"tensor(0.0914, device='cuda:0')","tensor(-0.0757, device='cuda:0')","tensor(-0.0174, device='cuda:0')"
"tensor(0.1104, device='cuda:0')","tensor(-0.0595, device='cuda:0')","tensor(-0.0514, device='cuda:0')"
"tensor(-0.0474, device='cuda:0')","tensor(-0.0091, device='cuda:0')","tensor(0.0461, device='cuda:0')"
"tensor(0.0218, device='cuda:0')","tensor(-0.0341, device='cuda:0')","tensor(-0.0137, device='cuda:0')"
"tensor(-0.0197, device='cuda:0')","tensor(-0.0197, device='cuda:0')","tensor(0.0274, device='cuda:0')"
"tensor(0.0612, device='cuda:0')","tensor(-0.0275, device='cuda:0')","tensor(-0.0611, device='cuda:0')"
"tensor(0.0094, device='cuda:0')","tensor(0.0351, device='cuda:0')","tensor(-0.1041, device='cuda:0')"
"tensor(0.0097, device='cuda:0')","tensor(-0.0414, device='cuda:0')","tensor(0.0214, device='cuda:0')"
"tensor(-0.0033, device='cuda:0')","tensor(-0.0191, device='cuda:0')","tensor(0.0071, device='cuda:0')"
"tensor(-0.0044, device='cuda:0')","tensor(0.0036, device='cuda:0')","tensor(-0.0436, device='cuda:0')"
"tensor(0.0922, device='cuda:0')","tensor(-0.0462, device='cuda:0')","tensor(-0.0610, device='cuda:0')"
"tensor(0.0229, device='cuda:0')","tensor(-0.0305, device='cuda:0')","tensor(-0.0150, device='cuda:0')"
"tensor(-0.0491, device='cuda:0')","tensor(0.0168, device='cuda:0')","tensor(-0.0060, device='cuda:0')"
"tensor(0.0561, device='cuda:0')","tensor(-0.0286, device='cuda:0')","tensor(-0.0429, device='cuda:0')"
"tensor(0.0329, device='cuda:0')","tensor(-0.0515, device='cuda:0')","tensor(0.0150, device='cuda:0')"
"tensor(0.0377, device='cuda:0')","tensor(-0.0291, device='cuda:0')","tensor(-0.0296, device='cuda:0')"
"tensor(0.0265, device='cuda:0')","tensor(-0.0232, device='cuda:0')","tensor(-0.0255, device='cuda:0')"
"tensor(0.0231, device='cuda:0')","tensor(-0.0341, device='cuda:0')","tensor(-0.0010, device='cuda:0')"
"tensor(0.0314, device='cuda:0')","tensor(-0.0163, device='cuda:0')","tensor(-0.0430, device='cuda:0')"
"tensor(0.0475, device='cuda:0')","tensor(-0.0329, device='cuda:0')","tensor(-0.0348, device='cuda:0')"
"tensor(0.0002, device='cuda:0')","tensor(-0.0044, device='cuda:0')","tensor(-0.0182, device='cuda:0')"
"tensor(0.0124, device='cuda:0')","tensor(-0.0222, device='cuda:0')","tensor(-0.0086, device='cuda:0')"
"tensor(0.0116, device='cuda:0')","tensor(-0.0255, device='cuda:0')","tensor(-0.0038, device='cuda:0')"
"tensor(0.0275, device='cuda:0')","tensor(-0.0245, device='cuda:0')","tensor(-0.0366, device='cuda:0')"
"tensor(-0.0112, device='cuda:0')","tensor(-0.0259, device='cuda:0')","tensor(0.0248, device='cuda:0')"
"tensor(0.0137, device='cuda:0')","tensor(-0.0306, device='cuda:0')","tensor(0.0033, device='cuda:0')"
"tensor(0.1410, device='cuda:0')","tensor(-0.0667, device='cuda:0')","tensor(-0.0974, device='cuda:0')"
"tensor(0.1030, device='cuda:0')","tensor(-0.0533, device='cuda:0')","tensor(-0.0679, device='cuda:0')"
"tensor(0.0235, device='cuda:0')","tensor(-0.0227, device='cuda:0')","tensor(-0.0164, device='cuda:0')"
"tensor(0.0440, device='cuda:0')","tensor(-0.0389, device='cuda:0')","tensor(-0.0240, device='cuda:0')"
"tensor(-0.0387, device='cuda:0')","tensor(-0.0214, device='cuda:0')","tensor(0.0465, device='cuda:0')"
"tensor(0.0283, device='cuda:0')","tensor(-0.0245, device='cuda:0')","tensor(-0.0281, device='cuda:0')"
"tensor(0.0422, device='cuda:0')","tensor(-0.0403, device='cuda:0')","tensor(-0.0138, device='cuda:0')"
"tensor(0.0364, device='cuda:0')","tensor(-0.0153, device='cuda:0')","tensor(-0.0500, device='cuda:0')"
"tensor(-0.0038, device='cuda:0')","tensor(-0.0198, device='cuda:0')","tensor(0.0072, device='cuda:0')"
"tensor(-0.0173, device='cuda:0')","tensor(-0.0067, device='cuda:0')","tensor(-0.0060, device='cuda:0')"
"tensor(0.0340, device='cuda:0')","tensor(-0.0226, device='cuda:0')","tensor(-0.0317, device='cuda:0')"
"tensor(0.0335, device='cuda:0')","tensor(-0.0231, device='cuda:0')","tensor(-0.0292, device='cuda:0')"
"tensor(0.0301, device='cuda:0')","tensor(-0.0219, device='cuda:0')","tensor(-0.0300, device='cuda:0')"
"tensor(0.0085, device='cuda:0')","tensor(-0.0225, device='cuda:0')","tensor(0.0014, device='cuda:0')"
"tensor(0.0236, device='cuda:0')","tensor(0.0101, device='cuda:0')","tensor(-0.0885, device='cuda:0')"
"tensor(-0.0133, device='cuda:0')","tensor(0.0161, device='cuda:0')","tensor(-0.0411, device='cuda:0')"
"tensor(-0.0179, device='cuda:0')","tensor(-0.0350, device='cuda:0')","tensor(0.0420, device='cuda:0')"
"tensor(0.0595, device='cuda:0')","tensor(-0.0507, device='cuda:0')","tensor(-0.0083, device='cuda:0')"
"tensor(0.0319, device='cuda:0')","tensor(0.0103, device='cuda:0')","tensor(-0.0822, device='cuda:0')"
"tensor(-0.0465, device='cuda:0')","tensor(0.0473, device='cuda:0')","tensor(-0.0479, device='cuda:0')"
"tensor(-0.0269, device='cuda:0')","tensor(0.0141, device='cuda:0')","tensor(-0.0218, device='cuda:0')"
"tensor(0.0082, device='cuda:0')","tensor(-0.0176, device='cuda:0')","tensor(-0.0129, device='cuda:0')"
"tensor(0.0232, device='cuda:0')","tensor(-0.0473, device='cuda:0')","tensor(0.0125, device='cuda:0')"
"tensor(0.1078, device='cuda:0')","tensor(-0.0654, device='cuda:0')","tensor(-0.0554, device='cuda:0')"
"tensor(-0.0308, device='cuda:0')","tensor(0.0163, device='cuda:0')","tensor(-0.0205, device='cuda:0')"
"tensor(0.1109, device='cuda:0')","tensor(-0.0565, device='cuda:0')","tensor(-0.0681, device='cuda:0')"
"tensor(-0.1009, device='cuda:0')","tensor(0.0698, device='cuda:0')","tensor(-0.0378, device='cuda:0')"
"tensor(-0.0169, device='cuda:0')","tensor(-0.0019, device='cuda:0')","tensor(-0.0177, device='cuda:0')"
"tensor(0.0779, device='cuda:0')","tensor(-0.0510, device='cuda:0')","tensor(-0.0378, device='cuda:0')"
"tensor(-0.0075, device='cuda:0')","tensor(0.0089, device='cuda:0')","tensor(-0.0430, device='cuda:0')"
"tensor(-0.1416, device='cuda:0')","tensor(0.1061, device='cuda:0')","tensor(-0.0483, device='cuda:0')"
"tensor(0.0453, device='cuda:0')","tensor(-0.0206, device='cuda:0')","tensor(-0.0514, device='cuda:0')"
"tensor(0.0135, device='cuda:0')","tensor(-0.0158, device='cuda:0')","tensor(-0.0226, device='cuda:0')"
"tensor(0.0297, device='cuda:0')","tensor(-0.0411, device='cuda:0')","tensor(0.0013, device='cuda:0')"
"tensor(0.0110, device='cuda:0')","tensor(-0.0177, device='cuda:0')","tensor(-0.0106, device='cuda:0')"
"tensor(0.0399, device='cuda:0')","tensor(-0.0234, device='cuda:0')","tensor(-0.0296, device='cuda:0')"
"tensor(-0.0317, device='cuda:0')","tensor(0.0030, device='cuda:0')","tensor(0.0106, device='cuda:0')"
"tensor(0.0992, device='cuda:0')","tensor(-0.0549, device='cuda:0')","tensor(-0.0609, device='cuda:0')"
"tensor(0.0132, device='cuda:0')","tensor(-0.0193, device='cuda:0')","tensor(-0.0176, device='cuda:0')"
"tensor(-0.0264, device='cuda:0')","tensor(0.0086, device='cuda:0')","tensor(-0.0121, device='cuda:0')"
"tensor(-0.0131, device='cuda:0')","tensor(-0.0090, device='cuda:0')","tensor(-0.0083, device='cuda:0')"
"tensor(0.1090, device='cuda:0')","tensor(-0.0692, device='cuda:0')","tensor(-0.0462, device='cuda:0')"
"tensor(0.0012, device='cuda:0')","tensor(-0.0227, device='cuda:0')","tensor(0.0063, device='cuda:0')"
"tensor(0.0218, device='cuda:0')","tensor(-0.0323, device='cuda:0')","tensor(-0.0063, device='cuda:0')"
"tensor(-0.0162, device='cuda:0')","tensor(0.0002, device='cuda:0')","tensor(-0.0132, device='cuda:0')"
"tensor(0.0568, device='cuda:0')","tensor(-0.0472, device='cuda:0')","tensor(-0.0283, device='cuda:0')"
"tensor(0.0099, device='cuda:0')","tensor(-0.0295, device='cuda:0')","tensor(0.0016, device='cuda:0')"
"tensor(0.1403, device='cuda:0')","tensor(-0.0801, device='cuda:0')","tensor(-0.0726, device='cuda:0')"
"tensor(-0.0090, device='cuda:0')","tensor(-0.0254, device='cuda:0')","tensor(0.0227, device='cuda:0')"
"tensor(0.0185, device='cuda:0')","tensor(-0.0202, device='cuda:0')","tensor(-0.0192, device='cuda:0')"
"tensor(0.0080, device='cuda:0')","tensor(0.0053, device='cuda:0')","tensor(-0.0536, device='cuda:0')"
"tensor(-0.0382, device='cuda:0')","tensor(0.0218, device='cuda:0')","tensor(-0.0223, device='cuda:0')"
"tensor(0.0424, device='cuda:0')","tensor(-0.0456, device='cuda:0')","tensor(-0.0036, device='cuda:0')"
"tensor(0.0541, device='cuda:0')","tensor(-0.0232, device='cuda:0')","tensor(-0.0647, device='cuda:0')"
"tensor(0.0458, device='cuda:0')","tensor(-0.0216, device='cuda:0')","tensor(-0.0516, device='cuda:0')"
"tensor(0.0941, device='cuda:0')","tensor(-0.0697, device='cuda:0')","tensor(-0.0327, device='cuda:0')"
"tensor(-0.0642, device='cuda:0')","tensor(0.0341, device='cuda:0')","tensor(-0.0140, device='cuda:0')"
"tensor(-0.0092, device='cuda:0')","tensor(0.0002, device='cuda:0')","tensor(-0.0315, device='cuda:0')"
"tensor(0.0806, device='cuda:0')","tensor(-0.0472, device='cuda:0')","tensor(-0.0492, device='cuda:0')"
"tensor(0.0259, device='cuda:0')","tensor(-0.0293, device='cuda:0')","tensor(-0.0142, device='cuda:0')"
"tensor(0.1747, device='cuda:0')","tensor(-0.0995, device='cuda:0')","tensor(-0.0707, device='cuda:0')"
"tensor(0.0150, device='cuda:0')","tensor(-0.0369, device='cuda:0')","tensor(0.0160, device='cuda:0')"
"tensor(0.0200, device='cuda:0')","tensor(-0.0294, device='cuda:0')","tensor(-0.0026, device='cuda:0')"
"tensor(0.0289, device='cuda:0')","tensor(-0.0107, device='cuda:0')","tensor(-0.0458, device='cuda:0')"
"tensor(0.0192, device='cuda:0')","tensor(-0.0247, device='cuda:0')","tensor(-0.0156, device='cuda:0')"
"tensor(0.0563, device='cuda:0')","tensor(-0.0450, device='cuda:0')","tensor(-0.0216, device='cuda:0')"
"tensor(-0.0012, device='cuda:0')","tensor(-0.0236, device='cuda:0')","tensor(-0.0010, device='cuda:0')"
"tensor(0.0276, device='cuda:0')","tensor(-0.0211, device='cuda:0')","tensor(-0.0175, device='cuda:0')"
"tensor(0.1716, device='cuda:0')","tensor(-0.0686, device='cuda:0')","tensor(-0.1277, device='cuda:0')"
"tensor(-0.0522, device='cuda:0')","tensor(-0.0130, device='cuda:0')","tensor(0.0511, device='cuda:0')"
"tensor(0.0382, device='cuda:0')","tensor(-0.0479, device='cuda:0')","tensor(0.0095, device='cuda:0')"
"tensor(0.0153, device='cuda:0')","tensor(-0.0193, device='cuda:0')","tensor(-0.0187, device='cuda:0')"
"tensor(0.0316, device='cuda:0')","tensor(-0.0561, device='cuda:0')","tensor(0.0169, device='cuda:0')"
"tensor(0.0694, device='cuda:0')","tensor(-0.0464, device='cuda:0')","tensor(-0.0357, device='cuda:0')"
"tensor(0.0361, device='cuda:0')","tensor(-0.0197, device='cuda:0')","tensor(-0.0413, device='cuda:0')"
"tensor(-0.0378, device='cuda:0')","tensor(-0.0051, device='cuda:0')","tensor(0.0133, device='cuda:0')"
"tensor(-0.0504, device='cuda:0')","tensor(0.0369, device='cuda:0')","tensor(-0.0172, device='cuda:0')"
"tensor(0.0127, device='cuda:0')","tensor(-0.0066, device='cuda:0')","tensor(-0.0348, device='cuda:0')"
"tensor(0.0337, device='cuda:0')","tensor(-0.0285, device='cuda:0')","tensor(-0.0288, device='cuda:0')"
"tensor(0.0547, device='cuda:0')","tensor(-0.0014, device='cuda:0')","tensor(-0.0767, device='cuda:0')"
"tensor(0.0081, device='cuda:0')","tensor(-0.0169, device='cuda:0')","tensor(-0.0103, device='cuda:0')"
"tensor(-0.0111, device='cuda:0')","tensor(-0.0054, device='cuda:0')","tensor(-0.0112, device='cuda:0')"
"tensor(-0.0169, device='cuda:0')","tensor(-0.0133, device='cuda:0')","tensor(0.0257, device='cuda:0')"
"tensor(-0.0276, device='cuda:0')","tensor(-0.0132, device='cuda:0')","tensor(0.0393, device='cuda:0')"
"tensor(0.0743, device='cuda:0')","tensor(-0.0148, device='cuda:0')","tensor(-0.0897, device='cuda:0')"
"tensor(0.0608, device='cuda:0')","tensor(-0.0297, device='cuda:0')","tensor(-0.0500, device='cuda:0')"
"tensor(0.0675, device='cuda:0')","tensor(-0.0631, device='cuda:0')","tensor(-0.0148, device='cuda:0')"
"tensor(0.0257, device='cuda:0')","tensor(-0.0006, device='cuda:0')","tensor(-0.0555, device='cuda:0')"
"tensor(-0.0499, device='cuda:0')","tensor(-0.0245, device='cuda:0')","tensor(0.0774, device='cuda:0')"
"tensor(-0.0198, device='cuda:0')","tensor(0.0150, device='cuda:0')","tensor(-0.0358, device='cuda:0')"
"tensor(0.0100, device='cuda:0')","tensor(-0.0083, device='cuda:0')","tensor(-0.0235, device='cuda:0')"
"tensor(-0.0047, device='cuda:0')","tensor(0.0067, device='cuda:0')","tensor(-0.0270, device='cuda:0')"
"tensor(0.0562, device='cuda:0')","tensor(-0.0275, device='cuda:0')","tensor(-0.0511, device='cuda:0')"
