"tensor(2.4851, device='cuda:0')","tensor(-1.8329, device='cuda:0')","tensor(-0.4246, device='cuda:0')"
"tensor(-0.5591, device='cuda:0')","tensor(1.3783, device='cuda:0')","tensor(-0.5875, device='cuda:0')"
"tensor(1.5729, device='cuda:0')","tensor(-0.4316, device='cuda:0')","tensor(-0.8863, device='cuda:0')"
"tensor(2.0089, device='cuda:0')","tensor(-0.6272, device='cuda:0')","tensor(-1.2037, device='cuda:0')"
"tensor(0.1759, device='cuda:0')","tensor(-0.2143, device='cuda:0')","tensor(0.0884, device='cuda:0')"
"tensor(-1.4243, device='cuda:0')","tensor(2.9059, device='cuda:0')","tensor(-1.1522, device='cuda:0')"
"tensor(0.4046, device='cuda:0')","tensor(0.4028, device='cuda:0')","tensor(-0.5819, device='cuda:0')"
"tensor(2.9873, device='cuda:0')","tensor(-2.2370, device='cuda:0')","tensor(-0.6598, device='cuda:0')"
"tensor(2.6219, device='cuda:0')","tensor(-2.0230, device='cuda:0')","tensor(-0.4603, device='cuda:0')"
"tensor(1.0733, device='cuda:0')","tensor(-0.7541, device='cuda:0')","tensor(-0.1282, device='cuda:0')"
"tensor(1.5992, device='cuda:0')","tensor(-0.9336, device='cuda:0')","tensor(-0.5488, device='cuda:0')"
"tensor(2.5617, device='cuda:0')","tensor(-1.7675, device='cuda:0')","tensor(-0.6428, device='cuda:0')"
"tensor(3.2503, device='cuda:0')","tensor(-1.3364, device='cuda:0')","tensor(-1.7632, device='cuda:0')"
"tensor(5.8844, device='cuda:0')","tensor(-4.1369, device='cuda:0')","tensor(-1.6495, device='cuda:0')"
"tensor(1.8489, device='cuda:0')","tensor(0.5767, device='cuda:0')","tensor(-2.1458, device='cuda:0')"
"tensor(3.4088, device='cuda:0')","tensor(-0.4615, device='cuda:0')","tensor(-2.6912, device='cuda:0')"
"tensor(2.6381, device='cuda:0')","tensor(-2.0283, device='cuda:0')","tensor(-0.4687, device='cuda:0')"
"tensor(3.0427, device='cuda:0')","tensor(-1.2758, device='cuda:0')","tensor(-1.6329, device='cuda:0')"
"tensor(2.8356, device='cuda:0')","tensor(-1.9601, device='cuda:0')","tensor(-0.6836, device='cuda:0')"
"tensor(2.0791, device='cuda:0')","tensor(-1.9233, device='cuda:0')","tensor(-0.0186, device='cuda:0')"
"tensor(3.4015, device='cuda:0')","tensor(-2.1484, device='cuda:0')","tensor(-1.1258, device='cuda:0')"
"tensor(1.0257, device='cuda:0')","tensor(-1.0462, device='cuda:0')","tensor(0.1995, device='cuda:0')"
"tensor(2.7201, device='cuda:0')","tensor(-2.0297, device='cuda:0')","tensor(-0.4846, device='cuda:0')"
"tensor(2.5780, device='cuda:0')","tensor(-1.7441, device='cuda:0')","tensor(-0.6856, device='cuda:0')"
"tensor(3.5570, device='cuda:0')","tensor(-2.3628, device='cuda:0')","tensor(-0.9138, device='cuda:0')"
"tensor(1.5342, device='cuda:0')","tensor(-0.3919, device='cuda:0')","tensor(-0.8911, device='cuda:0')"
"tensor(2.3043, device='cuda:0')","tensor(-1.3694, device='cuda:0')","tensor(-0.7882, device='cuda:0')"
"tensor(2.0660, device='cuda:0')","tensor(-0.8832, device='cuda:0')","tensor(-1.0799, device='cuda:0')"
"tensor(1.7388, device='cuda:0')","tensor(-1.1706, device='cuda:0')","tensor(-0.4837, device='cuda:0')"
"tensor(3.7720, device='cuda:0')","tensor(-1.9986, device='cuda:0')","tensor(-1.5618, device='cuda:0')"
"tensor(3.0278, device='cuda:0')","tensor(-2.9993, device='cuda:0')","tensor(0.2790, device='cuda:0')"
"tensor(1.9936, device='cuda:0')","tensor(0.3195, device='cuda:0')","tensor(-2.1620, device='cuda:0')"
"tensor(0.7488, device='cuda:0')","tensor(-0.0169, device='cuda:0')","tensor(-0.4037, device='cuda:0')"
"tensor(3.0611, device='cuda:0')","tensor(-3.3427, device='cuda:0')","tensor(0.3735, device='cuda:0')"
"tensor(3.4026, device='cuda:0')","tensor(-2.2567, device='cuda:0')","tensor(-0.9358, device='cuda:0')"
"tensor(4.6575, device='cuda:0')","tensor(-4.4791, device='cuda:0')","tensor(-0.0788, device='cuda:0')"
"tensor(2.4320, device='cuda:0')","tensor(-0.7937, device='cuda:0')","tensor(-1.4950, device='cuda:0')"
"tensor(-0.1154, device='cuda:0')","tensor(1.5551, device='cuda:0')","tensor(-1.2039, device='cuda:0')"
"tensor(2.5430, device='cuda:0')","tensor(-1.7262, device='cuda:0')","tensor(-0.7040, device='cuda:0')"
"tensor(2.5328, device='cuda:0')","tensor(-1.7250, device='cuda:0')","tensor(-0.5052, device='cuda:0')"
"tensor(-0.0530, device='cuda:0')","tensor(0.4226, device='cuda:0')","tensor(-0.1254, device='cuda:0')"
"tensor(2.7421, device='cuda:0')","tensor(-3.0946, device='cuda:0')","tensor(0.4691, device='cuda:0')"
"tensor(3.0478, device='cuda:0')","tensor(-2.2931, device='cuda:0')","tensor(-0.6234, device='cuda:0')"
"tensor(1.4844, device='cuda:0')","tensor(-0.9752, device='cuda:0')","tensor(-0.2870, device='cuda:0')"
"tensor(4.7560, device='cuda:0')","tensor(-3.3084, device='cuda:0')","tensor(-1.2444, device='cuda:0')"
"tensor(1.6816, device='cuda:0')","tensor(-0.8895, device='cuda:0')","tensor(-0.6180, device='cuda:0')"
"tensor(2.7360, device='cuda:0')","tensor(-0.8628, device='cuda:0')","tensor(-1.7089, device='cuda:0')"
"tensor(1.6582, device='cuda:0')","tensor(-0.7404, device='cuda:0')","tensor(-0.6563, device='cuda:0')"
"tensor(3.2785, device='cuda:0')","tensor(-2.1688, device='cuda:0')","tensor(-1.0402, device='cuda:0')"
"tensor(3.2445, device='cuda:0')","tensor(-3.2147, device='cuda:0')","tensor(0.0559, device='cuda:0')"
"tensor(4.0954, device='cuda:0')","tensor(-3.8157, device='cuda:0')","tensor(-0.1997, device='cuda:0')"
"tensor(2.2264, device='cuda:0')","tensor(-0.4859, device='cuda:0')","tensor(-1.5816, device='cuda:0')"
"tensor(3.3455, device='cuda:0')","tensor(-2.7230, device='cuda:0')","tensor(-0.5992, device='cuda:0')"
"tensor(4.0341, device='cuda:0')","tensor(-2.0450, device='cuda:0')","tensor(-1.8210, device='cuda:0')"
"tensor(-0.0872, device='cuda:0')","tensor(1.5317, device='cuda:0')","tensor(-1.2082, device='cuda:0')"
"tensor(1.1492, device='cuda:0')","tensor(-0.5804, device='cuda:0')","tensor(-0.4477, device='cuda:0')"
"tensor(3.5633, device='cuda:0')","tensor(-2.8637, device='cuda:0')","tensor(-0.5714, device='cuda:0')"
"tensor(3.0249, device='cuda:0')","tensor(-1.2782, device='cuda:0')","tensor(-1.6118, device='cuda:0')"
"tensor(2.7682, device='cuda:0')","tensor(-1.7780, device='cuda:0')","tensor(-1.0769, device='cuda:0')"
"tensor(1.6785, device='cuda:0')","tensor(-0.8985, device='cuda:0')","tensor(-0.6034, device='cuda:0')"
"tensor(2.1612, device='cuda:0')","tensor(-1.0657, device='cuda:0')","tensor(-0.9140, device='cuda:0')"
"tensor(1.4394, device='cuda:0')","tensor(-1.0430, device='cuda:0')","tensor(0.0443, device='cuda:0')"
"tensor(2.9204, device='cuda:0')","tensor(-1.6738, device='cuda:0')","tensor(-1.2029, device='cuda:0')"
"tensor(1.2621, device='cuda:0')","tensor(0.1269, device='cuda:0')","tensor(-1.1942, device='cuda:0')"
"tensor(3.4068, device='cuda:0')","tensor(-2.1657, device='cuda:0')","tensor(-1.1147, device='cuda:0')"
"tensor(2.0489, device='cuda:0')","tensor(0.2410, device='cuda:0')","tensor(-2.1429, device='cuda:0')"
"tensor(-0.5091, device='cuda:0')","tensor(-2.8549, device='cuda:0')","tensor(3.5122, device='cuda:0')"
"tensor(1.7033, device='cuda:0')","tensor(-0.1522, device='cuda:0')","tensor(-1.5227, device='cuda:0')"
"tensor(1.9814, device='cuda:0')","tensor(-1.3785, device='cuda:0')","tensor(-0.3331, device='cuda:0')"
"tensor(2.8081, device='cuda:0')","tensor(-1.5980, device='cuda:0')","tensor(-1.0121, device='cuda:0')"
"tensor(-0.0844, device='cuda:0')","tensor(-1.5106, device='cuda:0')","tensor(1.7590, device='cuda:0')"
"tensor(0.8442, device='cuda:0')","tensor(-2.9514, device='cuda:0')","tensor(2.4158, device='cuda:0')"
"tensor(1.6772, device='cuda:0')","tensor(-1.2487, device='cuda:0')","tensor(-0.3245, device='cuda:0')"
"tensor(2.7649, device='cuda:0')","tensor(-1.8619, device='cuda:0')","tensor(-0.8310, device='cuda:0')"
"tensor(2.0710, device='cuda:0')","tensor(-0.8165, device='cuda:0')","tensor(-1.0624, device='cuda:0')"
"tensor(0.4992, device='cuda:0')","tensor(-1.2607, device='cuda:0')","tensor(1.2454, device='cuda:0')"
"tensor(3.3520, device='cuda:0')","tensor(-2.7232, device='cuda:0')","tensor(-0.6008, device='cuda:0')"
"tensor(1.6857, device='cuda:0')","tensor(-1.2046, device='cuda:0')","tensor(-0.2633, device='cuda:0')"
"tensor(1.3208, device='cuda:0')","tensor(-0.1299, device='cuda:0')","tensor(-1.0568, device='cuda:0')"
"tensor(2.0530, device='cuda:0')","tensor(-0.6303, device='cuda:0')","tensor(-1.2381, device='cuda:0')"
"tensor(-0.6841, device='cuda:0')","tensor(-0.0531, device='cuda:0')","tensor(1.0847, device='cuda:0')"
"tensor(0.4678, device='cuda:0')","tensor(-1.1857, device='cuda:0')","tensor(0.8285, device='cuda:0')"
"tensor(3.0075, device='cuda:0')","tensor(-2.5539, device='cuda:0')","tensor(-0.3982, device='cuda:0')"
"tensor(5.6749, device='cuda:0')","tensor(-6.1855, device='cuda:0')","tensor(0.7149, device='cuda:0')"
"tensor(1.8950, device='cuda:0')","tensor(1.0597, device='cuda:0')","tensor(-2.6976, device='cuda:0')"
"tensor(3.4068, device='cuda:0')","tensor(-2.1707, device='cuda:0')","tensor(-1.1085, device='cuda:0')"
"tensor(5.1188, device='cuda:0')","tensor(-3.7442, device='cuda:0')","tensor(-1.2128, device='cuda:0')"
"tensor(4.4777, device='cuda:0')","tensor(-3.2185, device='cuda:0')","tensor(-0.9880, device='cuda:0')"
"tensor(3.4304, device='cuda:0')","tensor(-2.3405, device='cuda:0')","tensor(-0.8816, device='cuda:0')"
"tensor(0.2179, device='cuda:0')","tensor(0.2175, device='cuda:0')","tensor(-0.3862, device='cuda:0')"
"tensor(-0.5992, device='cuda:0')","tensor(-1.5765, device='cuda:0')","tensor(2.4761, device='cuda:0')"
"tensor(3.5574, device='cuda:0')","tensor(-2.3589, device='cuda:0')","tensor(-0.9175, device='cuda:0')"
"tensor(-0.3652, device='cuda:0')","tensor(2.0312, device='cuda:0')","tensor(-1.3231, device='cuda:0')"
"tensor(2.6136, device='cuda:0')","tensor(-2.1457, device='cuda:0')","tensor(-0.3738, device='cuda:0')"
"tensor(2.8739, device='cuda:0')","tensor(-2.2968, device='cuda:0')","tensor(-0.4675, device='cuda:0')"
"tensor(3.0431, device='cuda:0')","tensor(-1.2915, device='cuda:0')","tensor(-1.6161, device='cuda:0')"
"tensor(2.7233, device='cuda:0')","tensor(-2.0491, device='cuda:0')","tensor(-0.4662, device='cuda:0')"
"tensor(2.8739, device='cuda:0')","tensor(-2.2989, device='cuda:0')","tensor(-0.4636, device='cuda:0')"
"tensor(1.9182, device='cuda:0')","tensor(-1.1677, device='cuda:0')","tensor(-0.4482, device='cuda:0')"
"tensor(3.4055, device='cuda:0')","tensor(-2.1616, device='cuda:0')","tensor(-1.1167, device='cuda:0')"
"tensor(4.1716, device='cuda:0')","tensor(-4.2038, device='cuda:0')","tensor(0.0975, device='cuda:0')"
"tensor(1.6560, device='cuda:0')","tensor(-1.2045, device='cuda:0')","tensor(-0.2364, device='cuda:0')"
"tensor(2.8586, device='cuda:0')","tensor(-2.5912, device='cuda:0')","tensor(-0.1665, device='cuda:0')"
"tensor(2.4682, device='cuda:0')","tensor(-2.1083, device='cuda:0')","tensor(-0.2451, device='cuda:0')"
"tensor(0.2765, device='cuda:0')","tensor(-0.7992, device='cuda:0')","tensor(0.5970, device='cuda:0')"
"tensor(2.7309, device='cuda:0')","tensor(-3.0168, device='cuda:0')","tensor(0.5052, device='cuda:0')"
"tensor(0.2760, device='cuda:0')","tensor(-1.3485, device='cuda:0')","tensor(1.2590, device='cuda:0')"
"tensor(3.2201, device='cuda:0')","tensor(-1.4304, device='cuda:0')","tensor(-1.6589, device='cuda:0')"
"tensor(1.1228, device='cuda:0')","tensor(2.1612, device='cuda:0')","tensor(-2.9999, device='cuda:0')"
"tensor(3.0299, device='cuda:0')","tensor(-2.0820, device='cuda:0')","tensor(-0.9385, device='cuda:0')"
"tensor(0.6085, device='cuda:0')","tensor(-2.3787, device='cuda:0')","tensor(1.9957, device='cuda:0')"
"tensor(1.4641, device='cuda:0')","tensor(-0.3259, device='cuda:0')","tensor(-0.8868, device='cuda:0')"
"tensor(1.6807, device='cuda:0')","tensor(-2.2930, device='cuda:0')","tensor(0.9339, device='cuda:0')"
"tensor(3.6858, device='cuda:0')","tensor(-3.0799, device='cuda:0')","tensor(-0.4889, device='cuda:0')"
"tensor(-0.7429, device='cuda:0')","tensor(2.4391, device='cuda:0')","tensor(-1.3510, device='cuda:0')"
"tensor(0.4104, device='cuda:0')","tensor(-0.5596, device='cuda:0')","tensor(0.4930, device='cuda:0')"
"tensor(2.4674, device='cuda:0')","tensor(-4.1693, device='cuda:0')","tensor(2.0486, device='cuda:0')"
"tensor(1.4986, device='cuda:0')","tensor(-1.0139, device='cuda:0')","tensor(-0.2009, device='cuda:0')"
"tensor(2.8667, device='cuda:0')","tensor(-2.2993, device='cuda:0')","tensor(-0.4577, device='cuda:0')"
"tensor(4.6357, device='cuda:0')","tensor(-3.3323, device='cuda:0')","tensor(-1.1557, device='cuda:0')"
"tensor(5.3129, device='cuda:0')","tensor(-3.6801, device='cuda:0')","tensor(-1.3877, device='cuda:0')"
"tensor(1.9437, device='cuda:0')","tensor(-2.4933, device='cuda:0')","tensor(0.6579, device='cuda:0')"
"tensor(0.4147, device='cuda:0')","tensor(0.3975, device='cuda:0')","tensor(-0.6592, device='cuda:0')"
"tensor(2.3937, device='cuda:0')","tensor(-1.9401, device='cuda:0')","tensor(-0.3668, device='cuda:0')"
"tensor(1.6807, device='cuda:0')","tensor(-1.2564, device='cuda:0')","tensor(-0.3206, device='cuda:0')"
"tensor(3.7693, device='cuda:0')","tensor(-1.9900, device='cuda:0')","tensor(-1.5693, device='cuda:0')"
"tensor(3.5673, device='cuda:0')","tensor(-3.3200, device='cuda:0')","tensor(-0.1795, device='cuda:0')"
"tensor(-0.0158, device='cuda:0')","tensor(-1.5537, device='cuda:0')","tensor(1.7366, device='cuda:0')"
"tensor(4.8134, device='cuda:0')","tensor(-2.7868, device='cuda:0')","tensor(-1.9370, device='cuda:0')"
"tensor(3.8880, device='cuda:0')","tensor(-2.2271, device='cuda:0')","tensor(-1.4116, device='cuda:0')"
"tensor(2.9882, device='cuda:0')","tensor(-2.2388, device='cuda:0')","tensor(-0.6584, device='cuda:0')"
"tensor(3.3503, device='cuda:0')","tensor(-2.7234, device='cuda:0')","tensor(-0.5987, device='cuda:0')"
"tensor(1.3381, device='cuda:0')","tensor(-2.4330, device='cuda:0')","tensor(1.2571, device='cuda:0')"
"tensor(2.8736, device='cuda:0')","tensor(-2.2919, device='cuda:0')","tensor(-0.4725, device='cuda:0')"
"tensor(2.7451, device='cuda:0')","tensor(-3.1057, device='cuda:0')","tensor(0.4799, device='cuda:0')"
"tensor(2.5103, device='cuda:0')","tensor(-1.8348, device='cuda:0')","tensor(-0.4522, device='cuda:0')"
"tensor(2.0860, device='cuda:0')","tensor(-2.0964, device='cuda:0')","tensor(-0.0121, device='cuda:0')"
"tensor(1.0843, device='cuda:0')","tensor(-1.3445, device='cuda:0')","tensor(0.4320, device='cuda:0')"
"tensor(3.4033, device='cuda:0')","tensor(-2.1535, device='cuda:0')","tensor(-1.1225, device='cuda:0')"
"tensor(3.3952, device='cuda:0')","tensor(-2.1359, device='cuda:0')","tensor(-1.1331, device='cuda:0')"
"tensor(2.8696, device='cuda:0')","tensor(-2.2892, device='cuda:0')","tensor(-0.4713, device='cuda:0')"
"tensor(0.0389, device='cuda:0')","tensor(-2.4479, device='cuda:0')","tensor(2.6886, device='cuda:0')"
"tensor(0.4656, device='cuda:0')","tensor(0.8496, device='cuda:0')","tensor(-0.9458, device='cuda:0')"
"tensor(1.2376, device='cuda:0')","tensor(-0.1914, device='cuda:0')","tensor(-0.7612, device='cuda:0')"
"tensor(3.5908, device='cuda:0')","tensor(-3.4776, device='cuda:0')","tensor(0.2057, device='cuda:0')"
"tensor(3.7620, device='cuda:0')","tensor(-2.4471, device='cuda:0')","tensor(-1.1470, device='cuda:0')"
"tensor(1.3577, device='cuda:0')","tensor(0.0817, device='cuda:0')","tensor(-0.9129, device='cuda:0')"
"tensor(-0.8183, device='cuda:0')","tensor(3.1629, device='cuda:0')","tensor(-1.9475, device='cuda:0')"
"tensor(1.4718, device='cuda:0')","tensor(-0.5805, device='cuda:0')","tensor(-0.8747, device='cuda:0')"
"tensor(1.5986, device='cuda:0')","tensor(-0.9201, device='cuda:0')","tensor(-0.5598, device='cuda:0')"
"tensor(2.2052, device='cuda:0')","tensor(-2.9178, device='cuda:0')","tensor(1.1017, device='cuda:0')"
"tensor(3.5488, device='cuda:0')","tensor(-2.8726, device='cuda:0')","tensor(-0.5499, device='cuda:0')"
"tensor(3.4513, device='cuda:0')","tensor(-1.6956, device='cuda:0')","tensor(-1.6906, device='cuda:0')"
"tensor(3.4268, device='cuda:0')","tensor(-2.3442, device='cuda:0')","tensor(-0.8751, device='cuda:0')"
"tensor(2.3615, device='cuda:0')","tensor(0.5270, device='cuda:0')","tensor(-2.4589, device='cuda:0')"
"tensor(0.7754, device='cuda:0')","tensor(-0.0203, device='cuda:0')","tensor(-0.4243, device='cuda:0')"
"tensor(3.3930, device='cuda:0')","tensor(-2.7117, device='cuda:0')","tensor(-0.6551, device='cuda:0')"
"tensor(2.6585, device='cuda:0')","tensor(-0.3179, device='cuda:0')","tensor(-2.0921, device='cuda:0')"
"tensor(-0.6382, device='cuda:0')","tensor(4.0365, device='cuda:0')","tensor(-2.9005, device='cuda:0')"
"tensor(1.5388, device='cuda:0')","tensor(-0.1619, device='cuda:0')","tensor(-1.2000, device='cuda:0')"
"tensor(2.5784, device='cuda:0')","tensor(-1.7485, device='cuda:0')","tensor(-0.6788, device='cuda:0')"
"tensor(2.9401, device='cuda:0')","tensor(-2.7342, device='cuda:0')","tensor(-0.1099, device='cuda:0')"
"tensor(0.6199, device='cuda:0')","tensor(-1.9993, device='cuda:0')","tensor(1.5983, device='cuda:0')"
"tensor(2.7196, device='cuda:0')","tensor(-2.6324, device='cuda:0')","tensor(-0.0307, device='cuda:0')"
"tensor(-0.4908, device='cuda:0')","tensor(-0.4445, device='cuda:0')","tensor(1.1221, device='cuda:0')"
"tensor(4.0444, device='cuda:0')","tensor(-2.8273, device='cuda:0')","tensor(-1.0556, device='cuda:0')"
"tensor(2.8756, device='cuda:0')","tensor(-2.3035, device='cuda:0')","tensor(-0.4608, device='cuda:0')"
"tensor(0.0821, device='cuda:0')","tensor(-0.2216, device='cuda:0')","tensor(0.2489, device='cuda:0')"
"tensor(2.5826, device='cuda:0')","tensor(-1.7406, device='cuda:0')","tensor(-0.6930, device='cuda:0')"
"tensor(3.0614, device='cuda:0')","tensor(-3.3505, device='cuda:0')","tensor(0.3798, device='cuda:0')"
"tensor(2.3767, device='cuda:0')","tensor(-0.8298, device='cuda:0')","tensor(-1.3552, device='cuda:0')"
"tensor(2.7457, device='cuda:0')","tensor(-3.1136, device='cuda:0')","tensor(0.4880, device='cuda:0')"
"tensor(-0.3228, device='cuda:0')","tensor(-0.3257, device='cuda:0')","tensor(0.7952, device='cuda:0')"
"tensor(3.6235, device='cuda:0')","tensor(-2.6815, device='cuda:0')","tensor(-0.8612, device='cuda:0')"
"tensor(0.8267, device='cuda:0')","tensor(-2.6622, device='cuda:0')","tensor(1.9566, device='cuda:0')"
"tensor(5.8044, device='cuda:0')","tensor(-5.3689, device='cuda:0')","tensor(-0.1564, device='cuda:0')"
"tensor(-0.0610, device='cuda:0')","tensor(-1.8589, device='cuda:0')","tensor(2.1308, device='cuda:0')"
"tensor(1.7053, device='cuda:0')","tensor(-1.2247, device='cuda:0')","tensor(-0.2628, device='cuda:0')"
"tensor(1.1759, device='cuda:0')","tensor(1.5265, device='cuda:0')","tensor(-2.5068, device='cuda:0')"
"tensor(1.5938, device='cuda:0')","tensor(0.8290, device='cuda:0')","tensor(-2.2129, device='cuda:0')"
"tensor(3.7730, device='cuda:0')","tensor(-2.4651, device='cuda:0')","tensor(-1.1389, device='cuda:0')"
"tensor(3.9613, device='cuda:0')","tensor(-2.1772, device='cuda:0')","tensor(-1.4850, device='cuda:0')"
"tensor(1.8309, device='cuda:0')","tensor(-1.0917, device='cuda:0')","tensor(-0.4346, device='cuda:0')"
"tensor(4.4330, device='cuda:0')","tensor(-3.6171, device='cuda:0')","tensor(-0.6808, device='cuda:0')"
"tensor(0.2916, device='cuda:0')","tensor(-1.7873, device='cuda:0')","tensor(1.8055, device='cuda:0')"
"tensor(1.9070, device='cuda:0')","tensor(-0.5911, device='cuda:0')","tensor(-0.9129, device='cuda:0')"
"tensor(1.1312, device='cuda:0')","tensor(-0.5654, device='cuda:0')","tensor(-0.4440, device='cuda:0')"
"tensor(0.9845, device='cuda:0')","tensor(-1.5882, device='cuda:0')","tensor(0.6477, device='cuda:0')"
"tensor(4.7888, device='cuda:0')","tensor(-3.8359, device='cuda:0')","tensor(-0.8062, device='cuda:0')"
"tensor(3.4079, device='cuda:0')","tensor(-4.8921, device='cuda:0')","tensor(1.5492, device='cuda:0')"
"tensor(0.7583, device='cuda:0')","tensor(-1.4816, device='cuda:0')","tensor(0.9350, device='cuda:0')"
"tensor(1.2241, device='cuda:0')","tensor(-0.0129, device='cuda:0')","tensor(-0.7318, device='cuda:0')"
"tensor(1.4825, device='cuda:0')","tensor(-1.5915, device='cuda:0')","tensor(0.3179, device='cuda:0')"
"tensor(2.3426, device='cuda:0')","tensor(-2.9679, device='cuda:0')","tensor(0.8258, device='cuda:0')"
"tensor(3.3723, device='cuda:0')","tensor(-1.7583, device='cuda:0')","tensor(-1.3312, device='cuda:0')"
"tensor(1.8344, device='cuda:0')","tensor(-2.4425, device='cuda:0')","tensor(0.9252, device='cuda:0')"
"tensor(2.0088, device='cuda:0')","tensor(0.3455, device='cuda:0')","tensor(-2.0862, device='cuda:0')"
"tensor(1.3213, device='cuda:0')","tensor(-2.4373, device='cuda:0')","tensor(1.2767, device='cuda:0')"
"tensor(2.9337, device='cuda:0')","tensor(-4.6649, device='cuda:0')","tensor(1.8914, device='cuda:0')"
"tensor(3.3878, device='cuda:0')","tensor(-2.1342, device='cuda:0')","tensor(-1.1291, device='cuda:0')"
"tensor(1.5877, device='cuda:0')","tensor(-2.0068, device='cuda:0')","tensor(0.7885, device='cuda:0')"
"tensor(3.0460, device='cuda:0')","tensor(-1.2978, device='cuda:0')","tensor(-1.6105, device='cuda:0')"
"tensor(2.7106, device='cuda:0')","tensor(-2.0123, device='cuda:0')","tensor(-0.4935, device='cuda:0')"
"tensor(-0.8556, device='cuda:0')","tensor(0.4743, device='cuda:0')","tensor(0.6233, device='cuda:0')"
"tensor(-1.3846, device='cuda:0')","tensor(2.9937, device='cuda:0')","tensor(-1.3392, device='cuda:0')"
"tensor(4.8244, device='cuda:0')","tensor(-3.2723, device='cuda:0')","tensor(-1.4391, device='cuda:0')"
"tensor(1.6756, device='cuda:0')","tensor(-0.8982, device='cuda:0')","tensor(-0.6015, device='cuda:0')"
"tensor(0.5686, device='cuda:0')","tensor(-0.8008, device='cuda:0')","tensor(0.6519, device='cuda:0')"
"tensor(1.7164, device='cuda:0')","tensor(-1.2220, device='cuda:0')","tensor(-0.2756, device='cuda:0')"
"tensor(2.5640, device='cuda:0')","tensor(-1.7640, device='cuda:0')","tensor(-0.6491, device='cuda:0')"
"tensor(-0.1965, device='cuda:0')","tensor(-2.0111, device='cuda:0')","tensor(2.3652, device='cuda:0')"
"tensor(-0.2001, device='cuda:0')","tensor(-2.0050, device='cuda:0')","tensor(2.3616, device='cuda:0')"
"tensor(3.4121, device='cuda:0')","tensor(-0.4716, device='cuda:0')","tensor(-2.6808, device='cuda:0')"
"tensor(1.4046, device='cuda:0')","tensor(0.3237, device='cuda:0')","tensor(-1.4760, device='cuda:0')"
"tensor(4.4446, device='cuda:0')","tensor(-3.6118, device='cuda:0')","tensor(-0.6940, device='cuda:0')"
"tensor(-1.2802, device='cuda:0')","tensor(2.6185, device='cuda:0')","tensor(-0.8034, device='cuda:0')"
"tensor(3.8672, device='cuda:0')","tensor(-3.5993, device='cuda:0')","tensor(0.0262, device='cuda:0')"
"tensor(3.4119, device='cuda:0')","tensor(-0.3949, device='cuda:0')","tensor(-2.8758, device='cuda:0')"
"tensor(3.8073, device='cuda:0')","tensor(-2.3273, device='cuda:0')","tensor(-1.2281, device='cuda:0')"
"tensor(5.3006, device='cuda:0')","tensor(-4.0906, device='cuda:0')","tensor(-1.1670, device='cuda:0')"
"tensor(2.0515, device='cuda:0')","tensor(-0.8964, device='cuda:0')","tensor(-1.0543, device='cuda:0')"
"tensor(2.5758, device='cuda:0')","tensor(-1.7473, device='cuda:0')","tensor(-0.6787, device='cuda:0')"
