"tensor(-0.1843, device='cuda:0')","tensor(0.0682, device='cuda:0')","tensor(0.0834, device='cuda:0')"
"tensor(0.1298, device='cuda:0')","tensor(-0.1191, device='cuda:0')","tensor(-0.0586, device='cuda:0')"
"tensor(-0.0175, device='cuda:0')","tensor(-0.0517, device='cuda:0')","tensor(0.0283, device='cuda:0')"
"tensor(0.0356, device='cuda:0')","tensor(-0.0509, device='cuda:0')","tensor(-0.0287, device='cuda:0')"
"tensor(0.0353, device='cuda:0')","tensor(-0.1442, device='cuda:0')","tensor(0.0756, device='cuda:0')"
"tensor(0.0961, device='cuda:0')","tensor(-0.1686, device='cuda:0')","tensor(0.0301, device='cuda:0')"
"tensor(0.6211, device='cuda:0')","tensor(-0.4279, device='cuda:0')","tensor(-0.2547, device='cuda:0')"
"tensor(0.5344, device='cuda:0')","tensor(-0.3742, device='cuda:0')","tensor(-0.2153, device='cuda:0')"
"tensor(0.1922, device='cuda:0')","tensor(-0.1906, device='cuda:0')","tensor(-0.0500, device='cuda:0')"
"tensor(0.3273, device='cuda:0')","tensor(-0.2573, device='cuda:0')","tensor(-0.1181, device='cuda:0')"
"tensor(-0.2009, device='cuda:0')","tensor(-0.0505, device='cuda:0')","tensor(0.2132, device='cuda:0')"
"tensor(0.1199, device='cuda:0')","tensor(-0.1093, device='cuda:0')","tensor(-0.0538, device='cuda:0')"
"tensor(0.2601, device='cuda:0')","tensor(-0.2463, device='cuda:0')","tensor(-0.0620, device='cuda:0')"
"tensor(0.1415, device='cuda:0')","tensor(-0.0580, device='cuda:0')","tensor(-0.1271, device='cuda:0')"
"tensor(-0.0338, device='cuda:0')","tensor(-0.0789, device='cuda:0')","tensor(0.0751, device='cuda:0')"
"tensor(0.0016, device='cuda:0')","tensor(-0.0323, device='cuda:0')","tensor(-0.0090, device='cuda:0')"
"tensor(0.1723, device='cuda:0')","tensor(-0.1310, device='cuda:0')","tensor(-0.0901, device='cuda:0')"
"tensor(0.1664, device='cuda:0')","tensor(-0.1099, device='cuda:0')","tensor(-0.1008, device='cuda:0')"
"tensor(0.0960, device='cuda:0')","tensor(-0.0932, device='cuda:0')","tensor(-0.0384, device='cuda:0')"
"tensor(-0.0977, device='cuda:0')","tensor(-0.0311, device='cuda:0')","tensor(0.0902, device='cuda:0')"
"tensor(0.2420, device='cuda:0')","tensor(-0.0677, device='cuda:0')","tensor(-0.2237, device='cuda:0')"
"tensor(-0.0839, device='cuda:0')","tensor(0.1163, device='cuda:0')","tensor(-0.0721, device='cuda:0')"
"tensor(-0.1159, device='cuda:0')","tensor(-0.1256, device='cuda:0')","tensor(0.2085, device='cuda:0')"
"tensor(0.4151, device='cuda:0')","tensor(-0.3347, device='cuda:0')","tensor(-0.1309, device='cuda:0')"
"tensor(0.1413, device='cuda:0')","tensor(0.0362, device='cuda:0')","tensor(-0.2183, device='cuda:0')"
"tensor(-0.1826, device='cuda:0')","tensor(0.2420, device='cuda:0')","tensor(-0.1010, device='cuda:0')"
"tensor(-0.2082, device='cuda:0')","tensor(0.1057, device='cuda:0')","tensor(0.0652, device='cuda:0')"
"tensor(0.0148, device='cuda:0')","tensor(-0.0457, device='cuda:0')","tensor(-0.0165, device='cuda:0')"
"tensor(0.2194, device='cuda:0')","tensor(-0.2350, device='cuda:0')","tensor(-0.0286, device='cuda:0')"
"tensor(0.5884, device='cuda:0')","tensor(-0.4212, device='cuda:0')","tensor(-0.2309, device='cuda:0')"
"tensor(-0.1740, device='cuda:0')","tensor(0.0733, device='cuda:0')","tensor(0.0637, device='cuda:0')"
"tensor(0.5925, device='cuda:0')","tensor(-0.3842, device='cuda:0')","tensor(-0.2674, device='cuda:0')"
"tensor(-0.3421, device='cuda:0')","tensor(0.3051, device='cuda:0')","tensor(0.0045, device='cuda:0')"
"tensor(-0.0926, device='cuda:0')","tensor(0.0565, device='cuda:0')","tensor(0.0104, device='cuda:0')"
"tensor(0.4124, device='cuda:0')","tensor(-0.2876, device='cuda:0')","tensor(-0.1783, device='cuda:0')"
"tensor(-0.0786, device='cuda:0')","tensor(0.1084, device='cuda:0')","tensor(-0.0678, device='cuda:0')"
"tensor(-0.5019, device='cuda:0')","tensor(0.5020, device='cuda:0')","tensor(-0.0313, device='cuda:0')"
"tensor(0.0523, device='cuda:0')","tensor(-0.0157, device='cuda:0')","tensor(-0.0751, device='cuda:0')"
"tensor(-0.0054, device='cuda:0')","tensor(-0.0472, device='cuda:0')","tensor(0.0091, device='cuda:0')"
"tensor(0.2051, device='cuda:0')","tensor(-0.2178, device='cuda:0')","tensor(-0.0398, device='cuda:0')"
"tensor(-0.0197, device='cuda:0')","tensor(-0.0392, device='cuda:0')","tensor(0.0244, device='cuda:0')"
"tensor(0.1617, device='cuda:0')","tensor(-0.1447, device='cuda:0')","tensor(-0.0634, device='cuda:0')"
"tensor(-0.1149, device='cuda:0')","tensor(-0.0625, device='cuda:0')","tensor(0.1421, device='cuda:0')"
"tensor(0.4020, device='cuda:0')","tensor(-0.3025, device='cuda:0')","tensor(-0.1436, device='cuda:0')"
"tensor(0.1465, device='cuda:0')","tensor(-0.1466, device='cuda:0')","tensor(-0.0417, device='cuda:0')"
"tensor(-0.0899, device='cuda:0')","tensor(0.0159, device='cuda:0')","tensor(0.0402, device='cuda:0')"
"tensor(-0.1197, device='cuda:0')","tensor(0.0135, device='cuda:0')","tensor(0.0677, device='cuda:0')"
"tensor(0.5045, device='cuda:0')","tensor(-0.3685, device='cuda:0')","tensor(-0.1969, device='cuda:0')"
"tensor(-0.0188, device='cuda:0')","tensor(-0.0828, device='cuda:0')","tensor(0.0606, device='cuda:0')"
"tensor(0.1780, device='cuda:0')","tensor(-0.2021, device='cuda:0')","tensor(-0.0171, device='cuda:0')"
"tensor(0.1278, device='cuda:0')","tensor(-0.1685, device='cuda:0')","tensor(-0.0013, device='cuda:0')"
"tensor(0.3335, device='cuda:0')","tensor(-0.2744, device='cuda:0')","tensor(-0.1129, device='cuda:0')"
"tensor(0.0922, device='cuda:0')","tensor(-0.1083, device='cuda:0')","tensor(-0.0289, device='cuda:0')"
"tensor(0.7989, device='cuda:0')","tensor(-0.5286, device='cuda:0')","tensor(-0.3256, device='cuda:0')"
"tensor(-0.0515, device='cuda:0')","tensor(-0.1054, device='cuda:0')","tensor(0.1168, device='cuda:0')"
"tensor(0.0122, device='cuda:0')","tensor(-0.0540, device='cuda:0')","tensor(0.0088, device='cuda:0')"
"tensor(0.0152, device='cuda:0')","tensor(0.0422, device='cuda:0')","tensor(-0.0991, device='cuda:0')"
"tensor(-0.1334, device='cuda:0')","tensor(0.1142, device='cuda:0')","tensor(-0.0137, device='cuda:0')"
"tensor(0.2965, device='cuda:0')","tensor(-0.3005, device='cuda:0')","tensor(-0.0469, device='cuda:0')"
"tensor(0.3599, device='cuda:0')","tensor(-0.2296, device='cuda:0')","tensor(-0.1788, device='cuda:0')"
"tensor(0.1092, device='cuda:0')","tensor(-0.0371, device='cuda:0')","tensor(-0.1155, device='cuda:0')"
"tensor(0.3825, device='cuda:0')","tensor(-0.3469, device='cuda:0')","tensor(-0.0912, device='cuda:0')"
"tensor(-0.2153, device='cuda:0')","tensor(0.2051, device='cuda:0')","tensor(-0.0247, device='cuda:0')"
"tensor(-0.0958, device='cuda:0')","tensor(0.0462, device='cuda:0')","tensor(0.0174, device='cuda:0')"
"tensor(0.2395, device='cuda:0')","tensor(-0.1770, device='cuda:0')","tensor(-0.1086, device='cuda:0')"
"tensor(0.0167, device='cuda:0')","tensor(-0.0827, device='cuda:0')","tensor(0.0258, device='cuda:0')"
"tensor(1.0188, device='cuda:0')","tensor(-0.7144, device='cuda:0')","tensor(-0.3824, device='cuda:0')"
"tensor(0.1602, device='cuda:0')","tensor(-0.2880, device='cuda:0')","tensor(0.0913, device='cuda:0')"
"tensor(0.1017, device='cuda:0')","tensor(-0.1389, device='cuda:0')","tensor(-0.0047, device='cuda:0')"
"tensor(0.0246, device='cuda:0')","tensor(-0.0219, device='cuda:0')","tensor(-0.0382, device='cuda:0')"
"tensor(-0.0711, device='cuda:0')","tensor(-0.0070, device='cuda:0')","tensor(0.0360, device='cuda:0')"
"tensor(0.2336, device='cuda:0')","tensor(-0.2172, device='cuda:0')","tensor(-0.0626, device='cuda:0')"
"tensor(0.1878, device='cuda:0')","tensor(-0.1681, device='cuda:0')","tensor(-0.0659, device='cuda:0')"
"tensor(0.1702, device='cuda:0')","tensor(-0.1303, device='cuda:0')","tensor(-0.0856, device='cuda:0')"
"tensor(0.8919, device='cuda:0')","tensor(-0.4801, device='cuda:0')","tensor(-0.4904, device='cuda:0')"
"tensor(-0.3029, device='cuda:0')","tensor(-0.0480, device='cuda:0')","tensor(0.3244, device='cuda:0')"
"tensor(0.2076, device='cuda:0')","tensor(-0.2434, device='cuda:0')","tensor(-0.0096, device='cuda:0')"
"tensor(0.0800, device='cuda:0')","tensor(-0.0900, device='cuda:0')","tensor(-0.0267, device='cuda:0')"
"tensor(0.1990, device='cuda:0')","tensor(-0.2708, device='cuda:0')","tensor(0.0264, device='cuda:0')"
"tensor(0.3109, device='cuda:0')","tensor(-0.2591, device='cuda:0')","tensor(-0.1069, device='cuda:0')"
"tensor(0.2781, device='cuda:0')","tensor(-0.1782, device='cuda:0')","tensor(-0.1461, device='cuda:0')"
"tensor(-0.2078, device='cuda:0')","tensor(0.0245, device='cuda:0')","tensor(0.1503, device='cuda:0')"
"tensor(-0.4848, device='cuda:0')","tensor(0.3191, device='cuda:0')","tensor(0.1347, device='cuda:0')"
"tensor(0.0067, device='cuda:0')","tensor(-0.0114, device='cuda:0')","tensor(-0.0400, device='cuda:0')"
"tensor(0.1200, device='cuda:0')","tensor(-0.1167, device='cuda:0')","tensor(-0.0493, device='cuda:0')"
"tensor(0.3124, device='cuda:0')","tensor(-0.0877, device='cuda:0')","tensor(-0.2767, device='cuda:0')"
"tensor(0.0208, device='cuda:0')","tensor(-0.0600, device='cuda:0')","tensor(-0.0062, device='cuda:0')"
"tensor(-0.0762, device='cuda:0')","tensor(-0.0081, device='cuda:0')","tensor(0.0447, device='cuda:0')"
"tensor(-0.0891, device='cuda:0')","tensor(-0.0482, device='cuda:0')","tensor(0.1036, device='cuda:0')"
"tensor(-0.1727, device='cuda:0')","tensor(-0.0580, device='cuda:0')","tensor(0.1944, device='cuda:0')"
"tensor(0.3581, device='cuda:0')","tensor(-0.1121, device='cuda:0')","tensor(-0.2986, device='cuda:0')"
"tensor(0.1253, device='cuda:0')","tensor(-0.0401, device='cuda:0')","tensor(-0.1363, device='cuda:0')"
"tensor(0.4314, device='cuda:0')","tensor(-0.4027, device='cuda:0')","tensor(-0.0799, device='cuda:0')"
"tensor(0.1679, device='cuda:0')","tensor(-0.0802, device='cuda:0')","tensor(-0.1341, device='cuda:0')"
"tensor(-0.1798, device='cuda:0')","tensor(-0.1687, device='cuda:0')","tensor(0.3183, device='cuda:0')"
"tensor(-0.0703, device='cuda:0')","tensor(0.0704, device='cuda:0')","tensor(-0.0465, device='cuda:0')"
"tensor(0.2305, device='cuda:0')","tensor(-0.1947, device='cuda:0')","tensor(-0.0852, device='cuda:0')"
"tensor(0.0589, device='cuda:0')","tensor(-0.0354, device='cuda:0')","tensor(-0.0654, device='cuda:0')"
"tensor(0.2322, device='cuda:0')","tensor(-0.1310, device='cuda:0')","tensor(-0.1476, device='cuda:0')"
"tensor(-0.1125, device='cuda:0')","tensor(0.0223, device='cuda:0')","tensor(0.0553, device='cuda:0')"
