"tensor(1.3290, device='cuda:0')","tensor(-1.4341, device='cuda:0')","tensor(0.4257, device='cuda:0')"
"tensor(1.0148, device='cuda:0')","tensor(-1.3898, device='cuda:0')","tensor(0.6507, device='cuda:0')"
"tensor(0.4204, device='cuda:0')","tensor(-0.3771, device='cuda:0')","tensor(0.0396, device='cuda:0')"
"tensor(0.8492, device='cuda:0')","tensor(-1.0251, device='cuda:0')","tensor(0.3800, device='cuda:0')"
"tensor(0.1187, device='cuda:0')","tensor(-0.2906, device='cuda:0')","tensor(0.1916, device='cuda:0')"
"tensor(0.5892, device='cuda:0')","tensor(-0.2777, device='cuda:0')","tensor(-0.2135, device='cuda:0')"
"tensor(0.6938, device='cuda:0')","tensor(-1.2049, device='cuda:0')","tensor(0.7428, device='cuda:0')"
"tensor(1.5537, device='cuda:0')","tensor(-1.5543, device='cuda:0')","tensor(0.3966, device='cuda:0')"
"tensor(0.8170, device='cuda:0')","tensor(-0.9534, device='cuda:0')","tensor(0.3459, device='cuda:0')"
"tensor(0.2114, device='cuda:0')","tensor(-0.0482, device='cuda:0')","tensor(-0.1718, device='cuda:0')"
"tensor(0.5455, device='cuda:0')","tensor(-0.7362, device='cuda:0')","tensor(0.3439, device='cuda:0')"
"tensor(0.7615, device='cuda:0')","tensor(-0.8498, device='cuda:0')","tensor(0.2765, device='cuda:0')"
"tensor(0.9835, device='cuda:0')","tensor(-1.2154, device='cuda:0')","tensor(0.5197, device='cuda:0')"
"tensor(3.5340, device='cuda:0')","tensor(-4.4467, device='cuda:0')","tensor(1.8620, device='cuda:0')"
"tensor(0.8667, device='cuda:0')","tensor(-1.0750, device='cuda:0')","tensor(0.4110, device='cuda:0')"
"tensor(0.8702, device='cuda:0')","tensor(-1.1738, device='cuda:0')","tensor(0.5511, device='cuda:0')"
"tensor(-0.4894, device='cuda:0')","tensor(0.8492, device='cuda:0')","tensor(-0.5955, device='cuda:0')"
"tensor(0.3991, device='cuda:0')","tensor(-1.2903, device='cuda:0')","tensor(1.0657, device='cuda:0')"
"tensor(0.7095, device='cuda:0')","tensor(-0.7968, device='cuda:0')","tensor(0.2885, device='cuda:0')"
"tensor(1.5360, device='cuda:0')","tensor(-1.7126, device='cuda:0')","tensor(0.6224, device='cuda:0')"
"tensor(1.1430, device='cuda:0')","tensor(-1.5317, device='cuda:0')","tensor(0.7469, device='cuda:0')"
"tensor(0.1805, device='cuda:0')","tensor(-0.2156, device='cuda:0')","tensor(0.0702, device='cuda:0')"
"tensor(1.3778, device='cuda:0')","tensor(-1.0633, device='cuda:0')","tensor(0.0680, device='cuda:0')"
"tensor(0.9157, device='cuda:0')","tensor(-1.4817, device='cuda:0')","tensor(0.8787, device='cuda:0')"
"tensor(0.8682, device='cuda:0')","tensor(-1.0698, device='cuda:0')","tensor(0.4505, device='cuda:0')"
"tensor(-0.4634, device='cuda:0')","tensor(0.6622, device='cuda:0')","tensor(-0.4374, device='cuda:0')"
"tensor(-0.1992, device='cuda:0')","tensor(-0.4612, device='cuda:0')","tensor(0.6708, device='cuda:0')"
"tensor(1.0735, device='cuda:0')","tensor(-1.5329, device='cuda:0')","tensor(0.7811, device='cuda:0')"
"tensor(0.4584, device='cuda:0')","tensor(-0.8402, device='cuda:0')","tensor(0.5287, device='cuda:0')"
"tensor(-1.1747, device='cuda:0')","tensor(1.5779, device='cuda:0')","tensor(-0.9025, device='cuda:0')"
"tensor(1.2354, device='cuda:0')","tensor(-1.1336, device='cuda:0')","tensor(0.2240, device='cuda:0')"
"tensor(1.2239, device='cuda:0')","tensor(-1.5725, device='cuda:0')","tensor(0.7432, device='cuda:0')"
"tensor(0.6170, device='cuda:0')","tensor(-0.9028, device='cuda:0')","tensor(0.4522, device='cuda:0')"
"tensor(0.1652, device='cuda:0')","tensor(-0.5239, device='cuda:0')","tensor(0.4195, device='cuda:0')"
"tensor(1.7115, device='cuda:0')","tensor(-2.3762, device='cuda:0')","tensor(1.1480, device='cuda:0')"
"tensor(-0.1643, device='cuda:0')","tensor(0.1072, device='cuda:0')","tensor(-0.0189, device='cuda:0')"
"tensor(0.6858, device='cuda:0')","tensor(-1.2568, device='cuda:0')","tensor(0.8016, device='cuda:0')"
"tensor(1.2641, device='cuda:0')","tensor(-1.7943, device='cuda:0')","tensor(0.9623, device='cuda:0')"
"tensor(1.6965, device='cuda:0')","tensor(-1.1249, device='cuda:0')","tensor(-0.2226, device='cuda:0')"
"tensor(1.4224, device='cuda:0')","tensor(-1.6107, device='cuda:0')","tensor(0.5507, device='cuda:0')"
"tensor(-0.9603, device='cuda:0')","tensor(1.6635, device='cuda:0')","tensor(-1.1287, device='cuda:0')"
"tensor(0.2874, device='cuda:0')","tensor(-0.6179, device='cuda:0')","tensor(0.3971, device='cuda:0')"
"tensor(0.6565, device='cuda:0')","tensor(-0.6317, device='cuda:0')","tensor(0.1631, device='cuda:0')"
"tensor(-0.4566, device='cuda:0')","tensor(0.6725, device='cuda:0')","tensor(-0.4244, device='cuda:0')"
"tensor(1.2514, device='cuda:0')","tensor(-1.6928, device='cuda:0')","tensor(0.8445, device='cuda:0')"
"tensor(0.7282, device='cuda:0')","tensor(-1.0600, device='cuda:0')","tensor(0.5721, device='cuda:0')"
"tensor(0.9807, device='cuda:0')","tensor(-1.3475, device='cuda:0')","tensor(0.6266, device='cuda:0')"
"tensor(1.1036, device='cuda:0')","tensor(-1.3055, device='cuda:0')","tensor(0.5149, device='cuda:0')"
"tensor(0.8105, device='cuda:0')","tensor(-1.1686, device='cuda:0')","tensor(0.6123, device='cuda:0')"
"tensor(0.4958, device='cuda:0')","tensor(-0.5877, device='cuda:0')","tensor(0.1844, device='cuda:0')"
"tensor(0.8813, device='cuda:0')","tensor(-1.1962, device='cuda:0')","tensor(0.5692, device='cuda:0')"
"tensor(1.2133, device='cuda:0')","tensor(-1.7286, device='cuda:0')","tensor(0.8835, device='cuda:0')"
"tensor(0.4726, device='cuda:0')","tensor(-0.8572, device='cuda:0')","tensor(0.5383, device='cuda:0')"
"tensor(1.6068, device='cuda:0')","tensor(-2.1996, device='cuda:0')","tensor(1.1042, device='cuda:0')"
"tensor(1.4872, device='cuda:0')","tensor(-1.2696, device='cuda:0')","tensor(0.1914, device='cuda:0')"
"tensor(0.4038, device='cuda:0')","tensor(-1.2832, device='cuda:0')","tensor(1.0532, device='cuda:0')"
"tensor(1.0217, device='cuda:0')","tensor(-1.6051, device='cuda:0')","tensor(0.9165, device='cuda:0')"
"tensor(0.7168, device='cuda:0')","tensor(-1.4335, device='cuda:0')","tensor(0.9990, device='cuda:0')"
"tensor(0.3440, device='cuda:0')","tensor(-0.1797, device='cuda:0')","tensor(-0.0978, device='cuda:0')"
"tensor(-0.6597, device='cuda:0')","tensor(1.5084, device='cuda:0')","tensor(-1.2557, device='cuda:0')"
"tensor(0.9250, device='cuda:0')","tensor(-1.9142, device='cuda:0')","tensor(1.2698, device='cuda:0')"
"tensor(1.1508, device='cuda:0')","tensor(-1.5442, device='cuda:0')","tensor(0.7435, device='cuda:0')"
"tensor(-0.0824, device='cuda:0')","tensor(0.2373, device='cuda:0')","tensor(-0.2733, device='cuda:0')"
"tensor(1.3109, device='cuda:0')","tensor(-1.6032, device='cuda:0')","tensor(0.6693, device='cuda:0')"
"tensor(0.0533, device='cuda:0')","tensor(-0.3819, device='cuda:0')","tensor(0.3098, device='cuda:0')"
"tensor(0.0518, device='cuda:0')","tensor(-0.2975, device='cuda:0')","tensor(0.2261, device='cuda:0')"
"tensor(1.1514, device='cuda:0')","tensor(-1.4413, device='cuda:0')","tensor(0.6147, device='cuda:0')"
"tensor(1.4597, device='cuda:0')","tensor(-2.1081, device='cuda:0')","tensor(1.0983, device='cuda:0')"
"tensor(0.6615, device='cuda:0')","tensor(-0.9599, device='cuda:0')","tensor(0.4708, device='cuda:0')"
"tensor(1.2450, device='cuda:0')","tensor(-1.7061, device='cuda:0')","tensor(0.8683, device='cuda:0')"
"tensor(1.0484, device='cuda:0')","tensor(-1.6721, device='cuda:0')","tensor(0.9399, device='cuda:0')"
"tensor(-0.1933, device='cuda:0')","tensor(0.2194, device='cuda:0')","tensor(-0.1405, device='cuda:0')"
"tensor(0.7988, device='cuda:0')","tensor(-0.9230, device='cuda:0')","tensor(0.3462, device='cuda:0')"
"tensor(0.2432, device='cuda:0')","tensor(-0.4808, device='cuda:0')","tensor(0.3215, device='cuda:0')"
"tensor(0.8094, device='cuda:0')","tensor(-1.0436, device='cuda:0')","tensor(0.5044, device='cuda:0')"
"tensor(1.1732, device='cuda:0')","tensor(-1.7583, device='cuda:0')","tensor(0.9437, device='cuda:0')"
"tensor(0.3823, device='cuda:0')","tensor(-0.6425, device='cuda:0')","tensor(0.3216, device='cuda:0')"
"tensor(0.7093, device='cuda:0')","tensor(-1.4315, device='cuda:0')","tensor(0.9665, device='cuda:0')"
"tensor(0.8344, device='cuda:0')","tensor(-1.1344, device='cuda:0')","tensor(0.5494, device='cuda:0')"
"tensor(1.3165, device='cuda:0')","tensor(-1.2814, device='cuda:0')","tensor(0.2907, device='cuda:0')"
"tensor(1.4400, device='cuda:0')","tensor(-1.6995, device='cuda:0')","tensor(0.6517, device='cuda:0')"
"tensor(0.5799, device='cuda:0')","tensor(-0.5735, device='cuda:0')","tensor(0.1473, device='cuda:0')"
"tensor(1.2708, device='cuda:0')","tensor(-1.6883, device='cuda:0')","tensor(0.7731, device='cuda:0')"
"tensor(0.3212, device='cuda:0')","tensor(-1.0906, device='cuda:0')","tensor(0.9045, device='cuda:0')"
"tensor(0.6856, device='cuda:0')","tensor(-0.9015, device='cuda:0')","tensor(0.4085, device='cuda:0')"
"tensor(1.2104, device='cuda:0')","tensor(-1.5280, device='cuda:0')","tensor(0.6901, device='cuda:0')"
"tensor(0.5860, device='cuda:0')","tensor(-0.6943, device='cuda:0')","tensor(0.2499, device='cuda:0')"
"tensor(0.2500, device='cuda:0')","tensor(-0.5548, device='cuda:0')","tensor(0.3560, device='cuda:0')"
"tensor(0.1564, device='cuda:0')","tensor(-0.1791, device='cuda:0')","tensor(-0.0371, device='cuda:0')"
"tensor(0.6718, device='cuda:0')","tensor(-0.7834, device='cuda:0')","tensor(0.3009, device='cuda:0')"
"tensor(0.7273, device='cuda:0')","tensor(-1.0093, device='cuda:0')","tensor(0.4652, device='cuda:0')"
"tensor(1.5584, device='cuda:0')","tensor(-2.1416, device='cuda:0')","tensor(1.0961, device='cuda:0')"
"tensor(0.7987, device='cuda:0')","tensor(-1.4963, device='cuda:0')","tensor(0.9575, device='cuda:0')"
"tensor(-0.0971, device='cuda:0')","tensor(0.5363, device='cuda:0')","tensor(-0.6250, device='cuda:0')"
"tensor(0.2173, device='cuda:0')","tensor(-0.2254, device='cuda:0')","tensor(-0.0229, device='cuda:0')"
"tensor(0.7823, device='cuda:0')","tensor(-1.9648, device='cuda:0')","tensor(1.4791, device='cuda:0')"
"tensor(1.2259, device='cuda:0')","tensor(-1.5148, device='cuda:0')","tensor(0.6590, device='cuda:0')"
"tensor(0.9626, device='cuda:0')","tensor(-0.9774, device='cuda:0')","tensor(0.3030, device='cuda:0')"
"tensor(-1.1753, device='cuda:0')","tensor(1.9470, device='cuda:0')","tensor(-1.3560, device='cuda:0')"
"tensor(-0.1364, device='cuda:0')","tensor(0.0667, device='cuda:0')","tensor(-0.0544, device='cuda:0')"
"tensor(0.5389, device='cuda:0')","tensor(-0.8235, device='cuda:0')","tensor(0.4485, device='cuda:0')"
"tensor(2.9285, device='cuda:0')","tensor(-4.8772, device='cuda:0')","tensor(2.8008, device='cuda:0')"
"tensor(1.4058, device='cuda:0')","tensor(-1.6973, device='cuda:0')","tensor(0.6862, device='cuda:0')"
"tensor(-0.7573, device='cuda:0')","tensor(1.0359, device='cuda:0')","tensor(-0.6005, device='cuda:0')"
"tensor(1.7674, device='cuda:0')","tensor(-1.8036, device='cuda:0')","tensor(0.5594, device='cuda:0')"
"tensor(-1.3688, device='cuda:0')","tensor(1.8816, device='cuda:0')","tensor(-1.0812, device='cuda:0')"
"tensor(0.2384, device='cuda:0')","tensor(-0.7178, device='cuda:0')","tensor(0.5366, device='cuda:0')"
"tensor(1.7045, device='cuda:0')","tensor(-2.1514, device='cuda:0')","tensor(0.9875, device='cuda:0')"
"tensor(-0.3036, device='cuda:0')","tensor(0.3553, device='cuda:0')","tensor(-0.2009, device='cuda:0')"
"tensor(-1.7951, device='cuda:0')","tensor(2.4429, device='cuda:0')","tensor(-1.4403, device='cuda:0')"
"tensor(0.3776, device='cuda:0')","tensor(-0.2067, device='cuda:0')","tensor(-0.0896, device='cuda:0')"
"tensor(0.1632, device='cuda:0')","tensor(-0.3359, device='cuda:0')","tensor(0.2034, device='cuda:0')"
"tensor(0.5747, device='cuda:0')","tensor(-0.7477, device='cuda:0')","tensor(0.3416, device='cuda:0')"
"tensor(0.5665, device='cuda:0')","tensor(-0.9885, device='cuda:0')","tensor(0.5887, device='cuda:0')"
"tensor(0.8321, device='cuda:0')","tensor(-0.7587, device='cuda:0')","tensor(0.1797, device='cuda:0')"
"tensor(0.3468, device='cuda:0')","tensor(-0.7443, device='cuda:0')","tensor(0.5321, device='cuda:0')"
"tensor(1.1556, device='cuda:0')","tensor(-1.2258, device='cuda:0')","tensor(0.3914, device='cuda:0')"
"tensor(0.8155, device='cuda:0')","tensor(-1.1600, device='cuda:0')","tensor(0.6050, device='cuda:0')"
"tensor(0.0253, device='cuda:0')","tensor(-0.1663, device='cuda:0')","tensor(0.1313, device='cuda:0')"
"tensor(-0.0582, device='cuda:0')","tensor(-0.1964, device='cuda:0')","tensor(0.1885, device='cuda:0')"
"tensor(1.6029, device='cuda:0')","tensor(-2.2967, device='cuda:0')","tensor(1.2028, device='cuda:0')"
"tensor(0.1498, device='cuda:0')","tensor(-0.7924, device='cuda:0')","tensor(0.6991, device='cuda:0')"
"tensor(0.7646, device='cuda:0')","tensor(-1.2725, device='cuda:0')","tensor(0.7191, device='cuda:0')"
"tensor(0.3956, device='cuda:0')","tensor(-0.5487, device='cuda:0')","tensor(0.2392, device='cuda:0')"
"tensor(0.9542, device='cuda:0')","tensor(-1.0115, device='cuda:0')","tensor(0.3059, device='cuda:0')"
"tensor(0.9078, device='cuda:0')","tensor(-1.4567, device='cuda:0')","tensor(0.8164, device='cuda:0')"
"tensor(2.3536, device='cuda:0')","tensor(-2.6247, device='cuda:0')","tensor(0.9435, device='cuda:0')"
"tensor(0.7537, device='cuda:0')","tensor(-1.4538, device='cuda:0')","tensor(0.9389, device='cuda:0')"
"tensor(1.1649, device='cuda:0')","tensor(-1.6897, device='cuda:0')","tensor(0.8672, device='cuda:0')"
"tensor(-0.1997, device='cuda:0')","tensor(0.5770, device='cuda:0')","tensor(-0.6156, device='cuda:0')"
"tensor(-0.5876, device='cuda:0')","tensor(0.8491, device='cuda:0')","tensor(-0.5503, device='cuda:0')"
"tensor(1.2157, device='cuda:0')","tensor(-1.8097, device='cuda:0')","tensor(0.9744, device='cuda:0')"
"tensor(1.1404, device='cuda:0')","tensor(-0.8071, device='cuda:0')","tensor(-0.0887, device='cuda:0')"
"tensor(0.6801, device='cuda:0')","tensor(-0.7840, device='cuda:0')","tensor(0.2751, device='cuda:0')"
"tensor(1.5762, device='cuda:0')","tensor(-2.3214, device='cuda:0')","tensor(1.2075, device='cuda:0')"
"tensor(-0.7651, device='cuda:0')","tensor(0.6001, device='cuda:0')","tensor(-0.1209, device='cuda:0')"
"tensor(0.0501, device='cuda:0')","tensor(-0.3010, device='cuda:0')","tensor(0.2445, device='cuda:0')"
"tensor(0.4437, device='cuda:0')","tensor(-0.4645, device='cuda:0')","tensor(0.1363, device='cuda:0')"
"tensor(1.1010, device='cuda:0')","tensor(-1.6096, device='cuda:0')","tensor(0.8443, device='cuda:0')"
"tensor(2.4457, device='cuda:0')","tensor(-2.4345, device='cuda:0')","tensor(0.6564, device='cuda:0')"
"tensor(0.9295, device='cuda:0')","tensor(-1.7248, device='cuda:0')","tensor(1.1208, device='cuda:0')"
"tensor(0.7338, device='cuda:0')","tensor(-1.0900, device='cuda:0')","tensor(0.5583, device='cuda:0')"
"tensor(0.8928, device='cuda:0')","tensor(-1.0790, device='cuda:0')","tensor(0.4608, device='cuda:0')"
"tensor(0.3898, device='cuda:0')","tensor(-0.6934, device='cuda:0')","tensor(0.3812, device='cuda:0')"
"tensor(1.3460, device='cuda:0')","tensor(-1.5318, device='cuda:0')","tensor(0.5868, device='cuda:0')"
"tensor(1.9638, device='cuda:0')","tensor(-2.7004, device='cuda:0')","tensor(1.2946, device='cuda:0')"
"tensor(0.8398, device='cuda:0')","tensor(-0.9543, device='cuda:0')","tensor(0.3457, device='cuda:0')"
"tensor(1.7687, device='cuda:0')","tensor(-0.8825, device='cuda:0')","tensor(-0.5305, device='cuda:0')"
"tensor(0.0809, device='cuda:0')","tensor(-0.9408, device='cuda:0')","tensor(0.9440, device='cuda:0')"
"tensor(1.0346, device='cuda:0')","tensor(-1.3716, device='cuda:0')","tensor(0.6109, device='cuda:0')"
"tensor(0.5737, device='cuda:0')","tensor(-0.8793, device='cuda:0')","tensor(0.4719, device='cuda:0')"
"tensor(1.3805, device='cuda:0')","tensor(-2.1775, device='cuda:0')","tensor(1.2351, device='cuda:0')"
"tensor(1.3761, device='cuda:0')","tensor(-1.5988, device='cuda:0')","tensor(0.6369, device='cuda:0')"
"tensor(0.6947, device='cuda:0')","tensor(-0.6372, device='cuda:0')","tensor(0.0965, device='cuda:0')"
"tensor(0.0503, device='cuda:0')","tensor(-0.6705, device='cuda:0')","tensor(0.6300, device='cuda:0')"
"tensor(-0.8452, device='cuda:0')","tensor(1.0988, device='cuda:0')","tensor(-0.6207, device='cuda:0')"
"tensor(-0.3016, device='cuda:0')","tensor(0.3786, device='cuda:0')","tensor(-0.2599, device='cuda:0')"
"tensor(0.8664, device='cuda:0')","tensor(-1.0840, device='cuda:0')","tensor(0.4591, device='cuda:0')"
"tensor(0.8220, device='cuda:0')","tensor(-0.2604, device='cuda:0')","tensor(-0.3611, device='cuda:0')"
"tensor(0.6796, device='cuda:0')","tensor(-0.9084, device='cuda:0')","tensor(0.4287, device='cuda:0')"
"tensor(-0.0554, device='cuda:0')","tensor(-0.1010, device='cuda:0')","tensor(0.0632, device='cuda:0')"
"tensor(0.1911, device='cuda:0')","tensor(-0.3484, device='cuda:0')","tensor(0.2259, device='cuda:0')"
"tensor(0.1021, device='cuda:0')","tensor(-0.4831, device='cuda:0')","tensor(0.4081, device='cuda:0')"
"tensor(0.3539, device='cuda:0')","tensor(0.0369, device='cuda:0')","tensor(-0.4126, device='cuda:0')"
"tensor(0.7485, device='cuda:0')","tensor(-0.6724, device='cuda:0')","tensor(0.0675, device='cuda:0')"
"tensor(1.3229, device='cuda:0')","tensor(-1.9646, device='cuda:0')","tensor(1.0594, device='cuda:0')"
"tensor(0.8573, device='cuda:0')","tensor(-0.5222, device='cuda:0')","tensor(-0.1914, device='cuda:0')"
"tensor(0.5048, device='cuda:0')","tensor(-1.7320, device='cuda:0')","tensor(1.4564, device='cuda:0')"
"tensor(-0.4152, device='cuda:0')","tensor(0.4805, device='cuda:0')","tensor(-0.2699, device='cuda:0')"
"tensor(-0.3811, device='cuda:0')","tensor(0.8237, device='cuda:0')","tensor(-0.7173, device='cuda:0')"
"tensor(-0.4881, device='cuda:0')","tensor(0.8204, device='cuda:0')","tensor(-0.5832, device='cuda:0')"
"tensor(0.8049, device='cuda:0')","tensor(-0.8292, device='cuda:0')","tensor(0.2639, device='cuda:0')"
"tensor(-0.2164, device='cuda:0')","tensor(0.0090, device='cuda:0')","tensor(0.0979, device='cuda:0')"
"tensor(1.0780, device='cuda:0')","tensor(-1.4084, device='cuda:0')","tensor(0.6396, device='cuda:0')"
"tensor(-0.8238, device='cuda:0')","tensor(1.2638, device='cuda:0')","tensor(-0.7944, device='cuda:0')"
