tensor(4.7280, device='cuda:0'),tensor(0.4028, device='cuda:0'),tensor(-3.5686, device='cuda:0'),tensor(-2.2360, device='cuda:0')
tensor(4.2618, device='cuda:0'),tensor(-0.5147, device='cuda:0'),tensor(-2.7240, device='cuda:0'),tensor(-1.7675, device='cuda:0')
tensor(-1.4003, device='cuda:0'),tensor(-1.8177, device='cuda:0'),tensor(3.8545, device='cuda:0'),tensor(-1.2456, device='cuda:0')
tensor(-1.8694, device='cuda:0'),tensor(-1.8648, device='cuda:0'),tensor(4.0315, device='cuda:0'),tensor(-0.8946, device='cuda:0')
tensor(-1.7113, device='cuda:0'),tensor(-1.8507, device='cuda:0'),tensor(3.9724, device='cuda:0'),tensor(-0.9862, device='cuda:0')
tensor(3.0128, device='cuda:0'),tensor(-1.1141, device='cuda:0'),tensor(-1.6300, device='cuda:0'),tensor(-0.8736, device='cuda:0')
tensor(5.1696, device='cuda:0'),tensor(-1.0785, device='cuda:0'),tensor(-2.5124, device='cuda:0'),tensor(-2.1959, device='cuda:0')
tensor(3.1469, device='cuda:0'),tensor(-1.1633, device='cuda:0'),tensor(-0.7304, device='cuda:0'),tensor(-1.7961, device='cuda:0')
tensor(4.5805, device='cuda:0'),tensor(-1.0539, device='cuda:0'),tensor(-2.4605, device='cuda:0'),tensor(-1.6566, device='cuda:0')
tensor(-1.5897, device='cuda:0'),tensor(-1.3536, device='cuda:0'),tensor(3.6093, device='cuda:0'),tensor(-1.1836, device='cuda:0')
tensor(-1.3789, device='cuda:0'),tensor(-1.4306, device='cuda:0'),tensor(3.7834, device='cuda:0'),tensor(-1.5165, device='cuda:0')
tensor(-1.4844, device='cuda:0'),tensor(-1.4749, device='cuda:0'),tensor(2.9308, device='cuda:0'),tensor(-0.5028, device='cuda:0')
tensor(4.8812, device='cuda:0'),tensor(-0.5786, device='cuda:0'),tensor(-2.5173, device='cuda:0'),tensor(-2.3997, device='cuda:0')
tensor(5.0664, device='cuda:0'),tensor(-1.0275, device='cuda:0'),tensor(-2.6782, device='cuda:0'),tensor(-1.9448, device='cuda:0')
tensor(-1.2478, device='cuda:0'),tensor(-2.3201, device='cuda:0'),tensor(4.0607, device='cuda:0'),tensor(-1.0588, device='cuda:0')
tensor(-3.0461, device='cuda:0'),tensor(-0.8046, device='cuda:0'),tensor(4.2267, device='cuda:0'),tensor(-1.1318, device='cuda:0')
tensor(5.5054, device='cuda:0'),tensor(-0.3538, device='cuda:0'),tensor(-4.0330, device='cuda:0'),tensor(-1.8897, device='cuda:0')
tensor(-1.7444, device='cuda:0'),tensor(-2.0176, device='cuda:0'),tensor(4.2579, device='cuda:0'),tensor(-1.1072, device='cuda:0')
tensor(6.0040, device='cuda:0'),tensor(-1.0271, device='cuda:0'),tensor(-4.0415, device='cuda:0'),tensor(-1.7209, device='cuda:0')
tensor(-2.1567, device='cuda:0'),tensor(-2.1023, device='cuda:0'),tensor(4.5615, device='cuda:0'),tensor(-0.9534, device='cuda:0')
tensor(2.7164, device='cuda:0'),tensor(1.2590, device='cuda:0'),tensor(-1.9515, device='cuda:0'),tensor(-2.4981, device='cuda:0')
tensor(5.5037, device='cuda:0'),tensor(-0.9794, device='cuda:0'),tensor(-3.1399, device='cuda:0'),tensor(-2.1451, device='cuda:0')
tensor(5.6651, device='cuda:0'),tensor(-1.4805, device='cuda:0'),tensor(-2.5506, device='cuda:0'),tensor(-2.3529, device='cuda:0')
tensor(-2.1719, device='cuda:0'),tensor(-2.4605, device='cuda:0'),tensor(5.1424, device='cuda:0'),tensor(-1.0959, device='cuda:0')
tensor(5.3525, device='cuda:0'),tensor(-0.7183, device='cuda:0'),tensor(-3.1213, device='cuda:0'),tensor(-2.0746, device='cuda:0')
tensor(5.2316, device='cuda:0'),tensor(-0.3538, device='cuda:0'),tensor(-3.1510, device='cuda:0'),tensor(-2.3266, device='cuda:0')
tensor(5.8571, device='cuda:0'),tensor(-0.6484, device='cuda:0'),tensor(-3.8400, device='cuda:0'),tensor(-2.1683, device='cuda:0')
tensor(4.1528, device='cuda:0'),tensor(-0.0830, device='cuda:0'),tensor(-2.3396, device='cuda:0'),tensor(-2.3845, device='cuda:0')
tensor(4.8407, device='cuda:0'),tensor(-1.0175, device='cuda:0'),tensor(-2.6635, device='cuda:0'),tensor(-1.8184, device='cuda:0')
tensor(5.3476, device='cuda:0'),tensor(-0.5995, device='cuda:0'),tensor(-2.9372, device='cuda:0'),tensor(-2.4296, device='cuda:0')
tensor(-1.5193, device='cuda:0'),tensor(-1.4870, device='cuda:0'),tensor(3.4228, device='cuda:0'),tensor(-0.9293, device='cuda:0')
tensor(-1.7589, device='cuda:0'),tensor(-1.8912, device='cuda:0'),tensor(2.7395, device='cuda:0'),tensor(0.3133, device='cuda:0')
tensor(3.0104, device='cuda:0'),tensor(0.0019, device='cuda:0'),tensor(-2.1073, device='cuda:0'),tensor(-1.4397, device='cuda:0')
tensor(4.7839, device='cuda:0'),tensor(-0.8261, device='cuda:0'),tensor(-2.6819, device='cuda:0'),tensor(-1.8302, device='cuda:0')
tensor(-1.9131, device='cuda:0'),tensor(-1.8410, device='cuda:0'),tensor(4.2937, device='cuda:0'),tensor(-1.1119, device='cuda:0')
tensor(6.1352, device='cuda:0'),tensor(-0.8536, device='cuda:0'),tensor(-3.0586, device='cuda:0'),tensor(-2.8687, device='cuda:0')
tensor(5.3170, device='cuda:0'),tensor(-0.7201, device='cuda:0'),tensor(-3.1065, device='cuda:0'),tensor(-2.0920, device='cuda:0')
tensor(5.7787, device='cuda:0'),tensor(-0.5587, device='cuda:0'),tensor(-3.0718, device='cuda:0'),tensor(-2.7918, device='cuda:0')
tensor(4.1325, device='cuda:0'),tensor(-1.1427, device='cuda:0'),tensor(-4.0063, device='cuda:0'),tensor(0.1739, device='cuda:0')
tensor(-1.6855, device='cuda:0'),tensor(-2.1572, device='cuda:0'),tensor(4.4230, device='cuda:0'),tensor(-1.1289, device='cuda:0')
tensor(3.1905, device='cuda:0'),tensor(-1.4510, device='cuda:0'),tensor(-1.1953, device='cuda:0'),tensor(-1.1820, device='cuda:0')
tensor(-1.8237, device='cuda:0'),tensor(0.5623, device='cuda:0'),tensor(1.0863, device='cuda:0'),tensor(-0.3444, device='cuda:0')
tensor(-1.9600, device='cuda:0'),tensor(-1.1612, device='cuda:0'),tensor(4.5091, device='cuda:0'),tensor(-2.0076, device='cuda:0')
tensor(4.4790, device='cuda:0'),tensor(-1.0879, device='cuda:0'),tensor(-2.7330, device='cuda:0'),tensor(-1.3270, device='cuda:0')
tensor(5.5289, device='cuda:0'),tensor(-1.1093, device='cuda:0'),tensor(-2.9922, device='cuda:0'),tensor(-2.0452, device='cuda:0')
tensor(-2.2625, device='cuda:0'),tensor(-1.9860, device='cuda:0'),tensor(4.9547, device='cuda:0'),tensor(-1.2816, device='cuda:0')
tensor(5.3815, device='cuda:0'),tensor(-0.9792, device='cuda:0'),tensor(-2.9452, device='cuda:0'),tensor(-2.0374, device='cuda:0')
tensor(5.7536, device='cuda:0'),tensor(-0.4898, device='cuda:0'),tensor(-3.2223, device='cuda:0'),tensor(-2.6754, device='cuda:0')
tensor(3.0478, device='cuda:0'),tensor(0.3554, device='cuda:0'),tensor(-2.8722, device='cuda:0'),tensor(-1.1851, device='cuda:0')
tensor(-2.3467, device='cuda:0'),tensor(-1.6432, device='cuda:0'),tensor(4.3941, device='cuda:0'),tensor(-1.0030, device='cuda:0')
tensor(4.4656, device='cuda:0'),tensor(-0.9785, device='cuda:0'),tensor(-2.8943, device='cuda:0'),tensor(-1.2535, device='cuda:0')
tensor(-2.0467, device='cuda:0'),tensor(-1.9490, device='cuda:0'),tensor(4.7042, device='cuda:0'),tensor(-1.2824, device='cuda:0')
tensor(0.4002, device='cuda:0'),tensor(-1.3707, device='cuda:0'),tensor(0.1781, device='cuda:0'),tensor(0.2138, device='cuda:0')
tensor(4.9685, device='cuda:0'),tensor(-1.5722, device='cuda:0'),tensor(-3.2165, device='cuda:0'),tensor(-0.9099, device='cuda:0')
tensor(-1.0964, device='cuda:0'),tensor(-1.8109, device='cuda:0'),tensor(2.8154, device='cuda:0'),tensor(-0.4521, device='cuda:0')
tensor(-2.3472, device='cuda:0'),tensor(-1.0927, device='cuda:0'),tensor(4.3586, device='cuda:0'),tensor(-1.4534, device='cuda:0')
tensor(2.7987, device='cuda:0'),tensor(1.4738, device='cuda:0'),tensor(-3.9132, device='cuda:0'),tensor(-1.0084, device='cuda:0')
tensor(6.1526, device='cuda:0'),tensor(-0.8162, device='cuda:0'),tensor(-3.6733, device='cuda:0'),tensor(-2.3865, device='cuda:0')
tensor(4.9309, device='cuda:0'),tensor(-0.8580, device='cuda:0'),tensor(-2.3288, device='cuda:0'),tensor(-2.3330, device='cuda:0')
tensor(-2.2487, device='cuda:0'),tensor(-0.7097, device='cuda:0'),tensor(4.2163, device='cuda:0'),tensor(-1.8684, device='cuda:0')
tensor(-2.0287, device='cuda:0'),tensor(-2.0509, device='cuda:0'),tensor(5.0813, device='cuda:0'),tensor(-1.5689, device='cuda:0')
tensor(-1.4324, device='cuda:0'),tensor(-2.4713, device='cuda:0'),tensor(4.4475, device='cuda:0'),tensor(-1.1049, device='cuda:0')
tensor(-1.8842, device='cuda:0'),tensor(-1.9797, device='cuda:0'),tensor(4.4988, device='cuda:0'),tensor(-1.1998, device='cuda:0')
tensor(5.1911, device='cuda:0'),tensor(-1.0400, device='cuda:0'),tensor(-2.7464, device='cuda:0'),tensor(-2.0011, device='cuda:0')
tensor(-2.9713, device='cuda:0'),tensor(-1.3457, device='cuda:0'),tensor(5.1187, device='cuda:0'),tensor(-1.4910, device='cuda:0')
tensor(4.9596, device='cuda:0'),tensor(-1.1481, device='cuda:0'),tensor(-2.6265, device='cuda:0'),tensor(-1.7905, device='cuda:0')
tensor(2.4391, device='cuda:0'),tensor(2.0883, device='cuda:0'),tensor(-3.1709, device='cuda:0'),tensor(-2.2138, device='cuda:0')
tensor(2.1643, device='cuda:0'),tensor(-1.6536, device='cuda:0'),tensor(0.5716, device='cuda:0'),tensor(-1.6772, device='cuda:0')
tensor(3.8812, device='cuda:0'),tensor(-1.2650, device='cuda:0'),tensor(-2.4450, device='cuda:0'),tensor(-0.7883, device='cuda:0')
tensor(5.5825, device='cuda:0'),tensor(-1.1093, device='cuda:0'),tensor(-3.1466, device='cuda:0'),tensor(-2.0470, device='cuda:0')
tensor(-2.0541, device='cuda:0'),tensor(-0.3136, device='cuda:0'),tensor(3.9211, device='cuda:0'),tensor(-2.0608, device='cuda:0')
tensor(-1.9566, device='cuda:0'),tensor(-2.2215, device='cuda:0'),tensor(4.5943, device='cuda:0'),tensor(-1.0224, device='cuda:0')
tensor(5.2976, device='cuda:0'),tensor(-0.5162, device='cuda:0'),tensor(-2.8808, device='cuda:0'),tensor(-2.5163, device='cuda:0')
tensor(-0.8137, device='cuda:0'),tensor(-0.7914, device='cuda:0'),tensor(1.0765, device='cuda:0'),tensor(-0.2556, device='cuda:0')
tensor(7.0059, device='cuda:0'),tensor(-1.7604, device='cuda:0'),tensor(-3.5469, device='cuda:0'),tensor(-2.5610, device='cuda:0')
tensor(-1.9142, device='cuda:0'),tensor(-1.8507, device='cuda:0'),tensor(4.4409, device='cuda:0'),tensor(-1.2244, device='cuda:0')
tensor(-2.1844, device='cuda:0'),tensor(-0.4009, device='cuda:0'),tensor(3.6516, device='cuda:0'),tensor(-1.6344, device='cuda:0')
tensor(-1.4005, device='cuda:0'),tensor(-1.0369, device='cuda:0'),tensor(3.6857, device='cuda:0'),tensor(-1.8303, device='cuda:0')
tensor(3.2611, device='cuda:0'),tensor(-0.3363, device='cuda:0'),tensor(-2.7102, device='cuda:0'),tensor(-0.7342, device='cuda:0')
tensor(5.8611, device='cuda:0'),tensor(-0.9213, device='cuda:0'),tensor(-2.9650, device='cuda:0'),tensor(-2.6268, device='cuda:0')
tensor(-1.4366, device='cuda:0'),tensor(-0.7114, device='cuda:0'),tensor(3.2940, device='cuda:0'),tensor(-1.6252, device='cuda:0')
tensor(5.2537, device='cuda:0'),tensor(-0.1018, device='cuda:0'),tensor(-2.9393, device='cuda:0'),tensor(-2.8079, device='cuda:0')
tensor(4.8949, device='cuda:0'),tensor(-0.7858, device='cuda:0'),tensor(-2.6550, device='cuda:0'),tensor(-2.0175, device='cuda:0')
tensor(4.9220, device='cuda:0'),tensor(-0.7868, device='cuda:0'),tensor(-2.6858, device='cuda:0'),tensor(-2.0041, device='cuda:0')
tensor(-1.6749, device='cuda:0'),tensor(-0.6817, device='cuda:0'),tensor(3.2896, device='cuda:0'),tensor(-1.4646, device='cuda:0')
tensor(5.5432, device='cuda:0'),tensor(-0.8832, device='cuda:0'),tensor(-3.1588, device='cuda:0'),tensor(-2.1314, device='cuda:0')
tensor(-3.5189, device='cuda:0'),tensor(-1.3422, device='cuda:0'),tensor(4.4934, device='cuda:0'),tensor(-0.3980, device='cuda:0')
tensor(-1.6638, device='cuda:0'),tensor(-1.7045, device='cuda:0'),tensor(3.7886, device='cuda:0'),tensor(-0.9355, device='cuda:0')
tensor(4.4792, device='cuda:0'),tensor(1.9963, device='cuda:0'),tensor(-4.4570, device='cuda:0'),tensor(-2.8039, device='cuda:0')
tensor(-1.6353, device='cuda:0'),tensor(-2.3774, device='cuda:0'),tensor(4.5945, device='cuda:0'),tensor(-1.1695, device='cuda:0')
tensor(-2.2570, device='cuda:0'),tensor(-1.0966, device='cuda:0'),tensor(3.4816, device='cuda:0'),tensor(-0.7101, device='cuda:0')
tensor(5.5408, device='cuda:0'),tensor(-1.1590, device='cuda:0'),tensor(-2.6770, device='cuda:0'),tensor(-2.3007, device='cuda:0')
tensor(-3.1610, device='cuda:0'),tensor(-0.1819, device='cuda:0'),tensor(3.9443, device='cuda:0'),tensor(-1.3160, device='cuda:0')
tensor(0.1795, device='cuda:0'),tensor(-2.7549, device='cuda:0'),tensor(3.3626, device='cuda:0'),tensor(-1.5439, device='cuda:0')
tensor(-2.0588, device='cuda:0'),tensor(-1.7914, device='cuda:0'),tensor(4.4390, device='cuda:0'),tensor(-1.1395, device='cuda:0')
tensor(-1.5645, device='cuda:0'),tensor(-0.7094, device='cuda:0'),tensor(0.2660, device='cuda:0'),tensor(1.4260, device='cuda:0')
tensor(-2.3530, device='cuda:0'),tensor(-1.6423, device='cuda:0'),tensor(3.7121, device='cuda:0'),tensor(-0.2707, device='cuda:0')
tensor(5.4796, device='cuda:0'),tensor(-0.4556, device='cuda:0'),tensor(-3.1447, device='cuda:0'),tensor(-2.4782, device='cuda:0')
tensor(5.6284, device='cuda:0'),tensor(-0.7947, device='cuda:0'),tensor(-3.3987, device='cuda:0'),tensor(-2.0424, device='cuda:0')
tensor(-1.7418, device='cuda:0'),tensor(-2.1117, device='cuda:0'),tensor(4.1124, device='cuda:0'),tensor(-0.8307, device='cuda:0')
tensor(-1.4724, device='cuda:0'),tensor(-1.5092, device='cuda:0'),tensor(4.1208, device='cuda:0'),tensor(-1.7200, device='cuda:0')
tensor(5.3044, device='cuda:0'),tensor(-0.4967, device='cuda:0'),tensor(-3.2983, device='cuda:0'),tensor(-2.1185, device='cuda:0')
tensor(-2.4067, device='cuda:0'),tensor(-1.3517, device='cuda:0'),tensor(4.8276, device='cuda:0'),tensor(-1.7184, device='cuda:0')
tensor(5.3477, device='cuda:0'),tensor(-0.8293, device='cuda:0'),tensor(-3.0646, device='cuda:0'),tensor(-2.0909, device='cuda:0')
tensor(-2.3165, device='cuda:0'),tensor(-1.6033, device='cuda:0'),tensor(4.4160, device='cuda:0'),tensor(-1.0721, device='cuda:0')
tensor(5.1263, device='cuda:0'),tensor(0.0039, device='cuda:0'),tensor(-3.3574, device='cuda:0'),tensor(-2.3707, device='cuda:0')
tensor(5.4049, device='cuda:0'),tensor(-0.7583, device='cuda:0'),tensor(-2.8914, device='cuda:0'),tensor(-2.3742, device='cuda:0')
tensor(2.6781, device='cuda:0'),tensor(0.4439, device='cuda:0'),tensor(-2.9567, device='cuda:0'),tensor(-0.9035, device='cuda:0')
tensor(7.3605, device='cuda:0'),tensor(-1.7481, device='cuda:0'),tensor(-3.7007, device='cuda:0'),tensor(-2.8047, device='cuda:0')
tensor(5.1937, device='cuda:0'),tensor(-0.0615, device='cuda:0'),tensor(-3.1352, device='cuda:0'),tensor(-2.5867, device='cuda:0')
tensor(-1.3196, device='cuda:0'),tensor(-2.2865, device='cuda:0'),tensor(4.1845, device='cuda:0'),tensor(-1.1289, device='cuda:0')
tensor(-2.0697, device='cuda:0'),tensor(-1.5769, device='cuda:0'),tensor(3.7947, device='cuda:0'),tensor(-0.7005, device='cuda:0')
tensor(-1.3284, device='cuda:0'),tensor(-0.0093, device='cuda:0'),tensor(2.4681, device='cuda:0'),tensor(-1.6472, device='cuda:0')
tensor(-1.5740, device='cuda:0'),tensor(-1.5579, device='cuda:0'),tensor(3.7479, device='cuda:0'),tensor(-1.1578, device='cuda:0')
tensor(3.6878, device='cuda:0'),tensor(-0.7193, device='cuda:0'),tensor(-3.3478, device='cuda:0'),tensor(-0.3393, device='cuda:0')
tensor(-1.7650, device='cuda:0'),tensor(-1.8830, device='cuda:0'),tensor(4.3883, device='cuda:0'),tensor(-1.3467, device='cuda:0')
tensor(4.6396, device='cuda:0'),tensor(0.3958, device='cuda:0'),tensor(-3.5051, device='cuda:0'),tensor(-2.0461, device='cuda:0')
tensor(-1.6419, device='cuda:0'),tensor(-2.1545, device='cuda:0'),tensor(4.0447, device='cuda:0'),tensor(-0.8075, device='cuda:0')
tensor(-1.6107, device='cuda:0'),tensor(-2.2221, device='cuda:0'),tensor(3.8706, device='cuda:0'),tensor(-0.5750, device='cuda:0')
tensor(-1.7004, device='cuda:0'),tensor(-2.6436, device='cuda:0'),tensor(4.1842, device='cuda:0'),tensor(-0.4348, device='cuda:0')
tensor(-2.4072, device='cuda:0'),tensor(-2.3259, device='cuda:0'),tensor(4.8486, device='cuda:0'),tensor(-0.7223, device='cuda:0')
tensor(-1.3920, device='cuda:0'),tensor(-1.2890, device='cuda:0'),tensor(3.5328, device='cuda:0'),tensor(-1.4826, device='cuda:0')
tensor(2.6102, device='cuda:0'),tensor(-1.0164, device='cuda:0'),tensor(-2.1888, device='cuda:0'),tensor(0.0756, device='cuda:0')
tensor(-2.2940, device='cuda:0'),tensor(-1.6310, device='cuda:0'),tensor(4.6128, device='cuda:0'),tensor(-1.2500, device='cuda:0')
tensor(6.6938, device='cuda:0'),tensor(-2.0185, device='cuda:0'),tensor(-4.2370, device='cuda:0'),tensor(-1.3674, device='cuda:0')
tensor(-0.5978, device='cuda:0'),tensor(-1.9497, device='cuda:0'),tensor(2.3431, device='cuda:0'),tensor(-0.3929, device='cuda:0')
tensor(5.8063, device='cuda:0'),tensor(-0.9710, device='cuda:0'),tensor(-3.5418, device='cuda:0'),tensor(-1.9588, device='cuda:0')
tensor(-1.8249, device='cuda:0'),tensor(-1.5201, device='cuda:0'),tensor(4.1909, device='cuda:0'),tensor(-1.3623, device='cuda:0')
tensor(-2.1127, device='cuda:0'),tensor(2.0997, device='cuda:0'),tensor(2.2811, device='cuda:0'),tensor(-2.6848, device='cuda:0')
tensor(-1.7902, device='cuda:0'),tensor(-1.8164, device='cuda:0'),tensor(4.5297, device='cuda:0'),tensor(-1.5402, device='cuda:0')
tensor(6.3051, device='cuda:0'),tensor(-1.5969, device='cuda:0'),tensor(-3.2435, device='cuda:0'),tensor(-2.1601, device='cuda:0')
tensor(1.7383, device='cuda:0'),tensor(-0.2498, device='cuda:0'),tensor(-0.3658, device='cuda:0'),tensor(-1.6767, device='cuda:0')
tensor(6.3084, device='cuda:0'),tensor(-0.3657, device='cuda:0'),tensor(-3.8523, device='cuda:0'),tensor(-2.8367, device='cuda:0')
tensor(5.6795, device='cuda:0'),tensor(-0.9635, device='cuda:0'),tensor(-3.1656, device='cuda:0'),tensor(-2.1904, device='cuda:0')
tensor(5.8127, device='cuda:0'),tensor(-0.3441, device='cuda:0'),tensor(-3.5692, device='cuda:0'),tensor(-2.5280, device='cuda:0')
tensor(-1.8953, device='cuda:0'),tensor(-2.2709, device='cuda:0'),tensor(4.8061, device='cuda:0'),tensor(-1.2285, device='cuda:0')
