"tensor(-1.0796, device='cuda:0')","tensor(1.8887, device='cuda:0')","tensor(-0.3286, device='cuda:0')"
"tensor(-0.2852, device='cuda:0')","tensor(0.7501, device='cuda:0')","tensor(-0.2172, device='cuda:0')"
"tensor(0.4293, device='cuda:0')","tensor(-0.6426, device='cuda:0')","tensor(0.4314, device='cuda:0')"
"tensor(0.3567, device='cuda:0')","tensor(-0.0696, device='cuda:0')","tensor(-0.0697, device='cuda:0')"
"tensor(0.2544, device='cuda:0')","tensor(-0.3933, device='cuda:0')","tensor(0.3103, device='cuda:0')"
"tensor(-0.0433, device='cuda:0')","tensor(0.0159, device='cuda:0')","tensor(0.1895, device='cuda:0')"
"tensor(-0.0193, device='cuda:0')","tensor(0.1421, device='cuda:0')","tensor(0.1593, device='cuda:0')"
"tensor(-0.0613, device='cuda:0')","tensor(-0.0627, device='cuda:0')","tensor(0.4074, device='cuda:0')"
"tensor(0.4335, device='cuda:0')","tensor(-0.0490, device='cuda:0')","tensor(-0.0665, device='cuda:0')"
"tensor(1.1010, device='cuda:0')","tensor(0.0486, device='cuda:0')","tensor(-0.8730, device='cuda:0')"
"tensor(0.9310, device='cuda:0')","tensor(0.1961, device='cuda:0')","tensor(-0.7363, device='cuda:0')"
"tensor(0.3588, device='cuda:0')","tensor(-0.0725, device='cuda:0')","tensor(-0.0688, device='cuda:0')"
"tensor(1.3616, device='cuda:0')","tensor(-0.7782, device='cuda:0')","tensor(-0.3090, device='cuda:0')"
"tensor(0.3320, device='cuda:0')","tensor(-0.5926, device='cuda:0')","tensor(0.4834, device='cuda:0')"
"tensor(0.5999, device='cuda:0')","tensor(-0.7046, device='cuda:0')","tensor(0.2724, device='cuda:0')"
"tensor(0.5138, device='cuda:0')","tensor(-0.3510, device='cuda:0')","tensor(0.0722, device='cuda:0')"
"tensor(0.2323, device='cuda:0')","tensor(0.1140, device='cuda:0')","tensor(-0.0938, device='cuda:0')"
"tensor(0.7879, device='cuda:0')","tensor(-0.3035, device='cuda:0')","tensor(-0.2106, device='cuda:0')"
"tensor(-0.0192, device='cuda:0')","tensor(0.1461, device='cuda:0')","tensor(0.1549, device='cuda:0')"
"tensor(1.0685, device='cuda:0')","tensor(-0.5878, device='cuda:0')","tensor(-0.2816, device='cuda:0')"
"tensor(0.2837, device='cuda:0')","tensor(0.2079, device='cuda:0')","tensor(-0.2220, device='cuda:0')"
"tensor(1.1705, device='cuda:0')","tensor(-0.4731, device='cuda:0')","tensor(-0.4949, device='cuda:0')"
"tensor(0.8462, device='cuda:0')","tensor(-0.3417, device='cuda:0')","tensor(-0.3339, device='cuda:0')"
"tensor(0.0999, device='cuda:0')","tensor(-0.0500, device='cuda:0')","tensor(0.2885, device='cuda:0')"
"tensor(0.3547, device='cuda:0')","tensor(-0.0920, device='cuda:0')","tensor(-0.0336, device='cuda:0')"
"tensor(0.6758, device='cuda:0')","tensor(-1.2275, device='cuda:0')","tensor(0.8573, device='cuda:0')"
"tensor(0.0456, device='cuda:0')","tensor(0.8536, device='cuda:0')","tensor(-0.6151, device='cuda:0')"
"tensor(0.6229, device='cuda:0')","tensor(-0.2935, device='cuda:0')","tensor(-0.1450, device='cuda:0')"
"tensor(1.3019, device='cuda:0')","tensor(-1.2841, device='cuda:0')","tensor(0.1716, device='cuda:0')"
"tensor(0.8527, device='cuda:0')","tensor(-0.5209, device='cuda:0')","tensor(-0.0734, device='cuda:0')"
"tensor(0.8830, device='cuda:0')","tensor(-0.6231, device='cuda:0')","tensor(-0.0661, device='cuda:0')"
"tensor(-0.1584, device='cuda:0')","tensor(0.3742, device='cuda:0')","tensor(-0.1774, device='cuda:0')"
"tensor(-0.1305, device='cuda:0')","tensor(1.2039, device='cuda:0')","tensor(-0.7105, device='cuda:0')"
"tensor(0.5548, device='cuda:0')","tensor(-0.5136, device='cuda:0')","tensor(0.1287, device='cuda:0')"
"tensor(-0.2551, device='cuda:0')","tensor(0.5203, device='cuda:0')","tensor(0.0863, device='cuda:0')"
"tensor(-0.6747, device='cuda:0')","tensor(1.2339, device='cuda:0')","tensor(-0.2177, device='cuda:0')"
"tensor(0.4937, device='cuda:0')","tensor(-0.7727, device='cuda:0')","tensor(0.4890, device='cuda:0')"
"tensor(0.0678, device='cuda:0')","tensor(-0.5725, device='cuda:0')","tensor(0.7317, device='cuda:0')"
"tensor(-0.3396, device='cuda:0')","tensor(0.2972, device='cuda:0')","tensor(0.3132, device='cuda:0')"
"tensor(0.8213, device='cuda:0')","tensor(-1.1547, device='cuda:0')","tensor(0.6029, device='cuda:0')"
"tensor(0.0799, device='cuda:0')","tensor(-0.1424, device='cuda:0')","tensor(0.3143, device='cuda:0')"
"tensor(1.8234, device='cuda:0')","tensor(-0.7803, device='cuda:0')","tensor(-0.7537, device='cuda:0')"
"tensor(-0.1648, device='cuda:0')","tensor(0.4011, device='cuda:0')","tensor(0.0756, device='cuda:0')"
"tensor(0.9595, device='cuda:0')","tensor(-0.3985, device='cuda:0')","tensor(-0.2151, device='cuda:0')"
"tensor(1.3319, device='cuda:0')","tensor(-1.0566, device='cuda:0')","tensor(-0.0828, device='cuda:0')"
"tensor(1.0432, device='cuda:0')","tensor(-1.2957, device='cuda:0')","tensor(0.5810, device='cuda:0')"
"tensor(0.4765, device='cuda:0')","tensor(-0.0735, device='cuda:0')","tensor(-0.2459, device='cuda:0')"
"tensor(1.1936, device='cuda:0')","tensor(-0.8755, device='cuda:0')","tensor(-0.0882, device='cuda:0')"
"tensor(0.0682, device='cuda:0')","tensor(0.5252, device='cuda:0')","tensor(-0.3448, device='cuda:0')"
"tensor(-0.1057, device='cuda:0')","tensor(1.1682, device='cuda:0')","tensor(-0.6939, device='cuda:0')"
"tensor(0.8455, device='cuda:0')","tensor(-0.6630, device='cuda:0')","tensor(-0.0049, device='cuda:0')"
"tensor(1.8521, device='cuda:0')","tensor(-1.1633, device='cuda:0')","tensor(-0.4503, device='cuda:0')"
"tensor(1.3537, device='cuda:0')","tensor(-0.7762, device='cuda:0')","tensor(-0.3038, device='cuda:0')"
"tensor(0.5825, device='cuda:0')","tensor(-0.9012, device='cuda:0')","tensor(0.4899, device='cuda:0')"
"tensor(0.0817, device='cuda:0')","tensor(-0.1460, device='cuda:0')","tensor(0.3159, device='cuda:0')"
"tensor(0.3701, device='cuda:0')","tensor(-0.2534, device='cuda:0')","tensor(0.1646, device='cuda:0')"
"tensor(0.4424, device='cuda:0')","tensor(-0.4095, device='cuda:0')","tensor(0.1950, device='cuda:0')"
"tensor(1.1312, device='cuda:0')","tensor(-0.9055, device='cuda:0')","tensor(-0.0566, device='cuda:0')"
"tensor(0.3911, device='cuda:0')","tensor(0.2466, device='cuda:0')","tensor(-0.3456, device='cuda:0')"
"tensor(0.5132, device='cuda:0')","tensor(-0.3588, device='cuda:0')","tensor(0.0843, device='cuda:0')"
"tensor(0.0521, device='cuda:0')","tensor(0.8513, device='cuda:0')","tensor(-0.6114, device='cuda:0')"
"tensor(0.1099, device='cuda:0')","tensor(-1.2436, device='cuda:0')","tensor(1.2947, device='cuda:0')"
"tensor(0.4012, device='cuda:0')","tensor(0.1129, device='cuda:0')","tensor(-0.2549, device='cuda:0')"
"tensor(1.0080, device='cuda:0')","tensor(-0.5166, device='cuda:0')","tensor(-0.2133, device='cuda:0')"
"tensor(1.1699, device='cuda:0')","tensor(-0.6055, device='cuda:0')","tensor(-0.3830, device='cuda:0')"
"tensor(0.0450, device='cuda:0')","tensor(-0.2318, device='cuda:0')","tensor(0.3737, device='cuda:0')"
"tensor(1.2259, device='cuda:0')","tensor(-1.1159, device='cuda:0')","tensor(0.1305, device='cuda:0')"
"tensor(0.0102, device='cuda:0')","tensor(-0.2611, device='cuda:0')","tensor(0.4806, device='cuda:0')"
"tensor(1.3695, device='cuda:0')","tensor(-0.9013, device='cuda:0')","tensor(-0.2822, device='cuda:0')"
"tensor(-0.1247, device='cuda:0')","tensor(0.6996, device='cuda:0')","tensor(-0.2037, device='cuda:0')"
"tensor(0.3139, device='cuda:0')","tensor(-0.6127, device='cuda:0')","tensor(0.4748, device='cuda:0')"
"tensor(1.1958, device='cuda:0')","tensor(-0.8781, device='cuda:0')","tensor(-0.0874, device='cuda:0')"
"tensor(-0.0011, device='cuda:0')","tensor(-0.1582, device='cuda:0')","tensor(0.3627, device='cuda:0')"
"tensor(-0.7487, device='cuda:0')","tensor(1.1841, device='cuda:0')","tensor(-0.1424, device='cuda:0')"
"tensor(0.3883, device='cuda:0')","tensor(0.0847, device='cuda:0')","tensor(-0.2656, device='cuda:0')"
"tensor(-0.0514, device='cuda:0')","tensor(-0.2042, device='cuda:0')","tensor(0.4661, device='cuda:0')"
"tensor(0.2076, device='cuda:0')","tensor(-0.3019, device='cuda:0')","tensor(0.2469, device='cuda:0')"
"tensor(0.0337, device='cuda:0')","tensor(-0.2304, device='cuda:0')","tensor(0.4777, device='cuda:0')"
"tensor(1.1686, device='cuda:0')","tensor(-1.8732, device='cuda:0')","tensor(1.0415, device='cuda:0')"
"tensor(-0.0039, device='cuda:0')","tensor(1.3802, device='cuda:0')","tensor(-1.0640, device='cuda:0')"
"tensor(0.5186, device='cuda:0')","tensor(-0.3679, device='cuda:0')","tensor(0.0891, device='cuda:0')"
"tensor(0.7563, device='cuda:0')","tensor(-1.1606, device='cuda:0')","tensor(0.6207, device='cuda:0')"
"tensor(1.4726, device='cuda:0')","tensor(-0.8603, device='cuda:0')","tensor(-0.2770, device='cuda:0')"
"tensor(1.6028, device='cuda:0')","tensor(-1.0219, device='cuda:0')","tensor(-0.4060, device='cuda:0')"
"tensor(0.2969, device='cuda:0')","tensor(0.3183, device='cuda:0')","tensor(-0.3331, device='cuda:0')"
"tensor(-0.4733, device='cuda:0')","tensor(0.3914, device='cuda:0')","tensor(0.3038, device='cuda:0')"
"tensor(1.0699, device='cuda:0')","tensor(-0.5905, device='cuda:0')","tensor(-0.2789, device='cuda:0')"
"tensor(-0.4670, device='cuda:0')","tensor(0.9807, device='cuda:0')","tensor(-0.2443, device='cuda:0')"
"tensor(1.2491, device='cuda:0')","tensor(-0.8139, device='cuda:0')","tensor(-0.3076, device='cuda:0')"
"tensor(0.4044, device='cuda:0')","tensor(-0.2875, device='cuda:0')","tensor(0.1526, device='cuda:0')"
"tensor(1.3544, device='cuda:0')","tensor(-0.7822, device='cuda:0')","tensor(-0.2990, device='cuda:0')"
"tensor(0.7956, device='cuda:0')","tensor(-0.3130, device='cuda:0')","tensor(-0.2068, device='cuda:0')"
"tensor(0.4089, device='cuda:0')","tensor(-0.2897, device='cuda:0')","tensor(0.1510, device='cuda:0')"
"tensor(0.2996, device='cuda:0')","tensor(0.3420, device='cuda:0')","tensor(-0.3689, device='cuda:0')"
"tensor(0.5172, device='cuda:0')","tensor(-0.3633, device='cuda:0')","tensor(0.0859, device='cuda:0')"
"tensor(0.5778, device='cuda:0')","tensor(-1.2554, device='cuda:0')","tensor(0.8434, device='cuda:0')"
"tensor(-0.0002, device='cuda:0')","tensor(-0.1593, device='cuda:0')","tensor(0.3619, device='cuda:0')"
"tensor(0.8381, device='cuda:0')","tensor(-0.9573, device='cuda:0')","tensor(0.3116, device='cuda:0')"
"tensor(0.9906, device='cuda:0')","tensor(-0.9303, device='cuda:0')","tensor(0.1329, device='cuda:0')"
"tensor(-0.8489, device='cuda:0')","tensor(-0.1480, device='cuda:0')","tensor(1.0693, device='cuda:0')"
"tensor(0.6426, device='cuda:0')","tensor(-1.3023, device='cuda:0')","tensor(0.7685, device='cuda:0')"
"tensor(-0.3754, device='cuda:0')","tensor(-0.4179, device='cuda:0')","tensor(1.0508, device='cuda:0')"
"tensor(1.1598, device='cuda:0')","tensor(-0.2459, device='cuda:0')","tensor(-0.6733, device='cuda:0')"
"tensor(-0.1305, device='cuda:0')","tensor(1.9870, device='cuda:0')","tensor(-1.4111, device='cuda:0')"
"tensor(0.1762, device='cuda:0')","tensor(-0.7558, device='cuda:0')","tensor(0.6690, device='cuda:0')"
"tensor(0.5928, device='cuda:0')","tensor(-0.9762, device='cuda:0')","tensor(0.5673, device='cuda:0')"
"tensor(0.2826, device='cuda:0')","tensor(0.2017, device='cuda:0')","tensor(-0.2157, device='cuda:0')"
"tensor(1.0440, device='cuda:0')","tensor(-1.0359, device='cuda:0')","tensor(0.4590, device='cuda:0')"
"tensor(0.7299, device='cuda:0')","tensor(-0.5669, device='cuda:0')","tensor(0.1494, device='cuda:0')"
"tensor(-0.4973, device='cuda:0')","tensor(1.4025, device='cuda:0')","tensor(-0.4768, device='cuda:0')"
"tensor(0.3132, device='cuda:0')","tensor(0.0243, device='cuda:0')","tensor(-0.1021, device='cuda:0')"
"tensor(-0.2586, device='cuda:0')","tensor(-0.3928, device='cuda:0')","tensor(1.0389, device='cuda:0')"
"tensor(0.2825, device='cuda:0')","tensor(-0.3057, device='cuda:0')","tensor(0.2657, device='cuda:0')"
"tensor(0.4114, device='cuda:0')","tensor(-0.2968, device='cuda:0')","tensor(0.1571, device='cuda:0')"
"tensor(0.6561, device='cuda:0')","tensor(-1.3467, device='cuda:0')","tensor(0.8557, device='cuda:0')"
"tensor(1.2866, device='cuda:0')","tensor(-1.3033, device='cuda:0')","tensor(0.0613, device='cuda:0')"
"tensor(0.8096, device='cuda:0')","tensor(-0.7248, device='cuda:0')","tensor(0.0862, device='cuda:0')"
"tensor(-0.3828, device='cuda:0')","tensor(0.3740, device='cuda:0')","tensor(0.2334, device='cuda:0')"
"tensor(0.5288, device='cuda:0')","tensor(-0.6709, device='cuda:0')","tensor(0.3192, device='cuda:0')"
"tensor(0.0212, device='cuda:0')","tensor(-0.2606, device='cuda:0')","tensor(0.4706, device='cuda:0')"
"tensor(0.3493, device='cuda:0')","tensor(-0.0790, device='cuda:0')","tensor(-0.0462, device='cuda:0')"
"tensor(0.9051, device='cuda:0')","tensor(-0.9396, device='cuda:0')","tensor(0.2306, device='cuda:0')"
"tensor(0.0477, device='cuda:0')","tensor(-0.2352, device='cuda:0')","tensor(0.3747, device='cuda:0')"
"tensor(1.8975, device='cuda:0')","tensor(-0.3878, device='cuda:0')","tensor(-0.9815, device='cuda:0')"
"tensor(1.7506, device='cuda:0')","tensor(-1.0771, device='cuda:0')","tensor(-0.4683, device='cuda:0')"
"tensor(0.4359, device='cuda:0')","tensor(-0.6524, device='cuda:0')","tensor(0.4367, device='cuda:0')"
"tensor(1.1956, device='cuda:0')","tensor(-0.8774, device='cuda:0')","tensor(-0.0880, device='cuda:0')"
"tensor(-0.2419, device='cuda:0')","tensor(-0.9326, device='cuda:0')","tensor(1.4118, device='cuda:0')"
"tensor(0.4025, device='cuda:0')","tensor(-0.2834, device='cuda:0')","tensor(0.1479, device='cuda:0')"
"tensor(0.5025, device='cuda:0')","tensor(-0.7772, device='cuda:0')","tensor(0.4841, device='cuda:0')"
"tensor(0.3705, device='cuda:0')","tensor(-0.1311, device='cuda:0')","tensor(-0.0348, device='cuda:0')"
"tensor(0.1079, device='cuda:0')","tensor(-0.6315, device='cuda:0')","tensor(0.7908, device='cuda:0')"
"tensor(0.1116, device='cuda:0')","tensor(-0.2212, device='cuda:0')","tensor(0.3315, device='cuda:0')"
"tensor(0.5158, device='cuda:0')","tensor(-0.3571, device='cuda:0')","tensor(0.0789, device='cuda:0')"
"tensor(0.5105, device='cuda:0')","tensor(-0.3486, device='cuda:0')","tensor(0.0738, device='cuda:0')"
"tensor(0.4043, device='cuda:0')","tensor(-0.2884, device='cuda:0')","tensor(0.1520, device='cuda:0')"
"tensor(-0.2914, device='cuda:0')","tensor(-0.4905, device='cuda:0')","tensor(1.0163, device='cuda:0')"
"tensor(1.1677, device='cuda:0')","tensor(-0.2495, device='cuda:0')","tensor(-0.6775, device='cuda:0')"
"tensor(-0.2137, device='cuda:0')","tensor(0.4906, device='cuda:0')","tensor(0.0124, device='cuda:0')"
"tensor(-0.0437, device='cuda:0')","tensor(-0.6989, device='cuda:0')","tensor(0.8795, device='cuda:0')"
"tensor(0.7990, device='cuda:0')","tensor(-1.5672, device='cuda:0')","tensor(0.9153, device='cuda:0')"
"tensor(0.2287, device='cuda:0')","tensor(0.5042, device='cuda:0')","tensor(-0.3335, device='cuda:0')"
"tensor(-0.8891, device='cuda:0')","tensor(1.7568, device='cuda:0')","tensor(-0.4611, device='cuda:0')"
"tensor(-0.2778, device='cuda:0')","tensor(0.8632, device='cuda:0')","tensor(-0.1945, device='cuda:0')"
"tensor(-0.0373, device='cuda:0')","tensor(0.0119, device='cuda:0')","tensor(0.1880, device='cuda:0')"
"tensor(0.1285, device='cuda:0')","tensor(-0.4168, device='cuda:0')","tensor(0.4397, device='cuda:0')"
"tensor(1.8509, device='cuda:0')","tensor(-1.1626, device='cuda:0')","tensor(-0.4492, device='cuda:0')"
"tensor(0.1093, device='cuda:0')","tensor(0.1130, device='cuda:0')","tensor(-0.0250, device='cuda:0')"
"tensor(1.6040, device='cuda:0')","tensor(-1.0231, device='cuda:0')","tensor(-0.4058, device='cuda:0')"
"tensor(-0.4852, device='cuda:0')","tensor(1.4792, device='cuda:0')","tensor(-0.6300, device='cuda:0')"
"tensor(0.6222, device='cuda:0')","tensor(-0.2962, device='cuda:0')","tensor(-0.1426, device='cuda:0')"
"tensor(1.2049, device='cuda:0')","tensor(-0.8773, device='cuda:0')","tensor(-0.0967, device='cuda:0')"
"tensor(0.4266, device='cuda:0')","tensor(0.5043, device='cuda:0')","tensor(-0.5286, device='cuda:0')"
"tensor(-1.1150, device='cuda:0')","tensor(2.3981, device='cuda:0')","tensor(-0.6860, device='cuda:0')"
"tensor(0.2788, device='cuda:0')","tensor(0.5897, device='cuda:0')","tensor(-0.5515, device='cuda:0')"
"tensor(-0.0187, device='cuda:0')","tensor(0.1459, device='cuda:0')","tensor(0.1538, device='cuda:0')"
"tensor(1.0630, device='cuda:0')","tensor(-1.0296, device='cuda:0')","tensor(0.1801, device='cuda:0')"
"tensor(-0.0850, device='cuda:0')","tensor(-0.5133, device='cuda:0')","tensor(0.8161, device='cuda:0')"
"tensor(0.2735, device='cuda:0')","tensor(-0.5970, device='cuda:0')","tensor(0.5184, device='cuda:0')"
"tensor(-0.2285, device='cuda:0')","tensor(-0.2057, device='cuda:0')","tensor(0.6254, device='cuda:0')"
"tensor(1.5168, device='cuda:0')","tensor(-1.1464, device='cuda:0')","tensor(-0.1624, device='cuda:0')"
"tensor(0.4047, device='cuda:0')","tensor(-0.2829, device='cuda:0')","tensor(0.1490, device='cuda:0')"
"tensor(-0.2911, device='cuda:0')","tensor(0.4171, device='cuda:0')","tensor(0.2701, device='cuda:0')"
"tensor(-0.0168, device='cuda:0')","tensor(0.1402, device='cuda:0')","tensor(0.1569, device='cuda:0')"
"tensor(1.3026, device='cuda:0')","tensor(-1.2863, device='cuda:0')","tensor(0.1734, device='cuda:0')"
"tensor(0.2133, device='cuda:0')","tensor(-0.7644, device='cuda:0')","tensor(0.7854, device='cuda:0')"
"tensor(0.4995, device='cuda:0')","tensor(-0.7800, device='cuda:0')","tensor(0.4915, device='cuda:0')"
"tensor(0.4691, device='cuda:0')","tensor(-0.6564, device='cuda:0')","tensor(0.2434, device='cuda:0')"
"tensor(0.3977, device='cuda:0')","tensor(-0.7590, device='cuda:0')","tensor(0.3742, device='cuda:0')"
"tensor(0.5601, device='cuda:0')","tensor(-0.7771, device='cuda:0')","tensor(0.3950, device='cuda:0')"
"tensor(2.6181, device='cuda:0')","tensor(-1.9009, device='cuda:0')","tensor(-0.3757, device='cuda:0')"
"tensor(-0.3503, device='cuda:0')","tensor(-0.3318, device='cuda:0')","tensor(0.9506, device='cuda:0')"
"tensor(0.0033, device='cuda:0')","tensor(-0.1610, device='cuda:0')","tensor(0.3615, device='cuda:0')"
"tensor(0.2142, device='cuda:0')","tensor(0.9711, device='cuda:0')","tensor(-0.8092, device='cuda:0')"
"tensor(-0.4230, device='cuda:0')","tensor(1.2083, device='cuda:0')","tensor(-0.3935, device='cuda:0')"
"tensor(0.7931, device='cuda:0')","tensor(-1.5673, device='cuda:0')","tensor(0.9206, device='cuda:0')"
"tensor(0.9484, device='cuda:0')","tensor(-0.0148, device='cuda:0')","tensor(-0.4986, device='cuda:0')"
"tensor(0.2972, device='cuda:0')","tensor(0.3432, device='cuda:0')","tensor(-0.3672, device='cuda:0')"
"tensor(1.0935, device='cuda:0')","tensor(-1.4315, device='cuda:0')","tensor(0.4411, device='cuda:0')"
"tensor(-0.3283, device='cuda:0')","tensor(-0.0516, device='cuda:0')","tensor(0.7024, device='cuda:0')"
"tensor(0.0880, device='cuda:0')","tensor(0.2928, device='cuda:0')","tensor(-0.1199, device='cuda:0')"
"tensor(0.8481, device='cuda:0')","tensor(-0.6642, device='cuda:0')","tensor(-0.0072, device='cuda:0')"
"tensor(0.0313, device='cuda:0')","tensor(-0.5656, device='cuda:0')","tensor(0.6396, device='cuda:0')"
"tensor(2.3007, device='cuda:0')","tensor(-2.0740, device='cuda:0')","tensor(-0.0660, device='cuda:0')"
"tensor(0.1449, device='cuda:0')","tensor(-1.0312, device='cuda:0')","tensor(1.0706, device='cuda:0')"
"tensor(0.3975, device='cuda:0')","tensor(-0.7011, device='cuda:0')","tensor(0.5048, device='cuda:0')"
"tensor(0.2254, device='cuda:0')","tensor(0.4990, device='cuda:0')","tensor(-0.3231, device='cuda:0')"
"tensor(0.1088, device='cuda:0')","tensor(-0.0570, device='cuda:0')","tensor(0.1609, device='cuda:0')"
"tensor(0.5748, device='cuda:0')","tensor(-0.6699, device='cuda:0')","tensor(0.3205, device='cuda:0')"
"tensor(0.1279, device='cuda:0')","tensor(0.1365, device='cuda:0')","tensor(-0.0613, device='cuda:0')"
"tensor(0.2898, device='cuda:0')","tensor(-0.1821, device='cuda:0')","tensor(0.0962, device='cuda:0')"
"tensor(2.2625, device='cuda:0')","tensor(-0.5937, device='cuda:0')","tensor(-1.2304, device='cuda:0')"
"tensor(-0.2441, device='cuda:0')","tensor(-0.9273, device='cuda:0')","tensor(1.4087, device='cuda:0')"
"tensor(0.6047, device='cuda:0')","tensor(-1.5475, device='cuda:0')","tensor(1.0949, device='cuda:0')"
"tensor(0.5101, device='cuda:0')","tensor(-0.3516, device='cuda:0')","tensor(0.0779, device='cuda:0')"
"tensor(0.0671, device='cuda:0')","tensor(-0.0850, device='cuda:0')","tensor(0.1879, device='cuda:0')"
"tensor(1.3563, device='cuda:0')","tensor(-0.7840, device='cuda:0')","tensor(-0.2981, device='cuda:0')"
"tensor(0.7905, device='cuda:0')","tensor(-0.3035, device='cuda:0')","tensor(-0.2143, device='cuda:0')"
"tensor(-0.3220, device='cuda:0')","tensor(-0.0697, device='cuda:0')","tensor(0.6153, device='cuda:0')"
"tensor(-1.0820, device='cuda:0')","tensor(1.8071, device='cuda:0')","tensor(-0.2939, device='cuda:0')"
"tensor(0.4208, device='cuda:0')","tensor(0.1880, device='cuda:0')","tensor(-0.3155, device='cuda:0')"
"tensor(0.0859, device='cuda:0')","tensor(-0.1470, device='cuda:0')","tensor(0.3136, device='cuda:0')"
"tensor(0.6445, device='cuda:0')","tensor(0.0352, device='cuda:0')","tensor(-0.4841, device='cuda:0')"
"tensor(0.0063, device='cuda:0')","tensor(-0.1647, device='cuda:0')","tensor(0.3618, device='cuda:0')"
"tensor(-0.0171, device='cuda:0')","tensor(0.1417, device='cuda:0')","tensor(0.1576, device='cuda:0')"
"tensor(-0.1818, device='cuda:0')","tensor(-0.9575, device='cuda:0')","tensor(1.3465, device='cuda:0')"
"tensor(-0.1858, device='cuda:0')","tensor(-0.9512, device='cuda:0')","tensor(1.3441, device='cuda:0')"
"tensor(0.9310, device='cuda:0')","tensor(0.1897, device='cuda:0')","tensor(-0.7313, device='cuda:0')"
"tensor(0.1163, device='cuda:0')","tensor(0.8570, device='cuda:0')","tensor(-0.5656, device='cuda:0')"
"tensor(1.0938, device='cuda:0')","tensor(-1.4316, device='cuda:0')","tensor(0.4413, device='cuda:0')"
"tensor(-0.2795, device='cuda:0')","tensor(1.3055, device='cuda:0')","tensor(-0.5611, device='cuda:0')"
"tensor(-0.7937, device='cuda:0')","tensor(-1.2243, device='cuda:0')","tensor(2.3615, device='cuda:0')"
"tensor(0.3446, device='cuda:0')","tensor(0.3527, device='cuda:0')","tensor(-0.3754, device='cuda:0')"
"tensor(-0.0019, device='cuda:0')","tensor(0.2131, device='cuda:0')","tensor(0.1280, device='cuda:0')"
"tensor(-0.0936, device='cuda:0')","tensor(0.1766, device='cuda:0')","tensor(0.2254, device='cuda:0')"
"tensor(0.8445, device='cuda:0')","tensor(-0.3450, device='cuda:0')","tensor(-0.3310, device='cuda:0')"
"tensor(-0.0175, device='cuda:0')","tensor(0.1438, device='cuda:0')","tensor(0.1559, device='cuda:0')"
"tensor(-0.1182, device='cuda:0')","tensor(0.2548, device='cuda:0')","tensor(0.1251, device='cuda:0')"
