"tensor(2.7761, device='cuda:0')","tensor(-1.1853, device='cuda:0')","tensor(-1.5052, device='cuda:0')"
"tensor(-0.3133, device='cuda:0')","tensor(-0.9484, device='cuda:0')","tensor(1.4142, device='cuda:0')"
"tensor(1.9356, device='cuda:0')","tensor(-1.3912, device='cuda:0')","tensor(-0.5135, device='cuda:0')"
"tensor(0.9815, device='cuda:0')","tensor(-2.0629, device='cuda:0')","tensor(1.2203, device='cuda:0')"
"tensor(3.9530, device='cuda:0')","tensor(-3.4476, device='cuda:0')","tensor(-0.3689, device='cuda:0')"
"tensor(3.8019, device='cuda:0')","tensor(-0.9265, device='cuda:0')","tensor(-2.5587, device='cuda:0')"
"tensor(1.7813, device='cuda:0')","tensor(-1.6417, device='cuda:0')","tensor(-0.0800, device='cuda:0')"
"tensor(2.7362, device='cuda:0')","tensor(-2.5451, device='cuda:0')","tensor(-0.0886, device='cuda:0')"
"tensor(1.6752, device='cuda:0')","tensor(0.2679, device='cuda:0')","tensor(-1.6367, device='cuda:0')"
"tensor(3.0748, device='cuda:0')","tensor(-2.1299, device='cuda:0')","tensor(-0.8355, device='cuda:0')"
"tensor(1.4922, device='cuda:0')","tensor(0.5568, device='cuda:0')","tensor(-1.8257, device='cuda:0')"
"tensor(-1.5121, device='cuda:0')","tensor(0.6934, device='cuda:0')","tensor(1.1212, device='cuda:0')"
"tensor(2.7200, device='cuda:0')","tensor(-0.4540, device='cuda:0')","tensor(-1.9553, device='cuda:0')"
"tensor(-0.3788, device='cuda:0')","tensor(1.3385, device='cuda:0')","tensor(-0.5862, device='cuda:0')"
"tensor(1.9036, device='cuda:0')","tensor(-2.4046, device='cuda:0')","tensor(0.5933, device='cuda:0')"
"tensor(2.8135, device='cuda:0')","tensor(-2.0903, device='cuda:0')","tensor(-0.6808, device='cuda:0')"
"tensor(4.0929, device='cuda:0')","tensor(-2.3747, device='cuda:0')","tensor(-1.5535, device='cuda:0')"
"tensor(2.6914, device='cuda:0')","tensor(-1.5753, device='cuda:0')","tensor(-0.8987, device='cuda:0')"
"tensor(2.4276, device='cuda:0')","tensor(-1.8895, device='cuda:0')","tensor(-0.4845, device='cuda:0')"
"tensor(0.9936, device='cuda:0')","tensor(-1.0641, device='cuda:0')","tensor(0.2410, device='cuda:0')"
"tensor(2.5354, device='cuda:0')","tensor(-1.3985, device='cuda:0')","tensor(-0.9933, device='cuda:0')"
"tensor(3.6394, device='cuda:0')","tensor(-3.0423, device='cuda:0')","tensor(-0.5574, device='cuda:0')"
"tensor(0.7461, device='cuda:0')","tensor(-0.4995, device='cuda:0')","tensor(-0.0661, device='cuda:0')"
"tensor(2.5185, device='cuda:0')","tensor(-2.8241, device='cuda:0')","tensor(0.3234, device='cuda:0')"
"tensor(2.1570, device='cuda:0')","tensor(-1.4193, device='cuda:0')","tensor(-0.6149, device='cuda:0')"
"tensor(-0.1117, device='cuda:0')","tensor(-0.3724, device='cuda:0')","tensor(0.7180, device='cuda:0')"
"tensor(2.2794, device='cuda:0')","tensor(-2.9049, device='cuda:0')","tensor(0.6796, device='cuda:0')"
"tensor(-0.2752, device='cuda:0')","tensor(-2.7704, device='cuda:0')","tensor(3.0166, device='cuda:0')"
"tensor(1.9207, device='cuda:0')","tensor(-0.4629, device='cuda:0')","tensor(-1.2695, device='cuda:0')"
"tensor(0.9087, device='cuda:0')","tensor(1.8240, device='cuda:0')","tensor(-2.3184, device='cuda:0')"
"tensor(3.4787, device='cuda:0')","tensor(-2.3887, device='cuda:0')","tensor(-0.9293, device='cuda:0')"
"tensor(-0.6236, device='cuda:0')","tensor(-0.8389, device='cuda:0')","tensor(1.5410, device='cuda:0')"
"tensor(3.1626, device='cuda:0')","tensor(-1.0012, device='cuda:0')","tensor(-1.8506, device='cuda:0')"
"tensor(4.1183, device='cuda:0')","tensor(-3.2544, device='cuda:0')","tensor(-0.8086, device='cuda:0')"
"tensor(3.3095, device='cuda:0')","tensor(-2.1874, device='cuda:0')","tensor(-0.9523, device='cuda:0')"
"tensor(0.5596, device='cuda:0')","tensor(1.2681, device='cuda:0')","tensor(-1.4847, device='cuda:0')"
"tensor(1.6913, device='cuda:0')","tensor(-0.9591, device='cuda:0')","tensor(-0.4435, device='cuda:0')"
"tensor(1.4577, device='cuda:0')","tensor(-2.5906, device='cuda:0')","tensor(1.2502, device='cuda:0')"
"tensor(2.1733, device='cuda:0')","tensor(-1.5215, device='cuda:0')","tensor(-0.4755, device='cuda:0')"
"tensor(1.3784, device='cuda:0')","tensor(-0.9393, device='cuda:0')","tensor(-0.3342, device='cuda:0')"
"tensor(3.8799, device='cuda:0')","tensor(-1.6891, device='cuda:0')","tensor(-2.0161, device='cuda:0')"
"tensor(3.4974, device='cuda:0')","tensor(-1.5893, device='cuda:0')","tensor(-1.8111, device='cuda:0')"
"tensor(2.9110, device='cuda:0')","tensor(-1.8267, device='cuda:0')","tensor(-1.0507, device='cuda:0')"
"tensor(2.3938, device='cuda:0')","tensor(-1.3770, device='cuda:0')","tensor(-0.8764, device='cuda:0')"
"tensor(2.0812, device='cuda:0')","tensor(-1.5136, device='cuda:0')","tensor(-0.4570, device='cuda:0')"
"tensor(2.2258, device='cuda:0')","tensor(-1.2983, device='cuda:0')","tensor(-0.8286, device='cuda:0')"
"tensor(2.7706, device='cuda:0')","tensor(-1.4261, device='cuda:0')","tensor(-1.1385, device='cuda:0')"
"tensor(0.9611, device='cuda:0')","tensor(-1.8374, device='cuda:0')","tensor(0.8784, device='cuda:0')"
"tensor(1.5769, device='cuda:0')","tensor(-1.2982, device='cuda:0')","tensor(-0.1217, device='cuda:0')"
"tensor(2.6573, device='cuda:0')","tensor(-0.7781, device='cuda:0')","tensor(-1.6418, device='cuda:0')"
"tensor(2.9342, device='cuda:0')","tensor(-2.6536, device='cuda:0')","tensor(-0.1945, device='cuda:0')"
"tensor(4.1813, device='cuda:0')","tensor(-2.2205, device='cuda:0')","tensor(-1.7970, device='cuda:0')"
"tensor(1.0525, device='cuda:0')","tensor(-2.4190, device='cuda:0')","tensor(1.3117, device='cuda:0')"
"tensor(0.1571, device='cuda:0')","tensor(-1.5789, device='cuda:0')","tensor(1.5226, device='cuda:0')"
"tensor(2.4394, device='cuda:0')","tensor(-2.0590, device='cuda:0')","tensor(-0.3531, device='cuda:0')"
"tensor(1.9767, device='cuda:0')","tensor(-1.6129, device='cuda:0')","tensor(-0.1851, device='cuda:0')"
"tensor(-0.0717, device='cuda:0')","tensor(-1.6245, device='cuda:0')","tensor(1.8263, device='cuda:0')"
"tensor(3.5581, device='cuda:0')","tensor(-1.5506, device='cuda:0')","tensor(-1.7275, device='cuda:0')"
"tensor(0.2622, device='cuda:0')","tensor(-0.1501, device='cuda:0')","tensor(0.1715, device='cuda:0')"
"tensor(2.0496, device='cuda:0')","tensor(-1.5117, device='cuda:0')","tensor(-0.4268, device='cuda:0')"
"tensor(2.2090, device='cuda:0')","tensor(-1.5841, device='cuda:0')","tensor(-0.5344, device='cuda:0')"
"tensor(4.0661, device='cuda:0')","tensor(-1.4986, device='cuda:0')","tensor(-2.3646, device='cuda:0')"
"tensor(1.3568, device='cuda:0')","tensor(-3.0233, device='cuda:0')","tensor(1.7102, device='cuda:0')"
"tensor(1.1127, device='cuda:0')","tensor(0.5847, device='cuda:0')","tensor(-1.3399, device='cuda:0')"
"tensor(3.2607, device='cuda:0')","tensor(-1.9957, device='cuda:0')","tensor(-1.1834, device='cuda:0')"
"tensor(2.2305, device='cuda:0')","tensor(-3.0706, device='cuda:0')","tensor(0.8826, device='cuda:0')"
"tensor(3.2989, device='cuda:0')","tensor(-2.4759, device='cuda:0')","tensor(-0.5948, device='cuda:0')"
"tensor(3.9768, device='cuda:0')","tensor(-1.4548, device='cuda:0')","tensor(-2.4032, device='cuda:0')"
"tensor(0.5461, device='cuda:0')","tensor(1.5820, device='cuda:0')","tensor(-1.7599, device='cuda:0')"
"tensor(1.2690, device='cuda:0')","tensor(-0.5475, device='cuda:0')","tensor(-0.4687, device='cuda:0')"
"tensor(2.6044, device='cuda:0')","tensor(-2.3578, device='cuda:0')","tensor(-0.1882, device='cuda:0')"
"tensor(2.4179, device='cuda:0')","tensor(-3.9921, device='cuda:0')","tensor(1.5399, device='cuda:0')"
"tensor(2.4751, device='cuda:0')","tensor(-2.7878, device='cuda:0')","tensor(0.3915, device='cuda:0')"
"tensor(1.0826, device='cuda:0')","tensor(1.8017, device='cuda:0')","tensor(-2.4791, device='cuda:0')"
"tensor(3.1395, device='cuda:0')","tensor(-2.3652, device='cuda:0')","tensor(-0.6241, device='cuda:0')"
"tensor(3.6564, device='cuda:0')","tensor(-0.6941, device='cuda:0')","tensor(-2.5553, device='cuda:0')"
"tensor(1.2076, device='cuda:0')","tensor(-0.9920, device='cuda:0')","tensor(0.0052, device='cuda:0')"
"tensor(2.5964, device='cuda:0')","tensor(-2.9355, device='cuda:0')","tensor(0.2743, device='cuda:0')"
"tensor(3.1976, device='cuda:0')","tensor(-1.5488, device='cuda:0')","tensor(-1.5020, device='cuda:0')"
"tensor(-0.8338, device='cuda:0')","tensor(2.7155, device='cuda:0')","tensor(-1.4609, device='cuda:0')"
"tensor(1.1699, device='cuda:0')","tensor(-1.4204, device='cuda:0')","tensor(0.3550, device='cuda:0')"
"tensor(2.0176, device='cuda:0')","tensor(-1.5456, device='cuda:0')","tensor(-0.3408, device='cuda:0')"
"tensor(2.2468, device='cuda:0')","tensor(-1.3238, device='cuda:0')","tensor(-0.7331, device='cuda:0')"
"tensor(2.5954, device='cuda:0')","tensor(-1.9929, device='cuda:0')","tensor(-0.5576, device='cuda:0')"
"tensor(1.0082, device='cuda:0')","tensor(-2.1304, device='cuda:0')","tensor(1.1573, device='cuda:0')"
"tensor(0.6005, device='cuda:0')","tensor(-0.6463, device='cuda:0')","tensor(0.1831, device='cuda:0')"
"tensor(3.0617, device='cuda:0')","tensor(-2.4525, device='cuda:0')","tensor(-0.4979, device='cuda:0')"
"tensor(1.6174, device='cuda:0')","tensor(0.1012, device='cuda:0')","tensor(-1.4612, device='cuda:0')"
"tensor(2.4081, device='cuda:0')","tensor(0.2398, device='cuda:0')","tensor(-2.3377, device='cuda:0')"
"tensor(2.1881, device='cuda:0')","tensor(-1.4737, device='cuda:0')","tensor(-0.6149, device='cuda:0')"
"tensor(4.2769, device='cuda:0')","tensor(-3.1881, device='cuda:0')","tensor(-1.0177, device='cuda:0')"
"tensor(1.9251, device='cuda:0')","tensor(-1.7447, device='cuda:0')","tensor(-0.0673, device='cuda:0')"
"tensor(2.2856, device='cuda:0')","tensor(-2.7182, device='cuda:0')","tensor(0.4913, device='cuda:0')"
"tensor(1.2002, device='cuda:0')","tensor(0.3430, device='cuda:0')","tensor(-1.2434, device='cuda:0')"
"tensor(1.0974, device='cuda:0')","tensor(-1.3621, device='cuda:0')","tensor(0.2727, device='cuda:0')"
"tensor(0.8741, device='cuda:0')","tensor(-0.8474, device='cuda:0')","tensor(0.1278, device='cuda:0')"
"tensor(3.4141, device='cuda:0')","tensor(-2.9158, device='cuda:0')","tensor(-0.3394, device='cuda:0')"
"tensor(0.0336, device='cuda:0')","tensor(-1.6404, device='cuda:0')","tensor(1.6369, device='cuda:0')"
"tensor(1.5787, device='cuda:0')","tensor(-0.5893, device='cuda:0')","tensor(-0.7267, device='cuda:0')"
"tensor(1.3531, device='cuda:0')","tensor(1.2704, device='cuda:0')","tensor(-2.2907, device='cuda:0')"
"tensor(1.6195, device='cuda:0')","tensor(0.0650, device='cuda:0')","tensor(-1.3883, device='cuda:0')"
"tensor(2.1780, device='cuda:0')","tensor(-3.0069, device='cuda:0')","tensor(0.9602, device='cuda:0')"
"tensor(1.7483, device='cuda:0')","tensor(0.1765, device='cuda:0')","tensor(-1.4773, device='cuda:0')"
"tensor(-0.3740, device='cuda:0')","tensor(-0.9057, device='cuda:0')","tensor(1.3885, device='cuda:0')"
"tensor(2.9433, device='cuda:0')","tensor(-3.5784, device='cuda:0')","tensor(0.5713, device='cuda:0')"
"tensor(-1.5264, device='cuda:0')","tensor(-0.6714, device='cuda:0')","tensor(2.3733, device='cuda:0')"
"tensor(0.6315, device='cuda:0')","tensor(-0.7673, device='cuda:0')","tensor(0.4010, device='cuda:0')"
"tensor(2.0967, device='cuda:0')","tensor(-1.4876, device='cuda:0')","tensor(-0.4621, device='cuda:0')"
"tensor(2.4390, device='cuda:0')","tensor(-1.2576, device='cuda:0')","tensor(-0.9413, device='cuda:0')"
"tensor(4.1345, device='cuda:0')","tensor(-3.0083, device='cuda:0')","tensor(-1.0173, device='cuda:0')"
"tensor(1.1887, device='cuda:0')","tensor(-1.7015, device='cuda:0')","tensor(0.5956, device='cuda:0')"
"tensor(1.4123, device='cuda:0')","tensor(-0.9308, device='cuda:0')","tensor(-0.3088, device='cuda:0')"
"tensor(3.8624, device='cuda:0')","tensor(-1.2098, device='cuda:0')","tensor(-2.5562, device='cuda:0')"
"tensor(1.5348, device='cuda:0')","tensor(-1.0476, device='cuda:0')","tensor(-0.3205, device='cuda:0')"
"tensor(1.8804, device='cuda:0')","tensor(-1.9853, device='cuda:0')","tensor(0.2250, device='cuda:0')"
"tensor(-0.2257, device='cuda:0')","tensor(-0.5692, device='cuda:0')","tensor(0.9699, device='cuda:0')"
"tensor(-0.4736, device='cuda:0')","tensor(-0.6659, device='cuda:0')","tensor(1.4452, device='cuda:0')"
"tensor(2.7535, device='cuda:0')","tensor(-0.1150, device='cuda:0')","tensor(-2.2705, device='cuda:0')"
"tensor(0.3473, device='cuda:0')","tensor(-1.1058, device='cuda:0')","tensor(0.9519, device='cuda:0')"
"tensor(1.5220, device='cuda:0')","tensor(-2.7623, device='cuda:0')","tensor(1.1972, device='cuda:0')"
"tensor(2.0027, device='cuda:0')","tensor(-1.3719, device='cuda:0')","tensor(-0.5164, device='cuda:0')"
"tensor(0.5776, device='cuda:0')","tensor(-0.7643, device='cuda:0')","tensor(0.4766, device='cuda:0')"
"tensor(2.6134, device='cuda:0')","tensor(-2.3019, device='cuda:0')","tensor(-0.1771, device='cuda:0')"
"tensor(3.5556, device='cuda:0')","tensor(-1.5545, device='cuda:0')","tensor(-1.7680, device='cuda:0')"
"tensor(0.2475, device='cuda:0')","tensor(-0.6604, device='cuda:0')","tensor(0.5574, device='cuda:0')"
"tensor(0.5483, device='cuda:0')","tensor(0.7279, device='cuda:0')","tensor(-0.8789, device='cuda:0')"
"tensor(0.8892, device='cuda:0')","tensor(-0.0744, device='cuda:0')","tensor(-0.4349, device='cuda:0')"
"tensor(1.0631, device='cuda:0')","tensor(-0.4389, device='cuda:0')","tensor(-0.4481, device='cuda:0')"
"tensor(0.0911, device='cuda:0')","tensor(-0.3471, device='cuda:0')","tensor(0.4947, device='cuda:0')"
"tensor(0.9773, device='cuda:0')","tensor(-0.2257, device='cuda:0')","tensor(-0.5301, device='cuda:0')"
"tensor(2.0310, device='cuda:0')","tensor(-1.0960, device='cuda:0')","tensor(-0.7877, device='cuda:0')"
"tensor(-1.2639, device='cuda:0')","tensor(-1.2998, device='cuda:0')","tensor(2.6768, device='cuda:0')"
"tensor(-1.0994, device='cuda:0')","tensor(-1.1917, device='cuda:0')","tensor(2.4167, device='cuda:0')"
"tensor(4.8975, device='cuda:0')","tensor(-1.8997, device='cuda:0')","tensor(-2.7879, device='cuda:0')"
"tensor(1.5367, device='cuda:0')","tensor(-1.8102, device='cuda:0')","tensor(0.4942, device='cuda:0')"
"tensor(2.9744, device='cuda:0')","tensor(-3.0252, device='cuda:0')","tensor(0.0658, device='cuda:0')"
"tensor(0.5646, device='cuda:0')","tensor(0.6187, device='cuda:0')","tensor(-0.8893, device='cuda:0')"
"tensor(-0.2000, device='cuda:0')","tensor(-2.6649, device='cuda:0')","tensor(2.9816, device='cuda:0')"
"tensor(1.2174, device='cuda:0')","tensor(1.0390, device='cuda:0')","tensor(-1.9693, device='cuda:0')"
"tensor(1.7482, device='cuda:0')","tensor(-0.5908, device='cuda:0')","tensor(-0.9383, device='cuda:0')"
"tensor(0.6721, device='cuda:0')","tensor(-1.2844, device='cuda:0')","tensor(0.8153, device='cuda:0')"
"tensor(2.6946, device='cuda:0')","tensor(-1.1082, device='cuda:0')","tensor(-1.4980, device='cuda:0')"
"tensor(1.4588, device='cuda:0')","tensor(-0.1694, device='cuda:0')","tensor(-1.0627, device='cuda:0')"
