"tensor(5.8984, device='cuda:0')","tensor(-0.9090, device='cuda:0')","tensor(-4.6708, device='cuda:0')"
"tensor(4.7251, device='cuda:0')","tensor(-1.6167, device='cuda:0')","tensor(-2.9638, device='cuda:0')"
"tensor(4.8764, device='cuda:0')","tensor(-1.6460, device='cuda:0')","tensor(-2.9119, device='cuda:0')"
"tensor(6.1895, device='cuda:0')","tensor(-1.8378, device='cuda:0')","tensor(-4.0537, device='cuda:0')"
"tensor(5.1064, device='cuda:0')","tensor(-0.4617, device='cuda:0')","tensor(-4.3089, device='cuda:0')"
"tensor(4.6167, device='cuda:0')","tensor(-2.6163, device='cuda:0')","tensor(-1.8260, device='cuda:0')"
"tensor(5.5964, device='cuda:0')","tensor(-2.0596, device='cuda:0')","tensor(-3.2241, device='cuda:0')"
"tensor(5.2142, device='cuda:0')","tensor(-0.3356, device='cuda:0')","tensor(-4.6075, device='cuda:0')"
"tensor(4.6529, device='cuda:0')","tensor(-2.6891, device='cuda:0')","tensor(-1.8536, device='cuda:0')"
"tensor(6.7759, device='cuda:0')","tensor(-0.3961, device='cuda:0')","tensor(-5.9904, device='cuda:0')"
"tensor(4.9744, device='cuda:0')","tensor(-2.6082, device='cuda:0')","tensor(-2.0705, device='cuda:0')"
"tensor(4.6868, device='cuda:0')","tensor(-1.6726, device='cuda:0')","tensor(-2.7018, device='cuda:0')"
"tensor(7.1044, device='cuda:0')","tensor(-1.6100, device='cuda:0')","tensor(-5.0879, device='cuda:0')"
"tensor(5.3448, device='cuda:0')","tensor(-2.3007, device='cuda:0')","tensor(-2.8803, device='cuda:0')"
"tensor(7.0815, device='cuda:0')","tensor(-2.5343, device='cuda:0')","tensor(-4.0580, device='cuda:0')"
"tensor(6.2922, device='cuda:0')","tensor(-3.6221, device='cuda:0')","tensor(-2.3250, device='cuda:0')"
"tensor(6.2392, device='cuda:0')","tensor(-1.9402, device='cuda:0')","tensor(-4.0123, device='cuda:0')"
"tensor(4.7425, device='cuda:0')","tensor(-2.7196, device='cuda:0')","tensor(-1.8141, device='cuda:0')"
"tensor(5.5161, device='cuda:0')","tensor(1.0005, device='cuda:0')","tensor(-6.2441, device='cuda:0')"
"tensor(4.7456, device='cuda:0')","tensor(-1.3041, device='cuda:0')","tensor(-3.2977, device='cuda:0')"
"tensor(3.9046, device='cuda:0')","tensor(-2.2018, device='cuda:0')","tensor(-1.4556, device='cuda:0')"
"tensor(7.5558, device='cuda:0')","tensor(-1.8479, device='cuda:0')","tensor(-5.0328, device='cuda:0')"
"tensor(5.3446, device='cuda:0')","tensor(-2.7707, device='cuda:0')","tensor(-2.3238, device='cuda:0')"
"tensor(7.0524, device='cuda:0')","tensor(-2.3332, device='cuda:0')","tensor(-4.1170, device='cuda:0')"
"tensor(8.3316, device='cuda:0')","tensor(-2.3959, device='cuda:0')","tensor(-5.3783, device='cuda:0')"
"tensor(7.3505, device='cuda:0')","tensor(-1.3484, device='cuda:0')","tensor(-5.5517, device='cuda:0')"
"tensor(3.1301, device='cuda:0')","tensor(-0.5824, device='cuda:0')","tensor(-2.5887, device='cuda:0')"
"tensor(4.9069, device='cuda:0')","tensor(-1.3744, device='cuda:0')","tensor(-3.3871, device='cuda:0')"
"tensor(4.4769, device='cuda:0')","tensor(-0.1578, device='cuda:0')","tensor(-4.1439, device='cuda:0')"
"tensor(6.8279, device='cuda:0')","tensor(-2.5912, device='cuda:0')","tensor(-3.9233, device='cuda:0')"
"tensor(8.3616, device='cuda:0')","tensor(-2.7625, device='cuda:0')","tensor(-4.9036, device='cuda:0')"
"tensor(3.3284, device='cuda:0')","tensor(-3.4928, device='cuda:0')","tensor(0.1872, device='cuda:0')"
"tensor(5.1542, device='cuda:0')","tensor(-2.3658, device='cuda:0')","tensor(-2.5432, device='cuda:0')"
"tensor(5.8755, device='cuda:0')","tensor(-1.9432, device='cuda:0')","tensor(-3.8362, device='cuda:0')"
"tensor(5.1354, device='cuda:0')","tensor(-2.9248, device='cuda:0')","tensor(-2.1170, device='cuda:0')"
"tensor(5.5818, device='cuda:0')","tensor(-2.2866, device='cuda:0')","tensor(-3.0389, device='cuda:0')"
"tensor(4.4396, device='cuda:0')","tensor(-0.8977, device='cuda:0')","tensor(-3.1168, device='cuda:0')"
"tensor(8.4095, device='cuda:0')","tensor(-1.8774, device='cuda:0')","tensor(-5.8909, device='cuda:0')"
"tensor(4.6463, device='cuda:0')","tensor(-1.9851, device='cuda:0')","tensor(-2.6033, device='cuda:0')"
"tensor(2.3837, device='cuda:0')","tensor(2.5161, device='cuda:0')","tensor(-5.1335, device='cuda:0')"
"tensor(7.2000, device='cuda:0')","tensor(-1.9112, device='cuda:0')","tensor(-4.8116, device='cuda:0')"
"tensor(3.9248, device='cuda:0')","tensor(-1.2851, device='cuda:0')","tensor(-2.4666, device='cuda:0')"
"tensor(2.3134, device='cuda:0')","tensor(-2.8656, device='cuda:0')","tensor(0.6287, device='cuda:0')"
"tensor(5.8425, device='cuda:0')","tensor(-3.0488, device='cuda:0')","tensor(-2.4109, device='cuda:0')"
"tensor(5.9558, device='cuda:0')","tensor(-2.4704, device='cuda:0')","tensor(-3.1731, device='cuda:0')"
"tensor(7.4608, device='cuda:0')","tensor(-3.3092, device='cuda:0')","tensor(-3.5659, device='cuda:0')"
"tensor(4.1337, device='cuda:0')","tensor(-1.8414, device='cuda:0')","tensor(-2.1422, device='cuda:0')"
"tensor(6.0185, device='cuda:0')","tensor(-2.9967, device='cuda:0')","tensor(-2.7470, device='cuda:0')"
"tensor(7.2821, device='cuda:0')","tensor(0.4836, device='cuda:0')","tensor(-7.2294, device='cuda:0')"
"tensor(7.0349, device='cuda:0')","tensor(-2.6594, device='cuda:0')","tensor(-3.9471, device='cuda:0')"
"tensor(6.3984, device='cuda:0')","tensor(-2.4409, device='cuda:0')","tensor(-3.6706, device='cuda:0')"
"tensor(7.8251, device='cuda:0')","tensor(-1.0372, device='cuda:0')","tensor(-6.3322, device='cuda:0')"
"tensor(5.4590, device='cuda:0')","tensor(-2.0351, device='cuda:0')","tensor(-3.3875, device='cuda:0')"
"tensor(5.3576, device='cuda:0')","tensor(-2.7143, device='cuda:0')","tensor(-2.3827, device='cuda:0')"
"tensor(4.4484, device='cuda:0')","tensor(-2.4706, device='cuda:0')","tensor(-1.8371, device='cuda:0')"
"tensor(7.8235, device='cuda:0')","tensor(-1.4072, device='cuda:0')","tensor(-5.8635, device='cuda:0')"
"tensor(4.9325, device='cuda:0')","tensor(1.7496, device='cuda:0')","tensor(-6.5987, device='cuda:0')"
"tensor(6.8232, device='cuda:0')","tensor(-2.7486, device='cuda:0')","tensor(-3.5749, device='cuda:0')"
"tensor(5.3420, device='cuda:0')","tensor(-0.8885, device='cuda:0')","tensor(-4.5173, device='cuda:0')"
"tensor(5.9088, device='cuda:0')","tensor(-2.1307, device='cuda:0')","tensor(-3.5002, device='cuda:0')"
"tensor(6.0109, device='cuda:0')","tensor(-2.4230, device='cuda:0')","tensor(-3.3405, device='cuda:0')"
"tensor(6.0411, device='cuda:0')","tensor(-2.5371, device='cuda:0')","tensor(-3.1144, device='cuda:0')"
"tensor(6.6957, device='cuda:0')","tensor(-2.1823, device='cuda:0')","tensor(-4.0995, device='cuda:0')"
"tensor(5.1936, device='cuda:0')","tensor(-3.0975, device='cuda:0')","tensor(-1.9750, device='cuda:0')"
"tensor(5.6866, device='cuda:0')","tensor(-1.8406, device='cuda:0')","tensor(-3.5544, device='cuda:0')"
"tensor(6.2038, device='cuda:0')","tensor(-2.1907, device='cuda:0')","tensor(-3.6918, device='cuda:0')"
"tensor(4.3780, device='cuda:0')","tensor(-1.5238, device='cuda:0')","tensor(-2.7606, device='cuda:0')"
"tensor(5.5488, device='cuda:0')","tensor(-1.3353, device='cuda:0')","tensor(-3.9618, device='cuda:0')"
"tensor(2.7616, device='cuda:0')","tensor(-1.7834, device='cuda:0')","tensor(-1.1335, device='cuda:0')"
"tensor(6.4185, device='cuda:0')","tensor(-0.1710, device='cuda:0')","tensor(-5.8580, device='cuda:0')"
"tensor(4.3565, device='cuda:0')","tensor(-1.9601, device='cuda:0')","tensor(-2.2475, device='cuda:0')"
"tensor(0.2786, device='cuda:0')","tensor(-0.6989, device='cuda:0')","tensor(0.0600, device='cuda:0')"
"tensor(4.8894, device='cuda:0')","tensor(-1.5352, device='cuda:0')","tensor(-3.0212, device='cuda:0')"
"tensor(3.7174, device='cuda:0')","tensor(-1.9586, device='cuda:0')","tensor(-1.6619, device='cuda:0')"
"tensor(6.3016, device='cuda:0')","tensor(-2.4798, device='cuda:0')","tensor(-3.5760, device='cuda:0')"
"tensor(4.9052, device='cuda:0')","tensor(-2.6843, device='cuda:0')","tensor(-2.0030, device='cuda:0')"
"tensor(5.4420, device='cuda:0')","tensor(-2.1289, device='cuda:0')","tensor(-3.1047, device='cuda:0')"
"tensor(5.4317, device='cuda:0')","tensor(-2.0292, device='cuda:0')","tensor(-3.0854, device='cuda:0')"
"tensor(5.3905, device='cuda:0')","tensor(-0.6204, device='cuda:0')","tensor(-4.6641, device='cuda:0')"
"tensor(4.5285, device='cuda:0')","tensor(0.2161, device='cuda:0')","tensor(-4.3689, device='cuda:0')"
"tensor(5.7186, device='cuda:0')","tensor(-3.3952, device='cuda:0')","tensor(-1.9205, device='cuda:0')"
"tensor(4.5101, device='cuda:0')","tensor(-0.3669, device='cuda:0')","tensor(-4.0933, device='cuda:0')"
"tensor(8.4254, device='cuda:0')","tensor(-2.7867, device='cuda:0')","tensor(-4.9413, device='cuda:0')"
"tensor(6.9319, device='cuda:0')","tensor(-3.4150, device='cuda:0')","tensor(-2.8954, device='cuda:0')"
"tensor(4.1208, device='cuda:0')","tensor(-1.8483, device='cuda:0')","tensor(-2.1246, device='cuda:0')"
"tensor(6.3796, device='cuda:0')","tensor(-2.2637, device='cuda:0')","tensor(-3.8037, device='cuda:0')"
"tensor(5.8326, device='cuda:0')","tensor(-2.4361, device='cuda:0')","tensor(-3.1180, device='cuda:0')"
"tensor(4.0341, device='cuda:0')","tensor(-2.3753, device='cuda:0')","tensor(-1.6253, device='cuda:0')"
"tensor(3.9753, device='cuda:0')","tensor(-2.3444, device='cuda:0')","tensor(-1.5974, device='cuda:0')"
"tensor(4.6594, device='cuda:0')","tensor(-2.3566, device='cuda:0')","tensor(-2.0768, device='cuda:0')"
"tensor(6.1676, device='cuda:0')","tensor(-2.5363, device='cuda:0')","tensor(-3.2845, device='cuda:0')"
"tensor(5.7764, device='cuda:0')","tensor(-1.7871, device='cuda:0')","tensor(-3.7886, device='cuda:0')"
"tensor(4.9416, device='cuda:0')","tensor(-1.3889, device='cuda:0')","tensor(-3.4078, device='cuda:0')"
"tensor(5.2236, device='cuda:0')","tensor(-1.6312, device='cuda:0')","tensor(-3.2958, device='cuda:0')"
"tensor(6.3287, device='cuda:0')","tensor(-2.4983, device='cuda:0')","tensor(-3.5850, device='cuda:0')"
"tensor(7.4994, device='cuda:0')","tensor(-1.6681, device='cuda:0')","tensor(-5.2551, device='cuda:0')"
"tensor(5.8647, device='cuda:0')","tensor(-0.5925, device='cuda:0')","tensor(-4.9874, device='cuda:0')"
"tensor(6.0273, device='cuda:0')","tensor(-1.4315, device='cuda:0')","tensor(-4.2075, device='cuda:0')"
"tensor(4.3426, device='cuda:0')","tensor(-2.4920, device='cuda:0')","tensor(-1.6287, device='cuda:0')"
"tensor(5.7600, device='cuda:0')","tensor(-1.7293, device='cuda:0')","tensor(-3.6443, device='cuda:0')"
"tensor(5.8828, device='cuda:0')","tensor(-2.2607, device='cuda:0')","tensor(-3.2870, device='cuda:0')"
"tensor(4.5536, device='cuda:0')","tensor(-0.6294, device='cuda:0')","tensor(-3.7437, device='cuda:0')"
"tensor(3.4562, device='cuda:0')","tensor(-0.7065, device='cuda:0')","tensor(-2.7071, device='cuda:0')"
"tensor(9.6119, device='cuda:0')","tensor(-3.8020, device='cuda:0')","tensor(-4.9203, device='cuda:0')"
"tensor(2.6705, device='cuda:0')","tensor(3.8976, device='cuda:0')","tensor(-6.9248, device='cuda:0')"
"tensor(6.4998, device='cuda:0')","tensor(-1.9725, device='cuda:0')","tensor(-4.1717, device='cuda:0')"
"tensor(4.5567, device='cuda:0')","tensor(-2.6284, device='cuda:0')","tensor(-1.7638, device='cuda:0')"
"tensor(3.9658, device='cuda:0')","tensor(-2.6533, device='cuda:0')","tensor(-1.2604, device='cuda:0')"
"tensor(6.6138, device='cuda:0')","tensor(-2.0789, device='cuda:0')","tensor(-4.3342, device='cuda:0')"
"tensor(6.4184, device='cuda:0')","tensor(-2.4651, device='cuda:0')","tensor(-3.4143, device='cuda:0')"
"tensor(8.6050, device='cuda:0')","tensor(-2.9894, device='cuda:0')","tensor(-4.7332, device='cuda:0')"
"tensor(6.4929, device='cuda:0')","tensor(-1.4213, device='cuda:0')","tensor(-4.6789, device='cuda:0')"
"tensor(6.2790, device='cuda:0')","tensor(-2.4510, device='cuda:0')","tensor(-3.3656, device='cuda:0')"
"tensor(5.0305, device='cuda:0')","tensor(-2.5685, device='cuda:0')","tensor(-2.3012, device='cuda:0')"
"tensor(5.2952, device='cuda:0')","tensor(-2.7485, device='cuda:0')","tensor(-2.2747, device='cuda:0')"
"tensor(4.9414, device='cuda:0')","tensor(-0.4130, device='cuda:0')","tensor(-4.6093, device='cuda:0')"
"tensor(5.5107, device='cuda:0')","tensor(-2.0673, device='cuda:0')","tensor(-3.3731, device='cuda:0')"
"tensor(-0.5095, device='cuda:0')","tensor(-1.0367, device='cuda:0')","tensor(1.1004, device='cuda:0')"
"tensor(5.5052, device='cuda:0')","tensor(-2.6921, device='cuda:0')","tensor(-2.5708, device='cuda:0')"
"tensor(5.9645, device='cuda:0')","tensor(-2.4044, device='cuda:0')","tensor(-3.0756, device='cuda:0')"
"tensor(8.8804, device='cuda:0')","tensor(-2.6060, device='cuda:0')","tensor(-5.6547, device='cuda:0')"
"tensor(8.1212, device='cuda:0')","tensor(-2.2170, device='cuda:0')","tensor(-5.4128, device='cuda:0')"
"tensor(6.3953, device='cuda:0')","tensor(-1.0579, device='cuda:0')","tensor(-4.9507, device='cuda:0')"
"tensor(7.0455, device='cuda:0')","tensor(-2.2707, device='cuda:0')","tensor(-4.2528, device='cuda:0')"
"tensor(5.1003, device='cuda:0')","tensor(-2.6030, device='cuda:0')","tensor(-2.3369, device='cuda:0')"
"tensor(4.8967, device='cuda:0')","tensor(-0.9687, device='cuda:0')","tensor(-3.8441, device='cuda:0')"
"tensor(5.9133, device='cuda:0')","tensor(-1.6884, device='cuda:0')","tensor(-3.8238, device='cuda:0')"
"tensor(5.7649, device='cuda:0')","tensor(-2.2756, device='cuda:0')","tensor(-3.1579, device='cuda:0')"
"tensor(6.3210, device='cuda:0')","tensor(-0.2319, device='cuda:0')","tensor(-5.7581, device='cuda:0')"
"tensor(5.2718, device='cuda:0')","tensor(-0.8260, device='cuda:0')","tensor(-4.0823, device='cuda:0')"
"tensor(5.6213, device='cuda:0')","tensor(-2.3154, device='cuda:0')","tensor(-2.9955, device='cuda:0')"
"tensor(7.3916, device='cuda:0')","tensor(-3.1034, device='cuda:0')","tensor(-3.8304, device='cuda:0')"
"tensor(6.0884, device='cuda:0')","tensor(-2.5524, device='cuda:0')","tensor(-3.1452, device='cuda:0')"
"tensor(2.2831, device='cuda:0')","tensor(-3.0435, device='cuda:0')","tensor(0.7675, device='cuda:0')"
"tensor(5.0371, device='cuda:0')","tensor(-2.7731, device='cuda:0')","tensor(-2.1204, device='cuda:0')"
"tensor(6.4583, device='cuda:0')","tensor(-2.2024, device='cuda:0')","tensor(-3.9613, device='cuda:0')"
"tensor(6.7548, device='cuda:0')","tensor(-0.6660, device='cuda:0')","tensor(-5.6626, device='cuda:0')"
"tensor(6.0455, device='cuda:0')","tensor(-0.8822, device='cuda:0')","tensor(-4.7712, device='cuda:0')"
"tensor(6.8242, device='cuda:0')","tensor(-3.2633, device='cuda:0')","tensor(-3.2378, device='cuda:0')"
"tensor(5.4780, device='cuda:0')","tensor(-1.9163, device='cuda:0')","tensor(-3.2613, device='cuda:0')"
"tensor(1.9188, device='cuda:0')","tensor(-2.2715, device='cuda:0')","tensor(0.2690, device='cuda:0')"
"tensor(5.2584, device='cuda:0')","tensor(-2.6321, device='cuda:0')","tensor(-2.3195, device='cuda:0')"
"tensor(4.2063, device='cuda:0')","tensor(-1.4471, device='cuda:0')","tensor(-2.7007, device='cuda:0')"
"tensor(-1.4734, device='cuda:0')","tensor(4.9437, device='cuda:0')","tensor(-4.1683, device='cuda:0')"
"tensor(6.2344, device='cuda:0')","tensor(-0.9096, device='cuda:0')","tensor(-4.8477, device='cuda:0')"
"tensor(4.0165, device='cuda:0')","tensor(-1.8413, device='cuda:0')","tensor(-2.0228, device='cuda:0')"
"tensor(6.9847, device='cuda:0')","tensor(-2.1468, device='cuda:0')","tensor(-4.3574, device='cuda:0')"
"tensor(3.9789, device='cuda:0')","tensor(-2.0510, device='cuda:0')","tensor(-1.7639, device='cuda:0')"
"tensor(4.3969, device='cuda:0')","tensor(-0.9430, device='cuda:0')","tensor(-3.3714, device='cuda:0')"
"tensor(4.3154, device='cuda:0')","tensor(-0.6421, device='cuda:0')","tensor(-3.3003, device='cuda:0')"
"tensor(3.5074, device='cuda:0')","tensor(-1.4718, device='cuda:0')","tensor(-1.9419, device='cuda:0')"
"tensor(3.6094, device='cuda:0')","tensor(-1.8069, device='cuda:0')","tensor(-1.8167, device='cuda:0')"
"tensor(6.3319, device='cuda:0')","tensor(-2.4938, device='cuda:0')","tensor(-3.5916, device='cuda:0')"
"tensor(6.2463, device='cuda:0')","tensor(-1.1652, device='cuda:0')","tensor(-4.7932, device='cuda:0')"
"tensor(6.6042, device='cuda:0')","tensor(-1.3401, device='cuda:0')","tensor(-4.7561, device='cuda:0')"
"tensor(6.0437, device='cuda:0')","tensor(-3.0329, device='cuda:0')","tensor(-2.6239, device='cuda:0')"
"tensor(5.0458, device='cuda:0')","tensor(-1.8760, device='cuda:0')","tensor(-2.8808, device='cuda:0')"
"tensor(3.8138, device='cuda:0')","tensor(0.0870, device='cuda:0')","tensor(-3.8582, device='cuda:0')"
"tensor(6.0490, device='cuda:0')","tensor(-1.9321, device='cuda:0')","tensor(-3.8106, device='cuda:0')"
"tensor(5.1435, device='cuda:0')","tensor(-2.3744, device='cuda:0')","tensor(-2.7078, device='cuda:0')"
"tensor(1.5989, device='cuda:0')","tensor(0.5835, device='cuda:0')","tensor(-2.4082, device='cuda:0')"
"tensor(6.2383, device='cuda:0')","tensor(-1.4326, device='cuda:0')","tensor(-4.4377, device='cuda:0')"
"tensor(-1.7555, device='cuda:0')","tensor(1.6903, device='cuda:0')","tensor(-0.4754, device='cuda:0')"
"tensor(2.6211, device='cuda:0')","tensor(1.2039, device='cuda:0')","tensor(-4.0558, device='cuda:0')"
"tensor(4.7815, device='cuda:0')","tensor(-3.2510, device='cuda:0')","tensor(-1.2569, device='cuda:0')"
"tensor(6.8487, device='cuda:0')","tensor(-0.8249, device='cuda:0')","tensor(-5.7750, device='cuda:0')"
"tensor(6.2165, device='cuda:0')","tensor(-1.8695, device='cuda:0')","tensor(-3.9683, device='cuda:0')"
"tensor(5.3623, device='cuda:0')","tensor(-2.6884, device='cuda:0')","tensor(-2.4113, device='cuda:0')"
"tensor(6.5755, device='cuda:0')","tensor(-2.0523, device='cuda:0')","tensor(-4.2223, device='cuda:0')"
"tensor(-1.5877, device='cuda:0')","tensor(5.0491, device='cuda:0')","tensor(-4.1976, device='cuda:0')"
"tensor(4.6092, device='cuda:0')","tensor(-0.7602, device='cuda:0')","tensor(-3.4623, device='cuda:0')"
"tensor(4.4578, device='cuda:0')","tensor(-2.2398, device='cuda:0')","tensor(-2.1006, device='cuda:0')"
"tensor(6.4734, device='cuda:0')","tensor(-1.4451, device='cuda:0')","tensor(-4.7789, device='cuda:0')"
"tensor(4.1632, device='cuda:0')","tensor(-2.0193, device='cuda:0')","tensor(-1.8609, device='cuda:0')"
"tensor(4.7556, device='cuda:0')","tensor(-2.0628, device='cuda:0')","tensor(-2.3451, device='cuda:0')"
"tensor(4.1039, device='cuda:0')","tensor(-1.8005, device='cuda:0')","tensor(-2.1427, device='cuda:0')"
"tensor(6.1364, device='cuda:0')","tensor(-2.6580, device='cuda:0')","tensor(-3.2632, device='cuda:0')"
"tensor(8.4731, device='cuda:0')","tensor(-1.3547, device='cuda:0')","tensor(-6.5465, device='cuda:0')"
"tensor(6.5499, device='cuda:0')","tensor(-2.0598, device='cuda:0')","tensor(-4.1001, device='cuda:0')"
"tensor(5.2128, device='cuda:0')","tensor(-2.5764, device='cuda:0')","tensor(-2.3833, device='cuda:0')"
"tensor(7.4602, device='cuda:0')","tensor(-1.5243, device='cuda:0')","tensor(-5.5075, device='cuda:0')"
"tensor(3.3129, device='cuda:0')","tensor(-2.5747, device='cuda:0')","tensor(-0.6763, device='cuda:0')"
"tensor(2.5156, device='cuda:0')","tensor(-1.2008, device='cuda:0')","tensor(-1.8764, device='cuda:0')"
"tensor(6.0615, device='cuda:0')","tensor(-0.7504, device='cuda:0')","tensor(-5.0076, device='cuda:0')"
"tensor(5.3449, device='cuda:0')","tensor(-2.6987, device='cuda:0')","tensor(-2.3877, device='cuda:0')"
"tensor(5.1620, device='cuda:0')","tensor(-3.4522, device='cuda:0')","tensor(-1.5575, device='cuda:0')"
"tensor(3.7682, device='cuda:0')","tensor(-2.7535, device='cuda:0')","tensor(-0.8463, device='cuda:0')"
"tensor(6.1475, device='cuda:0')","tensor(-3.7638, device='cuda:0')","tensor(-1.9399, device='cuda:0')"
"tensor(9.8703, device='cuda:0')","tensor(-3.4411, device='cuda:0')","tensor(-5.5552, device='cuda:0')"
"tensor(7.1882, device='cuda:0')","tensor(-2.2351, device='cuda:0')","tensor(-4.3973, device='cuda:0')"
"tensor(6.2644, device='cuda:0')","tensor(-2.4684, device='cuda:0')","tensor(-3.5517, device='cuda:0')"
"tensor(5.9171, device='cuda:0')","tensor(-2.3013, device='cuda:0')","tensor(-3.3727, device='cuda:0')"
"tensor(9.3504, device='cuda:0')","tensor(-3.1197, device='cuda:0')","tensor(-5.6006, device='cuda:0')"
"tensor(4.6236, device='cuda:0')","tensor(-2.6459, device='cuda:0')","tensor(-1.9477, device='cuda:0')"
"tensor(3.2887, device='cuda:0')","tensor(-1.9552, device='cuda:0')","tensor(-1.1213, device='cuda:0')"
"tensor(3.8096, device='cuda:0')","tensor(-2.2337, device='cuda:0')","tensor(-1.5063, device='cuda:0')"
"tensor(5.6808, device='cuda:0')","tensor(1.9763, device='cuda:0')","tensor(-7.5868, device='cuda:0')"
"tensor(5.6433, device='cuda:0')","tensor(-2.0305, device='cuda:0')","tensor(-3.1915, device='cuda:0')"
"tensor(4.7447, device='cuda:0')","tensor(-1.9624, device='cuda:0')","tensor(-2.7420, device='cuda:0')"
"tensor(5.3453, device='cuda:0')","tensor(-0.8150, device='cuda:0')","tensor(-4.2763, device='cuda:0')"
"tensor(3.1586, device='cuda:0')","tensor(-2.4766, device='cuda:0')","tensor(-0.5525, device='cuda:0')"
"tensor(4.8660, device='cuda:0')","tensor(-2.2260, device='cuda:0')","tensor(-2.4161, device='cuda:0')"
