"tensor(3.2402, device='cuda:0')","tensor(-2.1888, device='cuda:0')","tensor(-2.0661, device='cuda:0')"
"tensor(2.6397, device='cuda:0')","tensor(-2.6332, device='cuda:0')","tensor(-0.9247, device='cuda:0')"
"tensor(1.3384, device='cuda:0')","tensor(-2.2740, device='cuda:0')","tensor(0.2755, device='cuda:0')"
"tensor(4.1048, device='cuda:0')","tensor(-3.5145, device='cuda:0')","tensor(-1.8913, device='cuda:0')"
"tensor(1.7155, device='cuda:0')","tensor(-3.1652, device='cuda:0')","tensor(0.6377, device='cuda:0')"
"tensor(3.8027, device='cuda:0')","tensor(-3.3321, device='cuda:0')","tensor(-1.6689, device='cuda:0')"
"tensor(3.8549, device='cuda:0')","tensor(-2.9045, device='cuda:0')","tensor(-2.1261, device='cuda:0')"
"tensor(3.3155, device='cuda:0')","tensor(-2.6601, device='cuda:0')","tensor(-1.7209, device='cuda:0')"
"tensor(2.6897, device='cuda:0')","tensor(-1.3015, device='cuda:0')","tensor(-2.1919, device='cuda:0')"
"tensor(3.9707, device='cuda:0')","tensor(-4.0431, device='cuda:0')","tensor(-1.2965, device='cuda:0')"
"tensor(1.4946, device='cuda:0')","tensor(-0.3608, device='cuda:0')","tensor(-1.6683, device='cuda:0')"
"tensor(4.4602, device='cuda:0')","tensor(-3.5134, device='cuda:0')","tensor(-2.3395, device='cuda:0')"
"tensor(3.2691, device='cuda:0')","tensor(-3.2911, device='cuda:0')","tensor(-1.0367, device='cuda:0')"
"tensor(1.3677, device='cuda:0')","tensor(-2.3809, device='cuda:0')","tensor(0.3758, device='cuda:0')"
"tensor(3.6332, device='cuda:0')","tensor(-3.0217, device='cuda:0')","tensor(-1.7545, device='cuda:0')"
"tensor(3.4518, device='cuda:0')","tensor(-3.4830, device='cuda:0')","tensor(-1.1668, device='cuda:0')"
"tensor(2.7099, device='cuda:0')","tensor(-2.3763, device='cuda:0')","tensor(-1.1902, device='cuda:0')"
"tensor(2.7167, device='cuda:0')","tensor(-2.3333, device='cuda:0')","tensor(-1.2277, device='cuda:0')"
"tensor(3.2186, device='cuda:0')","tensor(-2.9219, device='cuda:0')","tensor(-1.2959, device='cuda:0')"
"tensor(3.8694, device='cuda:0')","tensor(-3.3117, device='cuda:0')","tensor(-1.7970, device='cuda:0')"
"tensor(3.4172, device='cuda:0')","tensor(-2.7990, device='cuda:0')","tensor(-1.6983, device='cuda:0')"
"tensor(3.3720, device='cuda:0')","tensor(-2.5073, device='cuda:0')","tensor(-1.8122, device='cuda:0')"
"tensor(3.2075, device='cuda:0')","tensor(-2.7805, device='cuda:0')","tensor(-1.4210, device='cuda:0')"
"tensor(4.1040, device='cuda:0')","tensor(-3.3131, device='cuda:0')","tensor(-2.0629, device='cuda:0')"
"tensor(3.1724, device='cuda:0')","tensor(-2.1498, device='cuda:0')","tensor(-1.9047, device='cuda:0')"
"tensor(3.7693, device='cuda:0')","tensor(-2.5115, device='cuda:0')","tensor(-2.4953, device='cuda:0')"
"tensor(3.4638, device='cuda:0')","tensor(-3.0061, device='cuda:0')","tensor(-1.6838, device='cuda:0')"
"tensor(1.4536, device='cuda:0')","tensor(-3.2322, device='cuda:0')","tensor(0.9622, device='cuda:0')"
"tensor(2.7016, device='cuda:0')","tensor(-2.4353, device='cuda:0')","tensor(-1.2236, device='cuda:0')"
"tensor(3.7011, device='cuda:0')","tensor(-3.0036, device='cuda:0')","tensor(-1.8357, device='cuda:0')"
"tensor(2.9261, device='cuda:0')","tensor(-1.8139, device='cuda:0')","tensor(-2.1593, device='cuda:0')"
"tensor(1.4824, device='cuda:0')","tensor(-1.7069, device='cuda:0')","tensor(-0.4244, device='cuda:0')"
"tensor(5.1428, device='cuda:0')","tensor(-3.9306, device='cuda:0')","tensor(-2.9137, device='cuda:0')"
"tensor(1.4652, device='cuda:0')","tensor(1.3502, device='cuda:0')","tensor(-3.4365, device='cuda:0')"
"tensor(3.3150, device='cuda:0')","tensor(-2.3945, device='cuda:0')","tensor(-1.9874, device='cuda:0')"
"tensor(2.8530, device='cuda:0')","tensor(-2.7255, device='cuda:0')","tensor(-1.1067, device='cuda:0')"
"tensor(2.0695, device='cuda:0')","tensor(-2.8710, device='cuda:0')","tensor(-0.0927, device='cuda:0')"
"tensor(4.5774, device='cuda:0')","tensor(-2.7854, device='cuda:0')","tensor(-3.1561, device='cuda:0')"
"tensor(2.9305, device='cuda:0')","tensor(-2.3891, device='cuda:0')","tensor(-1.4736, device='cuda:0')"
"tensor(4.6407, device='cuda:0')","tensor(-3.5606, device='cuda:0')","tensor(-2.5796, device='cuda:0')"
"tensor(3.5422, device='cuda:0')","tensor(-2.4435, device='cuda:0')","tensor(-2.1859, device='cuda:0')"
"tensor(3.2431, device='cuda:0')","tensor(-2.7147, device='cuda:0')","tensor(-1.7049, device='cuda:0')"
"tensor(3.2607, device='cuda:0')","tensor(-3.6032, device='cuda:0')","tensor(-0.7922, device='cuda:0')"
"tensor(2.1575, device='cuda:0')","tensor(-3.4237, device='cuda:0')","tensor(0.3684, device='cuda:0')"
"tensor(3.4858, device='cuda:0')","tensor(-1.3754, device='cuda:0')","tensor(-3.1408, device='cuda:0')"
"tensor(3.9576, device='cuda:0')","tensor(-3.0891, device='cuda:0')","tensor(-2.1026, device='cuda:0')"
"tensor(1.4402, device='cuda:0')","tensor(-2.9771, device='cuda:0')","tensor(0.6897, device='cuda:0')"
"tensor(2.7211, device='cuda:0')","tensor(-3.1372, device='cuda:0')","tensor(-0.5846, device='cuda:0')"
"tensor(3.3231, device='cuda:0')","tensor(-2.7602, device='cuda:0')","tensor(-1.5964, device='cuda:0')"
"tensor(4.6780, device='cuda:0')","tensor(-3.3779, device='cuda:0')","tensor(-2.7532, device='cuda:0')"
"tensor(3.9707, device='cuda:0')","tensor(-3.5728, device='cuda:0')","tensor(-1.6721, device='cuda:0')"
"tensor(4.3227, device='cuda:0')","tensor(-2.3471, device='cuda:0')","tensor(-3.2930, device='cuda:0')"
"tensor(3.9079, device='cuda:0')","tensor(-2.7996, device='cuda:0')","tensor(-2.2893, device='cuda:0')"
"tensor(3.2336, device='cuda:0')","tensor(-3.5020, device='cuda:0')","tensor(-0.8479, device='cuda:0')"
"tensor(2.8230, device='cuda:0')","tensor(-1.7915, device='cuda:0')","tensor(-1.9042, device='cuda:0')"
"tensor(3.3701, device='cuda:0')","tensor(-1.9350, device='cuda:0')","tensor(-2.4738, device='cuda:0')"
"tensor(3.3562, device='cuda:0')","tensor(-2.4915, device='cuda:0')","tensor(-1.9002, device='cuda:0')"
"tensor(3.5473, device='cuda:0')","tensor(-1.6056, device='cuda:0')","tensor(-2.9790, device='cuda:0')"
"tensor(2.6635, device='cuda:0')","tensor(-1.7762, device='cuda:0')","tensor(-1.6760, device='cuda:0')"
"tensor(3.8088, device='cuda:0')","tensor(-3.4543, device='cuda:0')","tensor(-1.5745, device='cuda:0')"
"tensor(4.5087, device='cuda:0')","tensor(-3.6666, device='cuda:0')","tensor(-2.2527, device='cuda:0')"
"tensor(3.6655, device='cuda:0')","tensor(-3.1407, device='cuda:0')","tensor(-1.6610, device='cuda:0')"
"tensor(0.9275, device='cuda:0')","tensor(-3.1014, device='cuda:0')","tensor(1.3015, device='cuda:0')"
"tensor(3.3854, device='cuda:0')","tensor(-2.4507, device='cuda:0')","tensor(-2.1322, device='cuda:0')"
"tensor(3.7483, device='cuda:0')","tensor(-3.1903, device='cuda:0')","tensor(-1.7479, device='cuda:0')"
"tensor(3.7801, device='cuda:0')","tensor(-1.8974, device='cuda:0')","tensor(-2.9621, device='cuda:0')"
"tensor(3.4397, device='cuda:0')","tensor(-2.0795, device='cuda:0')","tensor(-2.4718, device='cuda:0')"
"tensor(4.2700, device='cuda:0')","tensor(-3.5828, device='cuda:0')","tensor(-2.0686, device='cuda:0')"
"tensor(3.3951, device='cuda:0')","tensor(-2.6584, device='cuda:0')","tensor(-1.7595, device='cuda:0')"
"tensor(0.0090, device='cuda:0')","tensor(-2.4601, device='cuda:0')","tensor(1.7325, device='cuda:0')"
"tensor(3.9221, device='cuda:0')","tensor(-3.5141, device='cuda:0')","tensor(-1.6894, device='cuda:0')"
"tensor(2.6996, device='cuda:0')","tensor(-2.4738, device='cuda:0')","tensor(-1.1302, device='cuda:0')"
"tensor(-1.4368, device='cuda:0')","tensor(3.7353, device='cuda:0')","tensor(-2.2662, device='cuda:0')"
"tensor(2.9415, device='cuda:0')","tensor(-1.5780, device='cuda:0')","tensor(-2.2340, device='cuda:0')"
"tensor(1.5648, device='cuda:0')","tensor(-2.3017, device='cuda:0')","tensor(0.1062, device='cuda:0')"
"tensor(4.3220, device='cuda:0')","tensor(-2.8273, device='cuda:0')","tensor(-2.8124, device='cuda:0')"
"tensor(2.1561, device='cuda:0')","tensor(-2.6242, device='cuda:0')","tensor(-0.3133, device='cuda:0')"
"tensor(2.8585, device='cuda:0')","tensor(-1.4148, device='cuda:0')","tensor(-2.3312, device='cuda:0')"
"tensor(3.1061, device='cuda:0')","tensor(-1.9462, device='cuda:0')","tensor(-2.0705, device='cuda:0')"
"tensor(1.1055, device='cuda:0')","tensor(-1.7567, device='cuda:0')","tensor(0.1535, device='cuda:0')"
"tensor(2.3243, device='cuda:0')","tensor(-2.5585, device='cuda:0')","tensor(-0.5668, device='cuda:0')"
"tensor(4.1523, device='cuda:0')","tensor(-3.3571, device='cuda:0')","tensor(-2.0826, device='cuda:0')"
"tensor(3.4607, device='cuda:0')","tensor(-2.5581, device='cuda:0')","tensor(-1.9553, device='cuda:0')"
"tensor(3.3374, device='cuda:0')","tensor(-2.5158, device='cuda:0')","tensor(-1.8946, device='cuda:0')"
"tensor(4.0058, device='cuda:0')","tensor(-3.5415, device='cuda:0')","tensor(-1.7503, device='cuda:0')"
"tensor(3.2747, device='cuda:0')","tensor(-2.9442, device='cuda:0')","tensor(-1.4252, device='cuda:0')"
"tensor(2.6867, device='cuda:0')","tensor(-1.9944, device='cuda:0')","tensor(-1.7422, device='cuda:0')"
"tensor(3.3293, device='cuda:0')","tensor(-3.1309, device='cuda:0')","tensor(-1.3080, device='cuda:0')"
"tensor(3.6152, device='cuda:0')","tensor(-3.0095, device='cuda:0')","tensor(-1.6948, device='cuda:0')"
"tensor(-0.0601, device='cuda:0')","tensor(1.2430, device='cuda:0')","tensor(-1.2849, device='cuda:0')"
"tensor(3.8053, device='cuda:0')","tensor(-2.9503, device='cuda:0')","tensor(-2.0788, device='cuda:0')"
"tensor(-1.5843, device='cuda:0')","tensor(1.2967, device='cuda:0')","tensor(0.2435, device='cuda:0')"
"tensor(2.6735, device='cuda:0')","tensor(-0.8902, device='cuda:0')","tensor(-2.8908, device='cuda:0')"
"tensor(3.1307, device='cuda:0')","tensor(-3.1559, device='cuda:0')","tensor(-1.0365, device='cuda:0')"
"tensor(4.4675, device='cuda:0')","tensor(-2.9508, device='cuda:0')","tensor(-2.8339, device='cuda:0')"
"tensor(3.8697, device='cuda:0')","tensor(-2.7800, device='cuda:0')","tensor(-2.3052, device='cuda:0')"
"tensor(3.0406, device='cuda:0')","tensor(-3.1297, device='cuda:0')","tensor(-0.9331, device='cuda:0')"
"tensor(3.5280, device='cuda:0')","tensor(-3.0884, device='cuda:0')","tensor(-1.5992, device='cuda:0')"
"tensor(-1.6566, device='cuda:0')","tensor(3.8017, device='cuda:0')","tensor(-2.0705, device='cuda:0')"
"tensor(3.1620, device='cuda:0')","tensor(-2.1228, device='cuda:0')","tensor(-1.9825, device='cuda:0')"
"tensor(2.7118, device='cuda:0')","tensor(-2.9952, device='cuda:0')","tensor(-0.6946, device='cuda:0')"
"tensor(4.5776, device='cuda:0')","tensor(-3.2697, device='cuda:0')","tensor(-2.7723, device='cuda:0')"
"tensor(2.4739, device='cuda:0')","tensor(-2.5341, device='cuda:0')","tensor(-0.7887, device='cuda:0')"
"tensor(2.5002, device='cuda:0')","tensor(-1.5101, device='cuda:0')","tensor(-1.8878, device='cuda:0')"
"tensor(1.4178, device='cuda:0')","tensor(-2.1358, device='cuda:0')","tensor(0.1184, device='cuda:0')"
"tensor(3.9650, device='cuda:0')","tensor(-3.2698, device='cuda:0')","tensor(-1.9334, device='cuda:0')"
"tensor(5.1602, device='cuda:0')","tensor(-2.9499, device='cuda:0')","tensor(-3.8090, device='cuda:0')"
"tensor(3.8951, device='cuda:0')","tensor(-2.9382, device='cuda:0')","tensor(-2.1817, device='cuda:0')"
"tensor(1.9943, device='cuda:0')","tensor(-3.1870, device='cuda:0')","tensor(0.2830, device='cuda:0')"
"tensor(4.1119, device='cuda:0')","tensor(-2.4237, device='cuda:0')","tensor(-2.9723, device='cuda:0')"
"tensor(1.8818, device='cuda:0')","tensor(-2.6570, device='cuda:0')","tensor(-0.0142, device='cuda:0')"
"tensor(0.9298, device='cuda:0')","tensor(-0.9986, device='cuda:0')","tensor(-0.5254, device='cuda:0')"
"tensor(3.3734, device='cuda:0')","tensor(-1.1716, device='cuda:0')","tensor(-3.1196, device='cuda:0')"
"tensor(2.9117, device='cuda:0')","tensor(-3.3511, device='cuda:0')","tensor(-0.5784, device='cuda:0')"
"tensor(3.4325, device='cuda:0')","tensor(-3.8012, device='cuda:0')","tensor(-0.7837, device='cuda:0')"
"tensor(1.5151, device='cuda:0')","tensor(-2.8377, device='cuda:0')","tensor(0.4626, device='cuda:0')"
"tensor(3.0538, device='cuda:0')","tensor(-3.3556, device='cuda:0')","tensor(-0.7290, device='cuda:0')"
"tensor(5.4674, device='cuda:0')","tensor(-4.5564, device='cuda:0')","tensor(-2.7234, device='cuda:0')"
"tensor(3.9229, device='cuda:0')","tensor(-3.2267, device='cuda:0')","tensor(-1.9451, device='cuda:0')"
"tensor(4.0297, device='cuda:0')","tensor(-3.4910, device='cuda:0')","tensor(-1.8473, device='cuda:0')"
"tensor(3.9066, device='cuda:0')","tensor(-3.3633, device='cuda:0')","tensor(-1.7880, device='cuda:0')"
"tensor(6.1521, device='cuda:0')","tensor(-4.5224, device='cuda:0')","tensor(-3.6793, device='cuda:0')"
"tensor(3.5469, device='cuda:0')","tensor(-3.1585, device='cuda:0')","tensor(-1.5708, device='cuda:0')"
"tensor(2.2909, device='cuda:0')","tensor(-2.4501, device='cuda:0')","tensor(-0.6543, device='cuda:0')"
"tensor(2.6211, device='cuda:0')","tensor(-2.7575, device='cuda:0')","tensor(-0.7864, device='cuda:0')"
"tensor(4.1561, device='cuda:0')","tensor(-1.5612, device='cuda:0')","tensor(-3.8623, device='cuda:0')"
"tensor(3.3958, device='cuda:0')","tensor(-2.3635, device='cuda:0')","tensor(-2.0442, device='cuda:0')"
"tensor(3.6560, device='cuda:0')","tensor(-3.0851, device='cuda:0')","tensor(-1.6738, device='cuda:0')"
"tensor(3.6263, device='cuda:0')","tensor(-2.5490, device='cuda:0')","tensor(-2.2149, device='cuda:0')"
"tensor(1.5656, device='cuda:0')","tensor(-2.4757, device='cuda:0')","tensor(0.2367, device='cuda:0')"
"tensor(2.9369, device='cuda:0')","tensor(-2.7920, device='cuda:0')","tensor(-1.1385, device='cuda:0')"
