"tensor(4.7526, device='cuda:0')","tensor(-3.2140, device='cuda:0')","tensor(-1.5920, device='cuda:0')"
"tensor(7.5572, device='cuda:0')","tensor(-5.0834, device='cuda:0')","tensor(-2.3364, device='cuda:0')"
"tensor(2.7823, device='cuda:0')","tensor(-0.8076, device='cuda:0')","tensor(-1.9662, device='cuda:0')"
"tensor(6.0371, device='cuda:0')","tensor(-4.2690, device='cuda:0')","tensor(-1.7532, device='cuda:0')"
"tensor(3.5702, device='cuda:0')","tensor(-3.7605, device='cuda:0')","tensor(-0.1268, device='cuda:0')"
"tensor(5.3236, device='cuda:0')","tensor(-4.7959, device='cuda:0')","tensor(-0.6093, device='cuda:0')"
"tensor(5.7155, device='cuda:0')","tensor(-4.5887, device='cuda:0')","tensor(-1.0764, device='cuda:0')"
"tensor(4.5304, device='cuda:0')","tensor(-3.8235, device='cuda:0')","tensor(-0.8088, device='cuda:0')"
"tensor(4.3985, device='cuda:0')","tensor(-4.2025, device='cuda:0')","tensor(-0.3945, device='cuda:0')"
"tensor(2.9654, device='cuda:0')","tensor(-4.6340, device='cuda:0')","tensor(1.0336, device='cuda:0')"
"tensor(4.8556, device='cuda:0')","tensor(-4.0582, device='cuda:0')","tensor(-1.0202, device='cuda:0')"
"tensor(2.4210, device='cuda:0')","tensor(-4.1052, device='cuda:0')","tensor(1.2493, device='cuda:0')"
"tensor(4.0748, device='cuda:0')","tensor(-3.4305, device='cuda:0')","tensor(-0.8940, device='cuda:0')"
"tensor(3.1532, device='cuda:0')","tensor(-3.2343, device='cuda:0')","tensor(-0.2453, device='cuda:0')"
"tensor(2.6434, device='cuda:0')","tensor(-3.3615, device='cuda:0')","tensor(0.2331, device='cuda:0')"
"tensor(4.2725, device='cuda:0')","tensor(-1.8635, device='cuda:0')","tensor(-2.4642, device='cuda:0')"
"tensor(2.3337, device='cuda:0')","tensor(-3.7405, device='cuda:0')","tensor(0.8868, device='cuda:0')"
"tensor(0.3983, device='cuda:0')","tensor(-2.2794, device='cuda:0')","tensor(1.3196, device='cuda:0')"
"tensor(3.5136, device='cuda:0')","tensor(-3.8770, device='cuda:0')","tensor(0.0695, device='cuda:0')"
"tensor(2.2548, device='cuda:0')","tensor(-3.5884, device='cuda:0')","tensor(0.7983, device='cuda:0')"
"tensor(5.8305, device='cuda:0')","tensor(-4.6118, device='cuda:0')","tensor(-1.1492, device='cuda:0')"
"tensor(2.4998, device='cuda:0')","tensor(-4.4457, device='cuda:0')","tensor(1.4293, device='cuda:0')"
"tensor(4.4268, device='cuda:0')","tensor(-4.3990, device='cuda:0')","tensor(-0.3580, device='cuda:0')"
"tensor(5.2938, device='cuda:0')","tensor(-4.1499, device='cuda:0')","tensor(-1.1466, device='cuda:0')"
"tensor(2.8639, device='cuda:0')","tensor(-2.4290, device='cuda:0')","tensor(-0.8264, device='cuda:0')"
"tensor(4.7484, device='cuda:0')","tensor(-1.7335, device='cuda:0')","tensor(-3.1279, device='cuda:0')"
"tensor(3.8691, device='cuda:0')","tensor(-5.1028, device='cuda:0')","tensor(0.9076, device='cuda:0')"
"tensor(3.9064, device='cuda:0')","tensor(-2.1776, device='cuda:0')","tensor(-1.7578, device='cuda:0')"
"tensor(6.0415, device='cuda:0')","tensor(-4.3327, device='cuda:0')","tensor(-1.8099, device='cuda:0')"
"tensor(4.3384, device='cuda:0')","tensor(-4.4427, device='cuda:0')","tensor(-0.1994, device='cuda:0')"
"tensor(2.3337, device='cuda:0')","tensor(-3.7405, device='cuda:0')","tensor(0.8868, device='cuda:0')"
"tensor(5.1572, device='cuda:0')","tensor(-3.9278, device='cuda:0')","tensor(-1.1988, device='cuda:0')"
"tensor(3.9885, device='cuda:0')","tensor(-3.9758, device='cuda:0')","tensor(-0.2651, device='cuda:0')"
"tensor(2.4018, device='cuda:0')","tensor(-3.2480, device='cuda:0')","tensor(0.2524, device='cuda:0')"
"tensor(2.4018, device='cuda:0')","tensor(-3.2480, device='cuda:0')","tensor(0.2524, device='cuda:0')"
"tensor(4.2307, device='cuda:0')","tensor(-4.0432, device='cuda:0')","tensor(-0.3496, device='cuda:0')"
"tensor(4.3084, device='cuda:0')","tensor(-4.3559, device='cuda:0')","tensor(-0.1553, device='cuda:0')"
"tensor(3.4389, device='cuda:0')","tensor(-4.0303, device='cuda:0')","tensor(0.1625, device='cuda:0')"
"tensor(4.2390, device='cuda:0')","tensor(-2.9847, device='cuda:0')","tensor(-1.3670, device='cuda:0')"
"tensor(3.9570, device='cuda:0')","tensor(-3.9071, device='cuda:0')","tensor(-0.3396, device='cuda:0')"
"tensor(5.8305, device='cuda:0')","tensor(-4.6118, device='cuda:0')","tensor(-1.1492, device='cuda:0')"
"tensor(5.9247, device='cuda:0')","tensor(-3.8279, device='cuda:0')","tensor(-2.0384, device='cuda:0')"
"tensor(5.6792, device='cuda:0')","tensor(-2.9595, device='cuda:0')","tensor(-2.6685, device='cuda:0')"
"tensor(5.4735, device='cuda:0')","tensor(-3.3836, device='cuda:0')","tensor(-2.1289, device='cuda:0')"
"tensor(2.4414, device='cuda:0')","tensor(-4.4610, device='cuda:0')","tensor(1.4886, device='cuda:0')"
"tensor(4.0828, device='cuda:0')","tensor(-4.1626, device='cuda:0')","tensor(-0.0913, device='cuda:0')"
"tensor(4.7262, device='cuda:0')","tensor(-4.1276, device='cuda:0')","tensor(-0.7134, device='cuda:0')"
"tensor(4.7570, device='cuda:0')","tensor(-2.0551, device='cuda:0')","tensor(-2.6908, device='cuda:0')"
"tensor(1.4397, device='cuda:0')","tensor(-2.0604, device='cuda:0')","tensor(0.0370, device='cuda:0')"
"tensor(8.2335, device='cuda:0')","tensor(-5.5719, device='cuda:0')","tensor(-2.1452, device='cuda:0')"
"tensor(-0.1241, device='cuda:0')","tensor(3.0664, device='cuda:0')","tensor(-3.1875, device='cuda:0')"
"tensor(4.8864, device='cuda:0')","tensor(-4.3022, device='cuda:0')","tensor(-0.7917, device='cuda:0')"
"tensor(3.7825, device='cuda:0')","tensor(-4.3359, device='cuda:0')","tensor(0.2616, device='cuda:0')"
"tensor(2.8716, device='cuda:0')","tensor(-4.2373, device='cuda:0')","tensor(0.8723, device='cuda:0')"
"tensor(4.6181, device='cuda:0')","tensor(-3.7398, device='cuda:0')","tensor(-1.0620, device='cuda:0')"
"tensor(4.1075, device='cuda:0')","tensor(-4.1651, device='cuda:0')","tensor(-0.0915, device='cuda:0')"
"tensor(7.2209, device='cuda:0')","tensor(-4.8405, device='cuda:0')","tensor(-2.1231, device='cuda:0')"
"tensor(4.0387, device='cuda:0')","tensor(-3.9555, device='cuda:0')","tensor(-0.3488, device='cuda:0')"
"tensor(4.7232, device='cuda:0')","tensor(-3.8846, device='cuda:0')","tensor(-0.9314, device='cuda:0')"
"tensor(3.4122, device='cuda:0')","tensor(-4.1782, device='cuda:0')","tensor(0.3604, device='cuda:0')"
"tensor(2.7533, device='cuda:0')","tensor(-4.4827, device='cuda:0')","tensor(1.2532, device='cuda:0')"
"tensor(3.3547, device='cuda:0')","tensor(-3.2767, device='cuda:0')","tensor(-0.4078, device='cuda:0')"
"tensor(4.7461, device='cuda:0')","tensor(-4.3501, device='cuda:0')","tensor(-0.5798, device='cuda:0')"
"tensor(4.7750, device='cuda:0')","tensor(-3.5751, device='cuda:0')","tensor(-1.3294, device='cuda:0')"
"tensor(3.2245, device='cuda:0')","tensor(-4.3658, device='cuda:0')","tensor(0.6740, device='cuda:0')"
"tensor(4.3801, device='cuda:0')","tensor(-4.1987, device='cuda:0')","tensor(-0.4305, device='cuda:0')"
"tensor(6.8697, device='cuda:0')","tensor(-3.7881, device='cuda:0')","tensor(-2.8099, device='cuda:0')"
"tensor(5.9508, device='cuda:0')","tensor(-4.7912, device='cuda:0')","tensor(-1.1727, device='cuda:0')"
"tensor(5.8481, device='cuda:0')","tensor(-3.2302, device='cuda:0')","tensor(-2.3987, device='cuda:0')"
"tensor(6.4482, device='cuda:0')","tensor(-4.9114, device='cuda:0')","tensor(-1.4430, device='cuda:0')"
"tensor(3.4122, device='cuda:0')","tensor(-4.1782, device='cuda:0')","tensor(0.3604, device='cuda:0')"
"tensor(0.3368, device='cuda:0')","tensor(-1.9068, device='cuda:0')","tensor(0.8214, device='cuda:0')"
"tensor(4.3137, device='cuda:0')","tensor(-2.9014, device='cuda:0')","tensor(-1.5114, device='cuda:0')"
"tensor(3.5450, device='cuda:0')","tensor(-3.3901, device='cuda:0')","tensor(-0.5578, device='cuda:0')"
"tensor(4.3901, device='cuda:0')","tensor(-2.1180, device='cuda:0')","tensor(-2.3285, device='cuda:0')"
"tensor(4.8425, device='cuda:0')","tensor(-2.2374, device='cuda:0')","tensor(-2.5697, device='cuda:0')"
"tensor(4.6909, device='cuda:0')","tensor(-4.5189, device='cuda:0')","tensor(-0.3410, device='cuda:0')"
"tensor(4.9682, device='cuda:0')","tensor(-3.9925, device='cuda:0')","tensor(-0.9843, device='cuda:0')"
"tensor(4.5304, device='cuda:0')","tensor(-3.8235, device='cuda:0')","tensor(-0.8088, device='cuda:0')"
"tensor(0.5111, device='cuda:0')","tensor(-4.3672, device='cuda:0')","tensor(2.9989, device='cuda:0')"
"tensor(5.7245, device='cuda:0')","tensor(-5.5719, device='cuda:0')","tensor(-0.1799, device='cuda:0')"
"tensor(5.2432, device='cuda:0')","tensor(-4.4926, device='cuda:0')","tensor(-0.8440, device='cuda:0')"
"tensor(4.5548, device='cuda:0')","tensor(-1.9837, device='cuda:0')","tensor(-2.5515, device='cuda:0')"
"tensor(3.6287, device='cuda:0')","tensor(-1.6738, device='cuda:0')","tensor(-2.0841, device='cuda:0')"
"tensor(5.5726, device='cuda:0')","tensor(-5.2795, device='cuda:0')","tensor(-0.4076, device='cuda:0')"
"tensor(3.9523, device='cuda:0')","tensor(-3.9516, device='cuda:0')","tensor(-0.2609, device='cuda:0')"
"tensor(0.6285, device='cuda:0')","tensor(-3.6751, device='cuda:0')","tensor(2.3098, device='cuda:0')"
"tensor(3.8794, device='cuda:0')","tensor(-4.0648, device='cuda:0')","tensor(-0.0512, device='cuda:0')"
"tensor(2.6726, device='cuda:0')","tensor(-3.3125, device='cuda:0')","tensor(0.2347, device='cuda:0')"
"tensor(-2.5202, device='cuda:0')","tensor(4.9971, device='cuda:0')","tensor(-3.1503, device='cuda:0')"
"tensor(4.4391, device='cuda:0')","tensor(-2.4147, device='cuda:0')","tensor(-2.0502, device='cuda:0')"
"tensor(2.3618, device='cuda:0')","tensor(-3.7482, device='cuda:0')","tensor(0.8747, device='cuda:0')"
"tensor(5.1358, device='cuda:0')","tensor(-2.6083, device='cuda:0')","tensor(-2.4063, device='cuda:0')"
"tensor(2.1380, device='cuda:0')","tensor(-4.1092, device='cuda:0')","tensor(1.2948, device='cuda:0')"
"tensor(2.3374, device='cuda:0')","tensor(-2.4168, device='cuda:0')","tensor(-0.4136, device='cuda:0')"
"tensor(3.7596, device='cuda:0')","tensor(-3.0522, device='cuda:0')","tensor(-0.8898, device='cuda:0')"
"tensor(2.0627, device='cuda:0')","tensor(-3.3647, device='cuda:0')","tensor(0.7670, device='cuda:0')"
"tensor(2.2595, device='cuda:0')","tensor(-3.1083, device='cuda:0')","tensor(0.4001, device='cuda:0')"
"tensor(5.8305, device='cuda:0')","tensor(-4.6118, device='cuda:0')","tensor(-1.1492, device='cuda:0')"
"tensor(4.4804, device='cuda:0')","tensor(-3.2636, device='cuda:0')","tensor(-1.3022, device='cuda:0')"
"tensor(5.7988, device='cuda:0')","tensor(-4.1557, device='cuda:0')","tensor(-1.6070, device='cuda:0')"
"tensor(4.3130, device='cuda:0')","tensor(-5.0886, device='cuda:0')","tensor(0.5170, device='cuda:0')"
"tensor(3.8653, device='cuda:0')","tensor(-4.1496, device='cuda:0')","tensor(-0.0563, device='cuda:0')"
"tensor(1.8462, device='cuda:0')","tensor(-0.4279, device='cuda:0')","tensor(-1.7875, device='cuda:0')"
"tensor(4.7341, device='cuda:0')","tensor(-4.5728, device='cuda:0')","tensor(-0.2864, device='cuda:0')"
"tensor(3.5297, device='cuda:0')","tensor(-4.1955, device='cuda:0')","tensor(0.3321, device='cuda:0')"
"tensor(1.0273, device='cuda:0')","tensor(-1.3119, device='cuda:0')","tensor(-0.0299, device='cuda:0')"
"tensor(4.9420, device='cuda:0')","tensor(-4.0631, device='cuda:0')","tensor(-1.0132, device='cuda:0')"
"tensor(-2.1104, device='cuda:0')","tensor(1.1023, device='cuda:0')","tensor(0.0087, device='cuda:0')"
"tensor(2.3778, device='cuda:0')","tensor(-0.7468, device='cuda:0')","tensor(-1.9754, device='cuda:0')"
"tensor(4.5742, device='cuda:0')","tensor(-4.9733, device='cuda:0')","tensor(0.1312, device='cuda:0')"
"tensor(5.3602, device='cuda:0')","tensor(-3.5376, device='cuda:0')","tensor(-1.7941, device='cuda:0')"
"tensor(5.7844, device='cuda:0')","tensor(-3.7607, device='cuda:0')","tensor(-1.9157, device='cuda:0')"
"tensor(3.4100, device='cuda:0')","tensor(-4.2639, device='cuda:0')","tensor(0.4638, device='cuda:0')"
"tensor(4.7725, device='cuda:0')","tensor(-3.9481, device='cuda:0')","tensor(-1.0274, device='cuda:0')"
"tensor(-2.5202, device='cuda:0')","tensor(4.9971, device='cuda:0')","tensor(-3.1503, device='cuda:0')"
"tensor(3.7596, device='cuda:0')","tensor(-3.0522, device='cuda:0')","tensor(-0.8898, device='cuda:0')"
"tensor(2.8551, device='cuda:0')","tensor(-4.3397, device='cuda:0')","tensor(0.9563, device='cuda:0')"
"tensor(7.1554, device='cuda:0')","tensor(-3.7851, device='cuda:0')","tensor(-3.0953, device='cuda:0')"
"tensor(2.9935, device='cuda:0')","tensor(-3.0474, device='cuda:0')","tensor(-0.2955, device='cuda:0')"
"tensor(3.7666, device='cuda:0')","tensor(-3.6597, device='cuda:0')","tensor(-0.2679, device='cuda:0')"
"tensor(2.2882, device='cuda:0')","tensor(-3.7344, device='cuda:0')","tensor(0.9232, device='cuda:0')"
"tensor(4.9910, device='cuda:0')","tensor(-5.4169, device='cuda:0')","tensor(0.2623, device='cuda:0')"
"tensor(8.4815, device='cuda:0')","tensor(-4.4229, device='cuda:0')","tensor(-3.5933, device='cuda:0')"
"tensor(6.0259, device='cuda:0')","tensor(-3.9985, device='cuda:0')","tensor(-1.8911, device='cuda:0')"
"tensor(2.5990, device='cuda:0')","tensor(-4.3449, device='cuda:0')","tensor(1.2572, device='cuda:0')"
"tensor(5.4967, device='cuda:0')","tensor(-4.1014, device='cuda:0')","tensor(-1.3600, device='cuda:0')"
"tensor(1.6655, device='cuda:0')","tensor(-4.1870, device='cuda:0')","tensor(1.8714, device='cuda:0')"
"tensor(1.7214, device='cuda:0')","tensor(-0.6844, device='cuda:0')","tensor(-1.4701, device='cuda:0')"
"tensor(6.5096, device='cuda:0')","tensor(-3.7577, device='cuda:0')","tensor(-2.4412, device='cuda:0')"
"tensor(3.4100, device='cuda:0')","tensor(-4.2639, device='cuda:0')","tensor(0.4638, device='cuda:0')"
"tensor(5.5905, device='cuda:0')","tensor(-5.4578, device='cuda:0')","tensor(-0.2719, device='cuda:0')"
"tensor(2.6364, device='cuda:0')","tensor(-4.2018, device='cuda:0')","tensor(1.0680, device='cuda:0')"
"tensor(4.1197, device='cuda:0')","tensor(-5.1455, device='cuda:0')","tensor(0.7149, device='cuda:0')"
"tensor(8.5474, device='cuda:0')","tensor(-5.4826, device='cuda:0')","tensor(-2.8258, device='cuda:0')"
"tensor(6.4533, device='cuda:0')","tensor(-4.9852, device='cuda:0')","tensor(-1.3809, device='cuda:0')"
"tensor(5.8305, device='cuda:0')","tensor(-4.6118, device='cuda:0')","tensor(-1.1492, device='cuda:0')"
"tensor(5.8305, device='cuda:0')","tensor(-4.6118, device='cuda:0')","tensor(-1.1492, device='cuda:0')"
"tensor(7.7678, device='cuda:0')","tensor(-6.2091, device='cuda:0')","tensor(-1.3921, device='cuda:0')"
"tensor(5.7172, device='cuda:0')","tensor(-4.5457, device='cuda:0')","tensor(-1.1114, device='cuda:0')"
"tensor(3.6868, device='cuda:0')","tensor(-4.1576, device='cuda:0')","tensor(0.1841, device='cuda:0')"
"tensor(3.5681, device='cuda:0')","tensor(-4.2168, device='cuda:0')","tensor(0.2818, device='cuda:0')"
"tensor(3.2582, device='cuda:0')","tensor(1.0527, device='cuda:0')","tensor(-4.3824, device='cuda:0')"
"tensor(4.7342, device='cuda:0')","tensor(-5.0259, device='cuda:0')","tensor(-0.0445, device='cuda:0')"
"tensor(2.5068, device='cuda:0')","tensor(-4.5226, device='cuda:0')","tensor(1.3746, device='cuda:0')"
"tensor(5.2979, device='cuda:0')","tensor(-2.5302, device='cuda:0')","tensor(-2.6338, device='cuda:0')"
"tensor(2.9023, device='cuda:0')","tensor(-4.7322, device='cuda:0')","tensor(1.2981, device='cuda:0')"
"tensor(3.1596, device='cuda:0')","tensor(-3.9143, device='cuda:0')","tensor(0.3878, device='cuda:0')"
"tensor(6.6302, device='cuda:0')","tensor(-4.3865, device='cuda:0')","tensor(-2.0507, device='cuda:0')"
