"tensor(4.8923, device='cuda:0')","tensor(-3.0591, device='cuda:0')","tensor(-1.2468, device='cuda:0')"
"tensor(5.8948, device='cuda:0')","tensor(-3.7772, device='cuda:0')","tensor(-1.3574, device='cuda:0')"
"tensor(4.7737, device='cuda:0')","tensor(-3.4590, device='cuda:0')","tensor(-0.7030, device='cuda:0')"
"tensor(4.8799, device='cuda:0')","tensor(-3.5749, device='cuda:0')","tensor(-0.6411, device='cuda:0')"
"tensor(3.2479, device='cuda:0')","tensor(-3.6133, device='cuda:0')","tensor(0.8692, device='cuda:0')"
"tensor(3.7695, device='cuda:0')","tensor(-0.7086, device='cuda:0')","tensor(-2.6839, device='cuda:0')"
"tensor(4.1873, device='cuda:0')","tensor(-3.0407, device='cuda:0')","tensor(-0.6940, device='cuda:0')"
"tensor(2.5998, device='cuda:0')","tensor(-3.0181, device='cuda:0')","tensor(0.8224, device='cuda:0')"
"tensor(5.7321, device='cuda:0')","tensor(-3.4495, device='cuda:0')","tensor(-1.5995, device='cuda:0')"
"tensor(3.6246, device='cuda:0')","tensor(-3.4012, device='cuda:0')","tensor(0.3411, device='cuda:0')"
"tensor(5.2797, device='cuda:0')","tensor(-3.4579, device='cuda:0')","tensor(-1.1465, device='cuda:0')"
"tensor(5.4716, device='cuda:0')","tensor(-3.4725, device='cuda:0')","tensor(-1.6259, device='cuda:0')"
"tensor(5.4758, device='cuda:0')","tensor(-2.9182, device='cuda:0')","tensor(-2.1196, device='cuda:0')"
"tensor(2.6955, device='cuda:0')","tensor(-2.0240, device='cuda:0')","tensor(-0.3435, device='cuda:0')"
"tensor(4.2307, device='cuda:0')","tensor(-3.0234, device='cuda:0')","tensor(-0.7434, device='cuda:0')"
"tensor(3.0475, device='cuda:0')","tensor(-1.2090, device='cuda:0')","tensor(-1.4668, device='cuda:0')"
"tensor(5.5680, device='cuda:0')","tensor(-3.5473, device='cuda:0')","tensor(-1.3190, device='cuda:0')"
"tensor(5.2234, device='cuda:0')","tensor(-3.5362, device='cuda:0')","tensor(-1.0361, device='cuda:0')"
"tensor(2.9663, device='cuda:0')","tensor(-4.2250, device='cuda:0')","tensor(1.8197, device='cuda:0')"
"tensor(4.5011, device='cuda:0')","tensor(-3.6661, device='cuda:0')","tensor(-0.2682, device='cuda:0')"
"tensor(4.7168, device='cuda:0')","tensor(-3.7490, device='cuda:0')","tensor(-0.4265, device='cuda:0')"
"tensor(4.0991, device='cuda:0')","tensor(-4.3670, device='cuda:0')","tensor(0.9472, device='cuda:0')"
"tensor(3.8624, device='cuda:0')","tensor(-3.1587, device='cuda:0')","tensor(-0.1983, device='cuda:0')"
"tensor(3.0687, device='cuda:0')","tensor(-1.7072, device='cuda:0')","tensor(-1.0775, device='cuda:0')"
"tensor(6.6328, device='cuda:0')","tensor(-3.1339, device='cuda:0')","tensor(-2.8314, device='cuda:0')"
"tensor(3.6400, device='cuda:0')","tensor(-3.4581, device='cuda:0')","tensor(0.4486, device='cuda:0')"
"tensor(1.1108, device='cuda:0')","tensor(0.4658, device='cuda:0')","tensor(-1.4807, device='cuda:0')"
"tensor(4.7765, device='cuda:0')","tensor(-3.7256, device='cuda:0')","tensor(-0.4110, device='cuda:0')"
"tensor(2.3993, device='cuda:0')","tensor(-1.9051, device='cuda:0')","tensor(-0.1659, device='cuda:0')"
"tensor(3.0209, device='cuda:0')","tensor(-3.7499, device='cuda:0')","tensor(1.3415, device='cuda:0')"
"tensor(4.8510, device='cuda:0')","tensor(-3.4087, device='cuda:0')","tensor(-0.8834, device='cuda:0')"
"tensor(4.9369, device='cuda:0')","tensor(-3.9649, device='cuda:0')","tensor(-0.3938, device='cuda:0')"
"tensor(5.4694, device='cuda:0')","tensor(-3.4580, device='cuda:0')","tensor(-1.4163, device='cuda:0')"
"tensor(2.6502, device='cuda:0')","tensor(-2.6270, device='cuda:0')","tensor(0.4210, device='cuda:0')"
"tensor(5.6417, device='cuda:0')","tensor(-3.6497, device='cuda:0')","tensor(-1.2112, device='cuda:0')"
"tensor(4.7742, device='cuda:0')","tensor(-1.4467, device='cuda:0')","tensor(-2.7399, device='cuda:0')"
"tensor(5.8105, device='cuda:0')","tensor(-3.8202, device='cuda:0')","tensor(-1.2679, device='cuda:0')"
"tensor(4.8838, device='cuda:0')","tensor(-3.7763, device='cuda:0')","tensor(-0.5240, device='cuda:0')"
"tensor(6.4298, device='cuda:0')","tensor(-2.9954, device='cuda:0')","tensor(-2.7927, device='cuda:0')"
"tensor(4.0678, device='cuda:0')","tensor(-3.4772, device='cuda:0')","tensor(0.0506, device='cuda:0')"
"tensor(3.3893, device='cuda:0')","tensor(-3.6092, device='cuda:0')","tensor(0.7641, device='cuda:0')"
"tensor(2.6993, device='cuda:0')","tensor(-2.6411, device='cuda:0')","tensor(0.3778, device='cuda:0')"
"tensor(6.3148, device='cuda:0')","tensor(-3.7110, device='cuda:0')","tensor(-1.8950, device='cuda:0')"
"tensor(2.5701, device='cuda:0')","tensor(-0.4959, device='cuda:0')","tensor(-1.6967, device='cuda:0')"
"tensor(5.5963, device='cuda:0')","tensor(-4.1148, device='cuda:0')","tensor(-0.8831, device='cuda:0')"
"tensor(3.8168, device='cuda:0')","tensor(-2.3695, device='cuda:0')","tensor(-1.0079, device='cuda:0')"
"tensor(4.4444, device='cuda:0')","tensor(-3.5373, device='cuda:0')","tensor(-0.3516, device='cuda:0')"
"tensor(4.9157, device='cuda:0')","tensor(-3.6574, device='cuda:0')","tensor(-0.6736, device='cuda:0')"
"tensor(4.6085, device='cuda:0')","tensor(-3.6037, device='cuda:0')","tensor(-0.4558, device='cuda:0')"
"tensor(5.0714, device='cuda:0')","tensor(-3.6189, device='cuda:0')","tensor(-0.8246, device='cuda:0')"
"tensor(1.7566, device='cuda:0')","tensor(-3.1808, device='cuda:0')","tensor(1.7657, device='cuda:0')"
"tensor(3.9500, device='cuda:0')","tensor(-3.0981, device='cuda:0')","tensor(-0.3663, device='cuda:0')"
"tensor(5.0863, device='cuda:0')","tensor(-3.3578, device='cuda:0')","tensor(-1.1041, device='cuda:0')"
"tensor(3.7637, device='cuda:0')","tensor(-2.9136, device='cuda:0')","tensor(-0.4168, device='cuda:0')"
"tensor(3.9628, device='cuda:0')","tensor(-2.6787, device='cuda:0')","tensor(-0.7687, device='cuda:0')"
"tensor(3.4837, device='cuda:0')","tensor(-3.2664, device='cuda:0')","tensor(0.2863, device='cuda:0')"
"tensor(4.1731, device='cuda:0')","tensor(-1.4944, device='cuda:0')","tensor(-2.2860, device='cuda:0')"
"tensor(2.7821, device='cuda:0')","tensor(-2.7024, device='cuda:0')","tensor(0.3754, device='cuda:0')"
"tensor(0.5427, device='cuda:0')","tensor(-1.3579, device='cuda:0')","tensor(0.9704, device='cuda:0')"
"tensor(3.5930, device='cuda:0')","tensor(-2.8184, device='cuda:0')","tensor(-0.2243, device='cuda:0')"
"tensor(3.0975, device='cuda:0')","tensor(-2.6358, device='cuda:0')","tensor(0.0188, device='cuda:0')"
"tensor(4.9643, device='cuda:0')","tensor(-3.6789, device='cuda:0')","tensor(-0.6988, device='cuda:0')"
"tensor(3.0159, device='cuda:0')","tensor(-3.5354, device='cuda:0')","tensor(1.0370, device='cuda:0')"
"tensor(4.3048, device='cuda:0')","tensor(-3.6008, device='cuda:0')","tensor(-0.2327, device='cuda:0')"
"tensor(4.8166, device='cuda:0')","tensor(-3.2197, device='cuda:0')","tensor(-1.0056, device='cuda:0')"
"tensor(3.5722, device='cuda:0')","tensor(-2.5126, device='cuda:0')","tensor(-0.5122, device='cuda:0')"
"tensor(2.5328, device='cuda:0')","tensor(-1.3001, device='cuda:0')","tensor(-0.9967, device='cuda:0')"
"tensor(4.2143, device='cuda:0')","tensor(-4.5734, device='cuda:0')","tensor(0.9653, device='cuda:0')"
"tensor(3.4651, device='cuda:0')","tensor(-2.3603, device='cuda:0')","tensor(-0.7242, device='cuda:0')"
"tensor(5.3091, device='cuda:0')","tensor(-3.5695, device='cuda:0')","tensor(-1.0794, device='cuda:0')"
"tensor(5.0456, device='cuda:0')","tensor(-4.4399, device='cuda:0')","tensor(0.0162, device='cuda:0')"
"tensor(2.6767, device='cuda:0')","tensor(-2.6886, device='cuda:0')","tensor(0.4592, device='cuda:0')"
"tensor(4.3543, device='cuda:0')","tensor(-3.0173, device='cuda:0')","tensor(-0.8136, device='cuda:0')"
"tensor(4.4363, device='cuda:0')","tensor(-3.8441, device='cuda:0')","tensor(-0.0065, device='cuda:0')"
"tensor(3.8118, device='cuda:0')","tensor(-3.1159, device='cuda:0')","tensor(-0.0889, device='cuda:0')"
"tensor(3.8102, device='cuda:0')","tensor(-3.1164, device='cuda:0')","tensor(-0.0874, device='cuda:0')"
"tensor(3.7394, device='cuda:0')","tensor(-3.2339, device='cuda:0')","tensor(0.0870, device='cuda:0')"
"tensor(4.7705, device='cuda:0')","tensor(-3.7523, device='cuda:0')","tensor(-0.4111, device='cuda:0')"
"tensor(4.1094, device='cuda:0')","tensor(-2.9955, device='cuda:0')","tensor(-0.6268, device='cuda:0')"
"tensor(4.1248, device='cuda:0')","tensor(-2.9878, device='cuda:0')","tensor(-0.6845, device='cuda:0')"
"tensor(4.2804, device='cuda:0')","tensor(-3.7146, device='cuda:0')","tensor(-0.0813, device='cuda:0')"
"tensor(5.0322, device='cuda:0')","tensor(-3.7069, device='cuda:0')","tensor(-0.7324, device='cuda:0')"
"tensor(5.2743, device='cuda:0')","tensor(-3.2682, device='cuda:0')","tensor(-1.4701, device='cuda:0')"
"tensor(5.3770, device='cuda:0')","tensor(-2.7507, device='cuda:0')","tensor(-1.9574, device='cuda:0')"
"tensor(5.6932, device='cuda:0')","tensor(-2.8592, device='cuda:0')","tensor(-2.0764, device='cuda:0')"
"tensor(2.7371, device='cuda:0')","tensor(-3.5033, device='cuda:0')","tensor(1.2439, device='cuda:0')"
"tensor(4.4207, device='cuda:0')","tensor(-3.1840, device='cuda:0')","tensor(-0.6383, device='cuda:0')"
"tensor(4.5064, device='cuda:0')","tensor(-3.3862, device='cuda:0')","tensor(-0.5918, device='cuda:0')"
"tensor(4.8524, device='cuda:0')","tensor(-2.6933, device='cuda:0')","tensor(-1.6307, device='cuda:0')"
"tensor(2.1608, device='cuda:0')","tensor(-1.6916, device='cuda:0')","tensor(-0.0497, device='cuda:0')"
"tensor(6.9456, device='cuda:0')","tensor(-4.3415, device='cuda:0')","tensor(-1.7353, device='cuda:0')"
"tensor(0.3661, device='cuda:0')","tensor(2.8833, device='cuda:0')","tensor(-3.0899, device='cuda:0')"
"tensor(5.0940, device='cuda:0')","tensor(-3.1077, device='cuda:0')","tensor(-1.4348, device='cuda:0')"
"tensor(2.8803, device='cuda:0')","tensor(-2.8298, device='cuda:0')","tensor(0.3877, device='cuda:0')"
"tensor(2.8137, device='cuda:0')","tensor(-3.5158, device='cuda:0')","tensor(1.1039, device='cuda:0')"
"tensor(5.3843, device='cuda:0')","tensor(-3.4278, device='cuda:0')","tensor(-1.4803, device='cuda:0')"
"tensor(3.7568, device='cuda:0')","tensor(-2.9725, device='cuda:0')","tensor(-0.2818, device='cuda:0')"
"tensor(6.3940, device='cuda:0')","tensor(-3.9934, device='cuda:0')","tensor(-1.7244, device='cuda:0')"
"tensor(4.2938, device='cuda:0')","tensor(-2.7462, device='cuda:0')","tensor(-1.0456, device='cuda:0')"
"tensor(5.1826, device='cuda:0')","tensor(-3.4335, device='cuda:0')","tensor(-1.1263, device='cuda:0')"
"tensor(3.6782, device='cuda:0')","tensor(-3.5639, device='cuda:0')","tensor(0.3627, device='cuda:0')"
"tensor(3.3159, device='cuda:0')","tensor(-3.6107, device='cuda:0')","tensor(0.8336, device='cuda:0')"
"tensor(2.6760, device='cuda:0')","tensor(-1.1982, device='cuda:0')","tensor(-1.0893, device='cuda:0')"
"tensor(5.0489, device='cuda:0')","tensor(-3.5155, device='cuda:0')","tensor(-0.8918, device='cuda:0')"
"tensor(0.7745, device='cuda:0')","tensor(-2.5839, device='cuda:0')","tensor(2.1621, device='cuda:0')"
"tensor(3.4399, device='cuda:0')","tensor(-3.5638, device='cuda:0')","tensor(0.6688, device='cuda:0')"
"tensor(4.5184, device='cuda:0')","tensor(-3.5383, device='cuda:0')","tensor(-0.3196, device='cuda:0')"
"tensor(6.8704, device='cuda:0')","tensor(-3.8847, device='cuda:0')","tensor(-2.2703, device='cuda:0')"
"tensor(6.0663, device='cuda:0')","tensor(-3.9020, device='cuda:0')","tensor(-1.4594, device='cuda:0')"
"tensor(4.7709, device='cuda:0')","tensor(-3.0267, device='cuda:0')","tensor(-1.1768, device='cuda:0')"
"tensor(5.9520, device='cuda:0')","tensor(-3.5732, device='cuda:0')","tensor(-1.6504, device='cuda:0')"
"tensor(3.9183, device='cuda:0')","tensor(-3.6771, device='cuda:0')","tensor(0.2554, device='cuda:0')"
"tensor(3.8850, device='cuda:0')","tensor(-2.1556, device='cuda:0')","tensor(-1.1338, device='cuda:0')"
"tensor(4.7007, device='cuda:0')","tensor(-2.2704, device='cuda:0')","tensor(-1.8999, device='cuda:0')"
"tensor(4.3974, device='cuda:0')","tensor(-3.4434, device='cuda:0')","tensor(-0.4118, device='cuda:0')"
"tensor(5.0516, device='cuda:0')","tensor(-2.3360, device='cuda:0')","tensor(-2.1153, device='cuda:0')"
"tensor(3.8573, device='cuda:0')","tensor(-2.3405, device='cuda:0')","tensor(-0.9684, device='cuda:0')"
"tensor(4.7627, device='cuda:0')","tensor(-3.9192, device='cuda:0')","tensor(-0.2873, device='cuda:0')"
"tensor(6.1172, device='cuda:0')","tensor(-3.9604, device='cuda:0')","tensor(-1.3590, device='cuda:0')"
"tensor(4.6453, device='cuda:0')","tensor(-3.6140, device='cuda:0')","tensor(-0.4774, device='cuda:0')"
"tensor(1.6659, device='cuda:0')","tensor(-3.8045, device='cuda:0')","tensor(2.5424, device='cuda:0')"
"tensor(4.8034, device='cuda:0')","tensor(-3.7949, device='cuda:0')","tensor(-0.4140, device='cuda:0')"
"tensor(5.0249, device='cuda:0')","tensor(-3.5589, device='cuda:0')","tensor(-0.9212, device='cuda:0')"
"tensor(4.8418, device='cuda:0')","tensor(-1.7967, device='cuda:0')","tensor(-2.6241, device='cuda:0')"
"tensor(3.0325, device='cuda:0')","tensor(-1.4008, device='cuda:0')","tensor(-1.1130, device='cuda:0')"
"tensor(5.8782, device='cuda:0')","tensor(-4.2103, device='cuda:0')","tensor(-0.8900, device='cuda:0')"
"tensor(4.0709, device='cuda:0')","tensor(-2.8501, device='cuda:0')","tensor(-0.7566, device='cuda:0')"
"tensor(0.9156, device='cuda:0')","tensor(-3.2632, device='cuda:0')","tensor(2.6596, device='cuda:0')"
"tensor(4.7578, device='cuda:0')","tensor(-3.7507, device='cuda:0')","tensor(-0.4189, device='cuda:0')"
"tensor(3.1544, device='cuda:0')","tensor(-1.8664, device='cuda:0')","tensor(-0.7298, device='cuda:0')"
"tensor(-3.8081, device='cuda:0')","tensor(5.8677, device='cuda:0')","tensor(-2.4266, device='cuda:0')"
"tensor(3.5412, device='cuda:0')","tensor(-0.8319, device='cuda:0')","tensor(-2.2493, device='cuda:0')"
"tensor(2.3277, device='cuda:0')","tensor(-2.4681, device='cuda:0')","tensor(0.5632, device='cuda:0')"
"tensor(5.2664, device='cuda:0')","tensor(-2.8646, device='cuda:0')","tensor(-1.8300, device='cuda:0')"
"tensor(1.8486, device='cuda:0')","tensor(-3.1329, device='cuda:0')","tensor(1.6753, device='cuda:0')"
"tensor(2.7411, device='cuda:0')","tensor(-1.6681, device='cuda:0')","tensor(-0.5564, device='cuda:0')"
"tensor(3.3160, device='cuda:0')","tensor(-2.5111, device='cuda:0')","tensor(-0.3480, device='cuda:0')"
"tensor(2.1102, device='cuda:0')","tensor(-2.1708, device='cuda:0')","tensor(0.4414, device='cuda:0')"
"tensor(3.3648, device='cuda:0')","tensor(-2.8609, device='cuda:0')","tensor(0.0471, device='cuda:0')"
"tensor(5.0233, device='cuda:0')","tensor(-3.7044, device='cuda:0')","tensor(-0.7272, device='cuda:0')"
"tensor(5.0529, device='cuda:0')","tensor(-2.9168, device='cuda:0')","tensor(-1.4840, device='cuda:0')"
"tensor(5.8282, device='cuda:0')","tensor(-3.9810, device='cuda:0')","tensor(-1.1393, device='cuda:0')"
"tensor(4.8984, device='cuda:0')","tensor(-4.1464, device='cuda:0')","tensor(-0.0471, device='cuda:0')"
"tensor(4.5318, device='cuda:0')","tensor(-3.7387, device='cuda:0')","tensor(-0.1814, device='cuda:0')"
"tensor(1.7463, device='cuda:0')","tensor(-0.8505, device='cuda:0')","tensor(-0.5291, device='cuda:0')"
"tensor(4.3871, device='cuda:0')","tensor(-3.5588, device='cuda:0')","tensor(-0.2388, device='cuda:0')"
"tensor(3.9909, device='cuda:0')","tensor(-3.3209, device='cuda:0')","tensor(-0.1407, device='cuda:0')"
"tensor(0.1125, device='cuda:0')","tensor(-0.1541, device='cuda:0')","tensor(0.1625, device='cuda:0')"
"tensor(4.8101, device='cuda:0')","tensor(-3.1386, device='cuda:0')","tensor(-1.1341, device='cuda:0')"
"tensor(-2.7551, device='cuda:0')","tensor(0.8608, device='cuda:0')","tensor(1.7836, device='cuda:0')"
"tensor(0.8089, device='cuda:0')","tensor(0.8645, device='cuda:0')","tensor(-1.3390, device='cuda:0')"
"tensor(4.7107, device='cuda:0')","tensor(-4.0752, device='cuda:0')","tensor(0.0161, device='cuda:0')"
"tensor(5.6957, device='cuda:0')","tensor(-3.1922, device='cuda:0')","tensor(-1.8454, device='cuda:0')"
"tensor(5.2309, device='cuda:0')","tensor(-3.1477, device='cuda:0')","tensor(-1.4896, device='cuda:0')"
"tensor(4.0547, device='cuda:0')","tensor(-3.7218, device='cuda:0')","tensor(0.2415, device='cuda:0')"
"tensor(5.2781, device='cuda:0')","tensor(-3.6629, device='cuda:0')","tensor(-0.9343, device='cuda:0')"
"tensor(-3.9578, device='cuda:0')","tensor(5.9079, device='cuda:0')","tensor(-2.3261, device='cuda:0')"
"tensor(2.9106, device='cuda:0')","tensor(-2.3185, device='cuda:0')","tensor(-0.1652, device='cuda:0')"
"tensor(2.7366, device='cuda:0')","tensor(-3.3918, device='cuda:0')","tensor(1.1254, device='cuda:0')"
"tensor(5.0144, device='cuda:0')","tensor(-2.7913, device='cuda:0')","tensor(-1.5508, device='cuda:0')"
"tensor(2.8317, device='cuda:0')","tensor(-2.8954, device='cuda:0')","tensor(0.5007, device='cuda:0')"
"tensor(3.2681, device='cuda:0')","tensor(-2.5722, device='cuda:0')","tensor(-0.2107, device='cuda:0')"
"tensor(2.5374, device='cuda:0')","tensor(-2.5718, device='cuda:0')","tensor(0.4767, device='cuda:0')"
"tensor(4.1252, device='cuda:0')","tensor(-3.4225, device='cuda:0')","tensor(-0.0837, device='cuda:0')"
"tensor(7.3800, device='cuda:0')","tensor(-3.9386, device='cuda:0')","tensor(-2.8088, device='cuda:0')"
"tensor(5.4571, device='cuda:0')","tensor(-3.4776, device='cuda:0')","tensor(-1.2396, device='cuda:0')"
"tensor(3.2378, device='cuda:0')","tensor(-3.4744, device='cuda:0')","tensor(0.7680, device='cuda:0')"
"tensor(5.9789, device='cuda:0')","tensor(-3.2184, device='cuda:0')","tensor(-2.0564, device='cuda:0')"
"tensor(3.1572, device='cuda:0')","tensor(-3.5392, device='cuda:0')","tensor(0.8878, device='cuda:0')"
"tensor(2.9903, device='cuda:0')","tensor(-2.2556, device='cuda:0')","tensor(-0.2835, device='cuda:0')"
"tensor(3.9641, device='cuda:0')","tensor(-1.4463, device='cuda:0')","tensor(-2.3478, device='cuda:0')"
"tensor(4.0487, device='cuda:0')","tensor(-3.7296, device='cuda:0')","tensor(0.2527, device='cuda:0')"
"tensor(4.5495, device='cuda:0')","tensor(-4.3834, device='cuda:0')","tensor(0.3713, device='cuda:0')"
"tensor(2.0574, device='cuda:0')","tensor(-3.4972, device='cuda:0')","tensor(1.8351, device='cuda:0')"
"tensor(4.6314, device='cuda:0')","tensor(-4.6606, device='cuda:0')","tensor(0.4939, device='cuda:0')"
"tensor(6.4933, device='cuda:0')","tensor(-4.3250, device='cuda:0')","tensor(-1.5100, device='cuda:0')"
"tensor(5.9445, device='cuda:0')","tensor(-3.5802, device='cuda:0')","tensor(-1.6419, device='cuda:0')"
"tensor(4.9771, device='cuda:0')","tensor(-3.6862, device='cuda:0')","tensor(-0.7036, device='cuda:0')"
"tensor(4.7367, device='cuda:0')","tensor(-3.5986, device='cuda:0')","tensor(-0.5747, device='cuda:0')"
"tensor(7.5541, device='cuda:0')","tensor(-4.7630, device='cuda:0')","tensor(-1.8870, device='cuda:0')"
"tensor(4.1464, device='cuda:0')","tensor(-4.0415, device='cuda:0')","tensor(0.5307, device='cuda:0')"
"tensor(2.1916, device='cuda:0')","tensor(-3.2377, device='cuda:0')","tensor(1.4591, device='cuda:0')"
"tensor(3.1917, device='cuda:0')","tensor(-3.3639, device='cuda:0')","tensor(0.6159, device='cuda:0')"
"tensor(4.7962, device='cuda:0')","tensor(-0.9271, device='cuda:0')","tensor(-3.3793, device='cuda:0')"
"tensor(5.5947, device='cuda:0')","tensor(-3.7374, device='cuda:0')","tensor(-1.2084, device='cuda:0')"
"tensor(3.3308, device='cuda:0')","tensor(-3.5332, device='cuda:0')","tensor(0.6116, device='cuda:0')"
"tensor(4.0879, device='cuda:0')","tensor(-2.3496, device='cuda:0')","tensor(-1.2294, device='cuda:0')"
"tensor(1.4285, device='cuda:0')","tensor(-3.4581, device='cuda:0')","tensor(2.2628, device='cuda:0')"
"tensor(3.6908, device='cuda:0')","tensor(-3.3518, device='cuda:0')","tensor(0.2127, device='cuda:0')"
"tensor(6.0778, device='cuda:0')","tensor(-3.6914, device='cuda:0')","tensor(-1.7796, device='cuda:0')"
