"tensor(-2.9328, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.4005, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(3.3892, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.8149, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(2.7263, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(0.4038, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.6831, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.4170, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(3.3303, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(0.3245, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-2.4693, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.1202, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(5.7209, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(0.2743, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-4.0130, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-2.1855, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(2.8634, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(1.8267, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-3.2690, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.9354, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-2.0558, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.7992, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(3.2631, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.7058, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-2.6015, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.8307, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.1586, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(5.2638, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(4.7122, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(0.9756, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-3.0990, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-2.0457, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-2.7642, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.1632, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(3.6400, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.6475, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-1.8140, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.3562, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.0818, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(3.2330, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(8.2668, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.2732, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-4.6411, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.6319, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(1.9790, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(2.0674, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-2.8918, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.9200, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-3.9519, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(0.0679, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(3.3899, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.5619, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-3.4204, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.2509, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(4.5751, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.6749, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-5.2163, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.6897, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(5.6521, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.7803, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-2.0316, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(0.5868, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(1.9340, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.0863, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-3.2760, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.5738, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(3.8234, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.7961, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-3.5391, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.0703, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(4.2590, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-2.0979, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(5.9513, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(0.0569, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-3.9016, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.5077, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-2.4839, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(4.1170, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(0.7091, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-2.9761, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(1.2437, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(2.9260, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.9208, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-2.3275, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(1.9581, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(0.6612, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-2.5849, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.3972, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-1.5307, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(2.3069, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.8562, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.5345, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-3.9573, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(0.0929, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(4.2169, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.5095, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-3.8881, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.3928, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(4.7387, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.7181, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-0.8923, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(1.9332, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-3.6608, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(2.5395, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-1.7579, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.9771, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.0295, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(4.7795, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-3.2678, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(0.1035, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(4.0860, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.9169, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-1.6640, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-2.8638, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-2.5257, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(6.7725, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(5.4726, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(0.3596, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-3.4291, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-2.2035, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-1.7523, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.7452, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.2141, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(3.3915, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-3.0670, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.0580, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(3.4954, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.2348, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(1.9047, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(1.6890, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.8800, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-2.2773, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-3.7879, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.2492, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(3.6070, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.2723, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-1.3501, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(4.4190, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(0.1793, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-3.6677, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(3.2473, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(2.4003, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-2.8030, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-2.5202, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(5.1672, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.0259, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-3.7418, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.1719, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-0.8364, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(0.2376, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(0.9721, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.6600, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(4.7866, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.5525, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-3.3651, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.2135, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(1.1596, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(1.2977, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.0653, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.5144, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-0.4970, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(0.9614, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-2.3452, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(1.5447, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-2.5566, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.1220, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(2.8940, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.2014, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-3.9370, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.4936, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(0.8835, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(2.7696, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-2.0521, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.4996, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.9624, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(4.1304, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-3.5415, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(0.4712, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(3.6833, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.4570, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-3.4423, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.3296, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(3.7045, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.8811, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-2.8681, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.0722, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.0288, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(4.6431, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-1.8771, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(3.9130, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(0.3307, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-2.7138, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(0.3130, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.4916, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-2.5809, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(1.6942, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-2.4791, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.3877, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(3.3564, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.1027, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(2.1361, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(0.9683, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-2.5708, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.7100, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-2.7345, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(4.9487, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(0.3383, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-2.7160, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-2.1502, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(5.4774, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.4636, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-2.9778, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-2.5414, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.2651, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(0.8836, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(2.2666, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-2.0602, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.4947, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.3805, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(4.3019, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-1.8650, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(3.6371, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(0.5060, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-2.6825, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-3.9278, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.0672, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(4.5786, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.4583, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-2.6944, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.5469, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(3.3790, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.7934, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-3.3704, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(2.0498, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.1452, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(1.2540, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(1.1946, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(5.3600, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-2.0816, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-4.2018, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-2.8701, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(0.6695, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(3.1452, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.5123, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-2.9014, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.9345, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.0978, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(3.8104, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(0.4823, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(0.7653, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.7410, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(0.4788, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(2.5782, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(0.3589, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-2.4001, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.6251, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(4.9750, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(0.8428, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-3.8395, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.7796, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(1.0788, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(3.4923, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-2.3176, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-2.0032, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(1.6459, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(1.2734, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-3.3683, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(0.3359, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-2.6923, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.9295, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.6175, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(3.6247, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(3.7407, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(1.2110, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-2.8688, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-2.1503, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(3.7701, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(0.0406, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-2.5160, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.7679, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-1.6528, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(3.9810, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(0.1895, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-2.7876, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(3.1986, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(1.2951, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-2.4824, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-2.1966, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-2.4974, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(3.5029, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(0.7167, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-2.0507, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-2.8702, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.2248, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(3.1427, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.1004, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-4.6926, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(1.5733, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(3.8762, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.7956, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-2.7878, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.7886, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.0441, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(4.0131, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(2.9023, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(0.2903, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-2.5401, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.9249, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-2.2748, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-2.0311, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.6937, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(5.3787, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(5.6168, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.3261, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-3.5973, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.6221, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(3.4422, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(0.7627, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-3.0319, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.8194, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-4.3968, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(0.1539, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(4.6197, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.4477, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(5.3016, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.0226, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-4.5103, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(0.3219, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-3.0075, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.0755, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(3.3661, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.3429, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(7.5395, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.5180, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-4.9173, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.6769, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-1.5009, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.5176, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.7381, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(3.4340, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(4.1941, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(0.2665, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-3.0602, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.4792, device='cuda:0', grad_fn=<UnbindBackward0>)"
