"tensor(3.6345, device='cuda:0')","tensor(-3.4260, device='cuda:0')","tensor(-0.8172, device='cuda:0')"
"tensor(3.6785, device='cuda:0')","tensor(-2.9514, device='cuda:0')","tensor(-1.0314, device='cuda:0')"
"tensor(4.4641, device='cuda:0')","tensor(-4.2780, device='cuda:0')","tensor(-1.3585, device='cuda:0')"
"tensor(3.3832, device='cuda:0')","tensor(-3.4077, device='cuda:0')","tensor(-0.3814, device='cuda:0')"
"tensor(3.8409, device='cuda:0')","tensor(-2.9707, device='cuda:0')","tensor(-1.8627, device='cuda:0')"
"tensor(3.0755, device='cuda:0')","tensor(-3.2911, device='cuda:0')","tensor(-0.2152, device='cuda:0')"
"tensor(3.1910, device='cuda:0')","tensor(-2.6315, device='cuda:0')","tensor(-0.6538, device='cuda:0')"
"tensor(4.1645, device='cuda:0')","tensor(-3.7850, device='cuda:0')","tensor(-0.9615, device='cuda:0')"
"tensor(3.2056, device='cuda:0')","tensor(-3.7161, device='cuda:0')","tensor(-0.1817, device='cuda:0')"
"tensor(4.3803, device='cuda:0')","tensor(-3.7854, device='cuda:0')","tensor(-0.8968, device='cuda:0')"
"tensor(4.1538, device='cuda:0')","tensor(-3.6228, device='cuda:0')","tensor(-0.5181, device='cuda:0')"
"tensor(3.6153, device='cuda:0')","tensor(-3.9277, device='cuda:0')","tensor(0.0424, device='cuda:0')"
"tensor(2.7093, device='cuda:0')","tensor(-3.2122, device='cuda:0')","tensor(0.0151, device='cuda:0')"
"tensor(1.9030, device='cuda:0')","tensor(-1.8329, device='cuda:0')","tensor(-0.7787, device='cuda:0')"
"tensor(3.2793, device='cuda:0')","tensor(-3.5614, device='cuda:0')","tensor(-0.1799, device='cuda:0')"
"tensor(2.8425, device='cuda:0')","tensor(-3.3067, device='cuda:0')","tensor(-0.1070, device='cuda:0')"
"tensor(2.0730, device='cuda:0')","tensor(-2.5060, device='cuda:0')","tensor(0.0930, device='cuda:0')"
"tensor(3.2748, device='cuda:0')","tensor(-3.5042, device='cuda:0')","tensor(-0.1644, device='cuda:0')"
"tensor(3.6979, device='cuda:0')","tensor(-3.8165, device='cuda:0')","tensor(-0.3875, device='cuda:0')"
"tensor(5.8295, device='cuda:0')","tensor(-4.8493, device='cuda:0')","tensor(-1.7057, device='cuda:0')"
"tensor(4.1955, device='cuda:0')","tensor(-4.0214, device='cuda:0')","tensor(-1.0332, device='cuda:0')"
"tensor(2.1548, device='cuda:0')","tensor(-3.1078, device='cuda:0')","tensor(0.4437, device='cuda:0')"
"tensor(3.4521, device='cuda:0')","tensor(-3.5008, device='cuda:0')","tensor(-0.4329, device='cuda:0')"
"tensor(1.6815, device='cuda:0')","tensor(-1.6983, device='cuda:0')","tensor(-0.7564, device='cuda:0')"
"tensor(4.6387, device='cuda:0')","tensor(-3.9621, device='cuda:0')","tensor(-1.0478, device='cuda:0')"
"tensor(4.3535, device='cuda:0')","tensor(-4.2524, device='cuda:0')","tensor(-0.5855, device='cuda:0')"
"tensor(2.7032, device='cuda:0')","tensor(-4.0047, device='cuda:0')","tensor(0.4923, device='cuda:0')"
"tensor(4.1029, device='cuda:0')","tensor(-3.8302, device='cuda:0')","tensor(-0.3952, device='cuda:0')"
"tensor(4.0370, device='cuda:0')","tensor(-4.0374, device='cuda:0')","tensor(-0.5577, device='cuda:0')"
"tensor(2.2304, device='cuda:0')","tensor(-3.4728, device='cuda:0')","tensor(0.5984, device='cuda:0')"
"tensor(2.9795, device='cuda:0')","tensor(-3.4537, device='cuda:0')","tensor(-0.0658, device='cuda:0')"
"tensor(3.1079, device='cuda:0')","tensor(-3.1466, device='cuda:0')","tensor(-0.3923, device='cuda:0')"
"tensor(4.4959, device='cuda:0')","tensor(-3.3351, device='cuda:0')","tensor(-1.8807, device='cuda:0')"
"tensor(3.8554, device='cuda:0')","tensor(-3.9208, device='cuda:0')","tensor(-0.2579, device='cuda:0')"
"tensor(2.8076, device='cuda:0')","tensor(-2.0623, device='cuda:0')","tensor(-1.5373, device='cuda:0')"
"tensor(4.8196, device='cuda:0')","tensor(-3.9847, device='cuda:0')","tensor(-1.1505, device='cuda:0')"
"tensor(1.2297, device='cuda:0')","tensor(-2.0699, device='cuda:0')","tensor(0.2520, device='cuda:0')"
"tensor(1.6084, device='cuda:0')","tensor(-2.9695, device='cuda:0')","tensor(0.8059, device='cuda:0')"
"tensor(3.3359, device='cuda:0')","tensor(-3.4844, device='cuda:0')","tensor(-0.2364, device='cuda:0')"
"tensor(3.4964, device='cuda:0')","tensor(-3.6150, device='cuda:0')","tensor(-0.5261, device='cuda:0')"
"tensor(4.6663, device='cuda:0')","tensor(-3.8849, device='cuda:0')","tensor(-1.1223, device='cuda:0')"
"tensor(2.1485, device='cuda:0')","tensor(-2.6600, device='cuda:0')","tensor(0.0739, device='cuda:0')"
"tensor(5.3575, device='cuda:0')","tensor(-4.1506, device='cuda:0')","tensor(-1.8078, device='cuda:0')"
"tensor(3.2085, device='cuda:0')","tensor(-3.4042, device='cuda:0')","tensor(-0.4129, device='cuda:0')"
"tensor(4.5289, device='cuda:0')","tensor(-3.9745, device='cuda:0')","tensor(-0.7707, device='cuda:0')"
"tensor(3.0983, device='cuda:0')","tensor(-3.8062, device='cuda:0')","tensor(0.1521, device='cuda:0')"
"tensor(4.9788, device='cuda:0')","tensor(-3.9070, device='cuda:0')","tensor(-1.3574, device='cuda:0')"
"tensor(3.3795, device='cuda:0')","tensor(-3.4880, device='cuda:0')","tensor(-0.3504, device='cuda:0')"
"tensor(3.0625, device='cuda:0')","tensor(-3.5723, device='cuda:0')","tensor(0.3856, device='cuda:0')"
"tensor(3.2303, device='cuda:0')","tensor(-3.3131, device='cuda:0')","tensor(-0.3136, device='cuda:0')"
"tensor(4.8655, device='cuda:0')","tensor(-3.9651, device='cuda:0')","tensor(-1.3126, device='cuda:0')"
"tensor(2.9935, device='cuda:0')","tensor(-1.6380, device='cuda:0')","tensor(-1.8719, device='cuda:0')"
"tensor(4.0654, device='cuda:0')","tensor(-4.1166, device='cuda:0')","tensor(-0.7430, device='cuda:0')"
"tensor(2.6181, device='cuda:0')","tensor(-3.5695, device='cuda:0')","tensor(0.5221, device='cuda:0')"
"tensor(2.8973, device='cuda:0')","tensor(-3.3936, device='cuda:0')","tensor(0.0073, device='cuda:0')"
"tensor(3.3896, device='cuda:0')","tensor(-3.2139, device='cuda:0')","tensor(-0.5803, device='cuda:0')"
"tensor(3.3071, device='cuda:0')","tensor(-3.2421, device='cuda:0')","tensor(-0.3521, device='cuda:0')"
"tensor(3.7631, device='cuda:0')","tensor(-3.6214, device='cuda:0')","tensor(-0.6099, device='cuda:0')"
"tensor(2.6927, device='cuda:0')","tensor(-3.7207, device='cuda:0')","tensor(0.8184, device='cuda:0')"
"tensor(2.2883, device='cuda:0')","tensor(-2.7655, device='cuda:0')","tensor(-0.1396, device='cuda:0')"
"tensor(2.8259, device='cuda:0')","tensor(-3.2258, device='cuda:0')","tensor(-0.1544, device='cuda:0')"
"tensor(3.1305, device='cuda:0')","tensor(-3.3520, device='cuda:0')","tensor(-0.4468, device='cuda:0')"
"tensor(2.8447, device='cuda:0')","tensor(-3.2266, device='cuda:0')","tensor(-0.0970, device='cuda:0')"
"tensor(3.0379, device='cuda:0')","tensor(-3.8403, device='cuda:0')","tensor(0.6034, device='cuda:0')"
"tensor(2.8648, device='cuda:0')","tensor(-3.0262, device='cuda:0')","tensor(-0.4741, device='cuda:0')"
"tensor(2.3187, device='cuda:0')","tensor(-3.1405, device='cuda:0')","tensor(0.3439, device='cuda:0')"
"tensor(-0.5441, device='cuda:0')","tensor(-0.8989, device='cuda:0')","tensor(1.0698, device='cuda:0')"
"tensor(2.6613, device='cuda:0')","tensor(-3.3058, device='cuda:0')","tensor(-0.0396, device='cuda:0')"
"tensor(1.8611, device='cuda:0')","tensor(-2.8474, device='cuda:0')","tensor(0.6387, device='cuda:0')"
"tensor(3.4820, device='cuda:0')","tensor(-3.3609, device='cuda:0')","tensor(-0.6127, device='cuda:0')"
"tensor(3.1316, device='cuda:0')","tensor(-3.5025, device='cuda:0')","tensor(-0.2114, device='cuda:0')"
"tensor(3.1503, device='cuda:0')","tensor(-3.3505, device='cuda:0')","tensor(-0.4042, device='cuda:0')"
"tensor(4.1623, device='cuda:0')","tensor(-3.8816, device='cuda:0')","tensor(-0.5264, device='cuda:0')"
"tensor(4.7182, device='cuda:0')","tensor(-4.3604, device='cuda:0')","tensor(-0.7989, device='cuda:0')"
"tensor(2.2427, device='cuda:0')","tensor(-1.9445, device='cuda:0')","tensor(-1.1234, device='cuda:0')"
"tensor(3.0785, device='cuda:0')","tensor(-3.4380, device='cuda:0')","tensor(0.1623, device='cuda:0')"
"tensor(-0.4504, device='cuda:0')","tensor(0.0472, device='cuda:0')","tensor(0.0009, device='cuda:0')"
"tensor(4.3402, device='cuda:0')","tensor(-4.1294, device='cuda:0')","tensor(-0.9019, device='cuda:0')"
"tensor(3.0088, device='cuda:0')","tensor(-3.4445, device='cuda:0')","tensor(-0.0077, device='cuda:0')"
"tensor(1.7999, device='cuda:0')","tensor(-2.8721, device='cuda:0')","tensor(0.5441, device='cuda:0')"
"tensor(3.8373, device='cuda:0')","tensor(-3.8494, device='cuda:0')","tensor(-0.8030, device='cuda:0')"
"tensor(3.3891, device='cuda:0')","tensor(-3.5419, device='cuda:0')","tensor(-0.2083, device='cuda:0')"
"tensor(3.1843, device='cuda:0')","tensor(-3.0672, device='cuda:0')","tensor(-0.3739, device='cuda:0')"
"tensor(3.3348, device='cuda:0')","tensor(-3.2612, device='cuda:0')","tensor(-0.3079, device='cuda:0')"
"tensor(3.2434, device='cuda:0')","tensor(-3.3633, device='cuda:0')","tensor(-0.4255, device='cuda:0')"
"tensor(3.2869, device='cuda:0')","tensor(-3.5195, device='cuda:0')","tensor(-0.4070, device='cuda:0')"
"tensor(5.4304, device='cuda:0')","tensor(-4.4601, device='cuda:0')","tensor(-1.4783, device='cuda:0')"
"tensor(3.4126, device='cuda:0')","tensor(-3.3845, device='cuda:0')","tensor(-0.5488, device='cuda:0')"
"tensor(2.7235, device='cuda:0')","tensor(-3.1370, device='cuda:0')","tensor(-0.1244, device='cuda:0')"
"tensor(3.8014, device='cuda:0')","tensor(-3.6077, device='cuda:0')","tensor(-0.5887, device='cuda:0')"
"tensor(3.9216, device='cuda:0')","tensor(-3.5179, device='cuda:0')","tensor(-1.2241, device='cuda:0')"
"tensor(3.8547, device='cuda:0')","tensor(-2.7588, device='cuda:0')","tensor(-1.1590, device='cuda:0')"
"tensor(3.9042, device='cuda:0')","tensor(-2.9576, device='cuda:0')","tensor(-1.4755, device='cuda:0')"
"tensor(2.6370, device='cuda:0')","tensor(-3.2336, device='cuda:0')","tensor(-0.0155, device='cuda:0')"
"tensor(2.4843, device='cuda:0')","tensor(-3.0522, device='cuda:0')","tensor(-0.0070, device='cuda:0')"
"tensor(2.8345, device='cuda:0')","tensor(-3.1884, device='cuda:0')","tensor(-0.2509, device='cuda:0')"
"tensor(2.3754, device='cuda:0')","tensor(-1.8407, device='cuda:0')","tensor(-1.2343, device='cuda:0')"
"tensor(1.6990, device='cuda:0')","tensor(-1.8634, device='cuda:0')","tensor(-0.2518, device='cuda:0')"
"tensor(4.1969, device='cuda:0')","tensor(-3.7504, device='cuda:0')","tensor(-1.0742, device='cuda:0')"
"tensor(-2.6320, device='cuda:0')","tensor(3.3995, device='cuda:0')","tensor(-3.1820, device='cuda:0')"
"tensor(2.8269, device='cuda:0')","tensor(-3.0440, device='cuda:0')","tensor(-0.3073, device='cuda:0')"
"tensor(2.9547, device='cuda:0')","tensor(-2.8734, device='cuda:0')","tensor(-0.3144, device='cuda:0')"
"tensor(2.5885, device='cuda:0')","tensor(-3.3526, device='cuda:0')","tensor(0.2872, device='cuda:0')"
"tensor(4.9772, device='cuda:0')","tensor(-4.2167, device='cuda:0')","tensor(-1.0952, device='cuda:0')"
"tensor(3.8202, device='cuda:0')","tensor(-3.4655, device='cuda:0')","tensor(-0.8692, device='cuda:0')"
"tensor(4.0218, device='cuda:0')","tensor(-3.7695, device='cuda:0')","tensor(-0.9797, device='cuda:0')"
"tensor(2.7059, device='cuda:0')","tensor(-3.1131, device='cuda:0')","tensor(-0.2927, device='cuda:0')"
"tensor(1.5594, device='cuda:0')","tensor(-1.6743, device='cuda:0')","tensor(-0.6647, device='cuda:0')"
"tensor(2.9164, device='cuda:0')","tensor(-3.4774, device='cuda:0')","tensor(-0.0879, device='cuda:0')"
"tensor(3.0961, device='cuda:0')","tensor(-3.6814, device='cuda:0')","tensor(-0.0571, device='cuda:0')"
"tensor(3.7131, device='cuda:0')","tensor(-3.0889, device='cuda:0')","tensor(-1.4876, device='cuda:0')"
"tensor(4.4786, device='cuda:0')","tensor(-4.0647, device='cuda:0')","tensor(-0.6560, device='cuda:0')"
"tensor(1.4892, device='cuda:0')","tensor(-2.8387, device='cuda:0')","tensor(1.3556, device='cuda:0')"
"tensor(2.6994, device='cuda:0')","tensor(-3.4155, device='cuda:0')","tensor(0.0525, device='cuda:0')"
"tensor(3.1736, device='cuda:0')","tensor(-3.1562, device='cuda:0')","tensor(-0.5450, device='cuda:0')"
"tensor(5.2468, device='cuda:0')","tensor(-4.4908, device='cuda:0')","tensor(-1.3121, device='cuda:0')"
"tensor(3.1651, device='cuda:0')","tensor(-4.0107, device='cuda:0')","tensor(-0.0803, device='cuda:0')"
"tensor(3.7993, device='cuda:0')","tensor(-3.5129, device='cuda:0')","tensor(-1.0078, device='cuda:0')"
"tensor(3.6831, device='cuda:0')","tensor(-3.5110, device='cuda:0')","tensor(-0.7285, device='cuda:0')"
"tensor(3.0438, device='cuda:0')","tensor(-3.4036, device='cuda:0')","tensor(-0.2649, device='cuda:0')"
"tensor(2.9528, device='cuda:0')","tensor(-2.4779, device='cuda:0')","tensor(-1.0000, device='cuda:0')"
"tensor(2.7242, device='cuda:0')","tensor(-2.3721, device='cuda:0')","tensor(-0.9742, device='cuda:0')"
"tensor(3.3516, device='cuda:0')","tensor(-3.1530, device='cuda:0')","tensor(-0.5793, device='cuda:0')"
"tensor(3.9501, device='cuda:0')","tensor(-2.7688, device='cuda:0')","tensor(-1.7823, device='cuda:0')"
"tensor(3.6268, device='cuda:0')","tensor(-3.0806, device='cuda:0')","tensor(-0.5877, device='cuda:0')"
"tensor(3.2992, device='cuda:0')","tensor(-3.6752, device='cuda:0')","tensor(-0.1290, device='cuda:0')"
"tensor(3.3780, device='cuda:0')","tensor(-3.4298, device='cuda:0')","tensor(-0.4871, device='cuda:0')"
"tensor(3.5248, device='cuda:0')","tensor(-3.4190, device='cuda:0')","tensor(-0.4278, device='cuda:0')"
"tensor(1.5913, device='cuda:0')","tensor(-3.5107, device='cuda:0')","tensor(1.1509, device='cuda:0')"
"tensor(1.0359, device='cuda:0')","tensor(-1.6725, device='cuda:0')","tensor(-0.2593, device='cuda:0')"
"tensor(2.9589, device='cuda:0')","tensor(-3.2701, device='cuda:0')","tensor(-0.3716, device='cuda:0')"
"tensor(3.4863, device='cuda:0')","tensor(-3.0974, device='cuda:0')","tensor(-0.7893, device='cuda:0')"
"tensor(2.5884, device='cuda:0')","tensor(-2.2630, device='cuda:0')","tensor(-0.9013, device='cuda:0')"
"tensor(4.4853, device='cuda:0')","tensor(-4.2061, device='cuda:0')","tensor(-0.9151, device='cuda:0')"
"tensor(3.4788, device='cuda:0')","tensor(-3.4732, device='cuda:0')","tensor(-0.6498, device='cuda:0')"
"tensor(-0.3416, device='cuda:0')","tensor(-1.8082, device='cuda:0')","tensor(1.6295, device='cuda:0')"
"tensor(3.7638, device='cuda:0')","tensor(-3.8690, device='cuda:0')","tensor(-0.3511, device='cuda:0')"
"tensor(4.0415, device='cuda:0')","tensor(-3.4872, device='cuda:0')","tensor(-0.4557, device='cuda:0')"
"tensor(-4.0801, device='cuda:0')","tensor(4.1781, device='cuda:0')","tensor(-2.0535, device='cuda:0')"
"tensor(3.5051, device='cuda:0')","tensor(-3.1349, device='cuda:0')","tensor(-0.3780, device='cuda:0')"
"tensor(2.1582, device='cuda:0')","tensor(-2.8665, device='cuda:0')","tensor(0.3925, device='cuda:0')"
"tensor(4.7013, device='cuda:0')","tensor(-4.0443, device='cuda:0')","tensor(-0.8065, device='cuda:0')"
"tensor(2.5638, device='cuda:0')","tensor(-3.2249, device='cuda:0')","tensor(0.0680, device='cuda:0')"
"tensor(3.6531, device='cuda:0')","tensor(-3.0920, device='cuda:0')","tensor(-0.9893, device='cuda:0')"
"tensor(3.0407, device='cuda:0')","tensor(-3.0774, device='cuda:0')","tensor(-0.2845, device='cuda:0')"
"tensor(1.4734, device='cuda:0')","tensor(-2.4858, device='cuda:0')","tensor(0.6158, device='cuda:0')"
"tensor(2.7832, device='cuda:0')","tensor(-3.4430, device='cuda:0')","tensor(0.3586, device='cuda:0')"
"tensor(3.5372, device='cuda:0')","tensor(-3.4506, device='cuda:0')","tensor(-0.5996, device='cuda:0')"
"tensor(2.8244, device='cuda:0')","tensor(-2.8683, device='cuda:0')","tensor(-0.6524, device='cuda:0')"
"tensor(3.0990, device='cuda:0')","tensor(-2.8986, device='cuda:0')","tensor(-0.6566, device='cuda:0')"
"tensor(3.5118, device='cuda:0')","tensor(-3.7286, device='cuda:0')","tensor(-0.4937, device='cuda:0')"
"tensor(3.0189, device='cuda:0')","tensor(-3.3033, device='cuda:0')","tensor(-0.4235, device='cuda:0')"
"tensor(0.9124, device='cuda:0')","tensor(-1.0388, device='cuda:0')","tensor(-0.8149, device='cuda:0')"
"tensor(2.8231, device='cuda:0')","tensor(-3.2453, device='cuda:0')","tensor(-0.0474, device='cuda:0')"
"tensor(3.2445, device='cuda:0')","tensor(-3.5007, device='cuda:0')","tensor(-0.3820, device='cuda:0')"
"tensor(-0.3331, device='cuda:0')","tensor(0.6872, device='cuda:0')","tensor(-0.5197, device='cuda:0')"
"tensor(3.4984, device='cuda:0')","tensor(-3.2636, device='cuda:0')","tensor(-0.6961, device='cuda:0')"
"tensor(-1.7969, device='cuda:0')","tensor(0.7592, device='cuda:0')","tensor(0.7689, device='cuda:0')"
"tensor(0.8130, device='cuda:0')","tensor(0.2944, device='cuda:0')","tensor(-2.6149, device='cuda:0')"
"tensor(4.0582, device='cuda:0')","tensor(-3.8187, device='cuda:0')","tensor(-0.4647, device='cuda:0')"
"tensor(3.8039, device='cuda:0')","tensor(-3.5562, device='cuda:0')","tensor(-1.0243, device='cuda:0')"
"tensor(3.9265, device='cuda:0')","tensor(-3.5931, device='cuda:0')","tensor(-0.5614, device='cuda:0')"
"tensor(2.9249, device='cuda:0')","tensor(-2.9571, device='cuda:0')","tensor(-0.2574, device='cuda:0')"
"tensor(3.8476, device='cuda:0')","tensor(-3.8450, device='cuda:0')","tensor(-0.1570, device='cuda:0')"
"tensor(-4.6220, device='cuda:0')","tensor(4.5090, device='cuda:0')","tensor(-1.5720, device='cuda:0')"
"tensor(3.2936, device='cuda:0')","tensor(-3.6650, device='cuda:0')","tensor(-0.1582, device='cuda:0')"
"tensor(2.3148, device='cuda:0')","tensor(-3.3334, device='cuda:0')","tensor(0.3898, device='cuda:0')"
"tensor(4.7480, device='cuda:0')","tensor(-3.7446, device='cuda:0')","tensor(-1.1675, device='cuda:0')"
"tensor(2.7215, device='cuda:0')","tensor(-3.1420, device='cuda:0')","tensor(-0.0022, device='cuda:0')"
"tensor(-0.1685, device='cuda:0')","tensor(-0.6192, device='cuda:0')","tensor(-0.3598, device='cuda:0')"
"tensor(2.2301, device='cuda:0')","tensor(-2.6706, device='cuda:0')","tensor(0.2975, device='cuda:0')"
"tensor(4.9848, device='cuda:0')","tensor(-5.0759, device='cuda:0')","tensor(-0.6343, device='cuda:0')"
"tensor(5.2914, device='cuda:0')","tensor(-4.1296, device='cuda:0')","tensor(-1.6951, device='cuda:0')"
"tensor(4.1235, device='cuda:0')","tensor(-3.8559, device='cuda:0')","tensor(-0.6089, device='cuda:0')"
"tensor(3.0775, device='cuda:0')","tensor(-3.3230, device='cuda:0')","tensor(-0.1552, device='cuda:0')"
"tensor(2.9449, device='cuda:0')","tensor(-2.6946, device='cuda:0')","tensor(-0.7478, device='cuda:0')"
"tensor(2.0747, device='cuda:0')","tensor(-2.7849, device='cuda:0')","tensor(0.1984, device='cuda:0')"
"tensor(-0.6986, device='cuda:0')","tensor(-1.0968, device='cuda:0')","tensor(1.5082, device='cuda:0')"
"tensor(2.8642, device='cuda:0')","tensor(-2.7234, device='cuda:0')","tensor(-0.8063, device='cuda:0')"
"tensor(2.8396, device='cuda:0')","tensor(-3.6024, device='cuda:0')","tensor(0.1876, device='cuda:0')"
"tensor(3.2711, device='cuda:0')","tensor(-3.9445, device='cuda:0')","tensor(0.1547, device='cuda:0')"
"tensor(2.6372, device='cuda:0')","tensor(-3.1818, device='cuda:0')","tensor(-0.0063, device='cuda:0')"
"tensor(3.2057, device='cuda:0')","tensor(-3.6954, device='cuda:0')","tensor(0.0756, device='cuda:0')"
"tensor(4.1529, device='cuda:0')","tensor(-3.9511, device='cuda:0')","tensor(-0.9340, device='cuda:0')"
"tensor(3.9035, device='cuda:0')","tensor(-3.6142, device='cuda:0')","tensor(-0.5021, device='cuda:0')"
"tensor(3.4225, device='cuda:0')","tensor(-3.5009, device='cuda:0')","tensor(-0.4130, device='cuda:0')"
"tensor(3.2491, device='cuda:0')","tensor(-3.4787, device='cuda:0')","tensor(-0.3221, device='cuda:0')"
"tensor(7.0282, device='cuda:0')","tensor(-5.3517, device='cuda:0')","tensor(-1.9922, device='cuda:0')"
"tensor(3.3570, device='cuda:0')","tensor(-3.8754, device='cuda:0')","tensor(0.1469, device='cuda:0')"
"tensor(1.9338, device='cuda:0')","tensor(-3.2288, device='cuda:0')","tensor(0.5888, device='cuda:0')"
"tensor(2.1164, device='cuda:0')","tensor(-3.0056, device='cuda:0')","tensor(0.1625, device='cuda:0')"
"tensor(3.9908, device='cuda:0')","tensor(-2.1673, device='cuda:0')","tensor(-2.0978, device='cuda:0')"
"tensor(2.6115, device='cuda:0')","tensor(-3.0018, device='cuda:0')","tensor(-0.0766, device='cuda:0')"
"tensor(3.7188, device='cuda:0')","tensor(-3.6024, device='cuda:0')","tensor(-0.8385, device='cuda:0')"
"tensor(4.3467, device='cuda:0')","tensor(-3.8308, device='cuda:0')","tensor(-0.8800, device='cuda:0')"
"tensor(1.8818, device='cuda:0')","tensor(-2.8628, device='cuda:0')","tensor(0.7516, device='cuda:0')"
"tensor(3.2329, device='cuda:0')","tensor(-3.4189, device='cuda:0')","tensor(-0.2774, device='cuda:0')"
"tensor(4.2114, device='cuda:0')","tensor(-3.9839, device='cuda:0')","tensor(-1.0541, device='cuda:0')"
