"tensor(-2.5222, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.3432, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(4.3414, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.8649, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-1.9223, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.6180, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(0.9510, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(1.6130, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-0.7637, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.1483, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.2160, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(2.9805, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-2.7205, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.0992, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(2.9332, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.0158, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-2.6531, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.3438, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(3.6289, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.5562, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-3.2535, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.5194, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.9897, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(4.5006, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-0.6510, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(3.7872, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(0.4960, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-2.7848, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-0.4777, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-3.5627, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-4.6008, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(7.5443, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-3.0723, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.7461, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(3.2373, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.6834, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(4.0872, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.2256, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-2.8686, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.9650, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-2.5790, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(6.4850, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.9800, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.4351, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-1.6324, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(2.3733, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(0.7322, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.4853, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-0.7284, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-2.3702, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.0957, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(2.4478, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-1.2137, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.9843, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.6416, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(3.9101, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-1.9590, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(2.9055, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(0.7965, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.8744, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-3.9568, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.4892, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(4.8398, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.8849, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-2.9580, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.8336, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(3.0440, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.7233, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-5.9395, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(4.3216, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(1.8224, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.4574, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(1.3693, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(2.8418, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.4296, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-2.6480, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-2.3415, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.1283, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(2.7023, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.4185, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-1.1094, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.8132, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.9097, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(3.5516, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(0.7248, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(0.4263, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.1971, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(0.7315, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(3.3038, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.4400, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.4445, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.1712, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(6.2732, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.0293, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-3.0187, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-2.2703, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-0.8644, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(1.0823, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.3920, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(0.4359, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(1.5061, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(0.2976, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.9976, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.3171, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-3.4072, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.4029, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(1.3617, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(2.2338, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(3.4942, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(0.1806, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-2.8464, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.8668, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(2.3985, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.0027, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.8001, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.2384, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-1.4844, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(2.9747, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(0.5164, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.5080, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(2.9307, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(0.1278, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.9854, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.4808, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-2.7702, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(4.8551, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.0082, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.4827, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-1.9970, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.8144, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(3.3696, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.5449, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-5.7899, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(0.4251, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(4.8986, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.9019, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-1.7204, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.8510, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.8210, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(4.4333, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(3.0423, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(0.4040, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.8572, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.4174, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-1.2513, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.9402, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.3753, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(4.3196, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(3.9221, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.1872, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-2.5444, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.4616, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(3.1325, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.2473, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.9157, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.2427, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-3.3156, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.6739, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(4.5124, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.5242, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(2.1031, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.6839, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-2.4976, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(1.4594, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-2.6498, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-0.8047, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(4.0420, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.3329, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(3.6744, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.1354, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-3.5323, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(1.1672, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-0.0500, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-2.5014, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-2.0261, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(4.5051, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(5.1594, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.7958, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-2.0245, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(-1.6282, device='cuda:0', grad_fn=<UnbindBackward0>)"
