"tensor(-2.4523, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(2.3289, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-1.5925, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(1.4674, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-1.5925, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(1.4674, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-0.6021, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(0.3968, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-2.0713, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(1.9578, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-1.5925, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(1.4674, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-1.5925, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(1.4674, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-3.3450, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(3.1983, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-1.8557, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(1.7330, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-2.1872, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(2.0870, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-1.5925, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(1.4674, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-1.8974, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(1.7561, device='cuda:0', grad_fn=<UnbindBackward0>)"
"tensor(-1.5925, device='cuda:0', grad_fn=<UnbindBackward0>)","tensor(1.4674, device='cuda:0', grad_fn=<UnbindBackward0>)"
