"tensor(2.1217, device='cuda:0')","tensor(-1.5689, device='cuda:0')","tensor(-0.3592, device='cuda:0')"
"tensor(-0.9206, device='cuda:0')","tensor(1.0462, device='cuda:0')","tensor(-0.3836, device='cuda:0')"
"tensor(2.5406, device='cuda:0')","tensor(-4.4672, device='cuda:0')","tensor(2.4275, device='cuda:0')"
"tensor(-0.0889, device='cuda:0')","tensor(-0.0245, device='cuda:0')","tensor(0.0353, device='cuda:0')"
"tensor(0.7848, device='cuda:0')","tensor(-1.5244, device='cuda:0')","tensor(0.8960, device='cuda:0')"
"tensor(1.6333, device='cuda:0')","tensor(-3.2608, device='cuda:0')","tensor(2.0828, device='cuda:0')"
"tensor(2.6881, device='cuda:0')","tensor(-1.9819, device='cuda:0')","tensor(-0.5115, device='cuda:0')"
"tensor(2.6873, device='cuda:0')","tensor(-3.2005, device='cuda:0')","tensor(0.8482, device='cuda:0')"
"tensor(-0.0203, device='cuda:0')","tensor(1.4553, device='cuda:0')","tensor(-1.7618, device='cuda:0')"
"tensor(-0.8459, device='cuda:0')","tensor(0.3912, device='cuda:0')","tensor(0.3356, device='cuda:0')"
"tensor(1.0263, device='cuda:0')","tensor(-0.7404, device='cuda:0')","tensor(-0.2454, device='cuda:0')"
"tensor(-1.0473, device='cuda:0')","tensor(1.4780, device='cuda:0')","tensor(-0.7287, device='cuda:0')"
"tensor(2.1412, device='cuda:0')","tensor(-3.0957, device='cuda:0')","tensor(1.3065, device='cuda:0')"
"tensor(1.5396, device='cuda:0')","tensor(-1.6888, device='cuda:0')","tensor(0.3684, device='cuda:0')"
"tensor(3.0405, device='cuda:0')","tensor(-2.5550, device='cuda:0')","tensor(-0.2052, device='cuda:0')"
"tensor(1.4184, device='cuda:0')","tensor(-0.8450, device='cuda:0')","tensor(-0.4997, device='cuda:0')"
"tensor(1.0710, device='cuda:0')","tensor(-1.2282, device='cuda:0')","tensor(0.2920, device='cuda:0')"
"tensor(0.9857, device='cuda:0')","tensor(-0.8520, device='cuda:0')","tensor(-0.0662, device='cuda:0')"
"tensor(1.4319, device='cuda:0')","tensor(-1.3205, device='cuda:0')","tensor(0.0252, device='cuda:0')"
"tensor(2.1897, device='cuda:0')","tensor(-3.2365, device='cuda:0')","tensor(1.4355, device='cuda:0')"
"tensor(0.4270, device='cuda:0')","tensor(-1.3761, device='cuda:0')","tensor(1.0678, device='cuda:0')"
"tensor(2.8555, device='cuda:0')","tensor(-3.8590, device='cuda:0')","tensor(1.4857, device='cuda:0')"
"tensor(3.2614, device='cuda:0')","tensor(-2.3155, device='cuda:0')","tensor(-0.6950, device='cuda:0')"
"tensor(0.5035, device='cuda:0')","tensor(-1.7404, device='cuda:0')","tensor(1.4465, device='cuda:0')"
"tensor(1.2650, device='cuda:0')","tensor(-2.7772, device='cuda:0')","tensor(1.8181, device='cuda:0')"
"tensor(0.4752, device='cuda:0')","tensor(-2.2780, device='cuda:0')","tensor(2.0954, device='cuda:0')"
"tensor(1.1717, device='cuda:0')","tensor(0.0034, device='cuda:0')","tensor(-1.3046, device='cuda:0')"
"tensor(-0.1721, device='cuda:0')","tensor(1.4335, device='cuda:0')","tensor(-1.5844, device='cuda:0')"
"tensor(1.4196, device='cuda:0')","tensor(-2.2128, device='cuda:0')","tensor(1.0968, device='cuda:0')"
"tensor(0.3747, device='cuda:0')","tensor(-0.5753, device='cuda:0')","tensor(0.2698, device='cuda:0')"
"tensor(-0.0256, device='cuda:0')","tensor(0.6489, device='cuda:0')","tensor(-0.8259, device='cuda:0')"
"tensor(1.4208, device='cuda:0')","tensor(-0.2929, device='cuda:0')","tensor(-1.1861, device='cuda:0')"
"tensor(0.1161, device='cuda:0')","tensor(-0.5043, device='cuda:0')","tensor(0.4078, device='cuda:0')"
"tensor(-0.9933, device='cuda:0')","tensor(0.5318, device='cuda:0')","tensor(0.2860, device='cuda:0')"
"tensor(2.7663, device='cuda:0')","tensor(-1.5877, device='cuda:0')","tensor(-1.0265, device='cuda:0')"
"tensor(2.5719, device='cuda:0')","tensor(-3.7141, device='cuda:0')","tensor(1.6437, device='cuda:0')"
"tensor(0.9651, device='cuda:0')","tensor(-1.3099, device='cuda:0')","tensor(0.5341, device='cuda:0')"
"tensor(2.0897, device='cuda:0')","tensor(-2.3156, device='cuda:0')","tensor(0.5413, device='cuda:0')"
"tensor(0.8858, device='cuda:0')","tensor(-2.1707, device='cuda:0')","tensor(1.5691, device='cuda:0')"
"tensor(0.8224, device='cuda:0')","tensor(-0.1563, device='cuda:0')","tensor(-0.7447, device='cuda:0')"
"tensor(1.8403, device='cuda:0')","tensor(-1.6379, device='cuda:0')","tensor(-0.0343, device='cuda:0')"
"tensor(1.3472, device='cuda:0')","tensor(-0.5569, device='cuda:0')","tensor(-0.7264, device='cuda:0')"
"tensor(0.4948, device='cuda:0')","tensor(-1.9508, device='cuda:0')","tensor(1.7026, device='cuda:0')"
"tensor(1.6335, device='cuda:0')","tensor(-1.5476, device='cuda:0')","tensor(0.0739, device='cuda:0')"
"tensor(2.0824, device='cuda:0')","tensor(-1.9971, device='cuda:0')","tensor(0.1385, device='cuda:0')"
"tensor(0.5852, device='cuda:0')","tensor(-2.1143, device='cuda:0')","tensor(1.7424, device='cuda:0')"
"tensor(0.7315, device='cuda:0')","tensor(-1.4124, device='cuda:0')","tensor(0.8491, device='cuda:0')"
"tensor(3.2508, device='cuda:0')","tensor(-2.2185, device='cuda:0')","tensor(-0.8728, device='cuda:0')"
"tensor(2.3105, device='cuda:0')","tensor(-2.5748, device='cuda:0')","tensor(0.4694, device='cuda:0')"
"tensor(1.3363, device='cuda:0')","tensor(-1.4620, device='cuda:0')","tensor(0.2966, device='cuda:0')"
"tensor(1.5545, device='cuda:0')","tensor(-2.3294, device='cuda:0')","tensor(0.9763, device='cuda:0')"
"tensor(-0.4147, device='cuda:0')","tensor(-2.0282, device='cuda:0')","tensor(2.7352, device='cuda:0')"
"tensor(1.5204, device='cuda:0')","tensor(-1.5687, device='cuda:0')","tensor(0.2220, device='cuda:0')"
"tensor(1.4530, device='cuda:0')","tensor(-1.8147, device='cuda:0')","tensor(0.5501, device='cuda:0')"
"tensor(1.6425, device='cuda:0')","tensor(-1.1362, device='cuda:0')","tensor(-0.4012, device='cuda:0')"
"tensor(0.5585, device='cuda:0')","tensor(-0.1875, device='cuda:0')","tensor(-0.4878, device='cuda:0')"
"tensor(0.7410, device='cuda:0')","tensor(-0.7474, device='cuda:0')","tensor(0.0864, device='cuda:0')"
"tensor(1.6725, device='cuda:0')","tensor(-1.2816, device='cuda:0')","tensor(-0.2553, device='cuda:0')"
"tensor(1.3421, device='cuda:0')","tensor(-1.1704, device='cuda:0')","tensor(-0.0361, device='cuda:0')"
"tensor(2.0725, device='cuda:0')","tensor(-2.5229, device='cuda:0')","tensor(0.7331, device='cuda:0')"
"tensor(0.8829, device='cuda:0')","tensor(-2.4299, device='cuda:0')","tensor(1.8691, device='cuda:0')"
"tensor(1.3590, device='cuda:0')","tensor(-0.0075, device='cuda:0')","tensor(-1.4462, device='cuda:0')"
"tensor(0.2096, device='cuda:0')","tensor(0.4317, device='cuda:0')","tensor(-0.7742, device='cuda:0')"
"tensor(0.3169, device='cuda:0')","tensor(-3.4555, device='cuda:0')","tensor(3.5712, device='cuda:0')"
"tensor(1.8993, device='cuda:0')","tensor(-2.3496, device='cuda:0')","tensor(0.7253, device='cuda:0')"
"tensor(2.2485, device='cuda:0')","tensor(-1.9088, device='cuda:0')","tensor(-0.1889, device='cuda:0')"
"tensor(-1.0631, device='cuda:0')","tensor(2.9239, device='cuda:0')","tensor(-2.4577, device='cuda:0')"
"tensor(0.0636, device='cuda:0')","tensor(-0.4041, device='cuda:0')","tensor(0.3816, device='cuda:0')"
"tensor(1.2865, device='cuda:0')","tensor(-2.1193, device='cuda:0')","tensor(1.0836, device='cuda:0')"
"tensor(2.7871, device='cuda:0')","tensor(-4.2365, device='cuda:0')","tensor(1.9594, device='cuda:0')"
"tensor(2.1818, device='cuda:0')","tensor(-2.4399, device='cuda:0')","tensor(0.5065, device='cuda:0')"
"tensor(-1.0607, device='cuda:0')","tensor(1.8086, device='cuda:0')","tensor(-1.1392, device='cuda:0')"
"tensor(2.9890, device='cuda:0')","tensor(-2.7481, device='cuda:0')","tensor(0.0835, device='cuda:0')"
"tensor(-1.6419, device='cuda:0')","tensor(2.1538, device='cuda:0')","tensor(-0.9605, device='cuda:0')"
"tensor(-0.0216, device='cuda:0')","tensor(-1.4463, device='cuda:0')","tensor(1.5785, device='cuda:0')"
"tensor(2.6441, device='cuda:0')","tensor(-2.5800, device='cuda:0')","tensor(0.2655, device='cuda:0')"
"tensor(0.1866, device='cuda:0')","tensor(-0.1451, device='cuda:0')","tensor(-0.1671, device='cuda:0')"
"tensor(-3.1440, device='cuda:0')","tensor(4.4545, device='cuda:0')","tensor(-2.3208, device='cuda:0')"
"tensor(0.8496, device='cuda:0')","tensor(-0.0314, device='cuda:0')","tensor(-0.8559, device='cuda:0')"
"tensor(0.6275, device='cuda:0')","tensor(-1.3941, device='cuda:0')","tensor(0.9886, device='cuda:0')"
"tensor(2.1626, device='cuda:0')","tensor(-3.1805, device='cuda:0')","tensor(1.4035, device='cuda:0')"
"tensor(0.8535, device='cuda:0')","tensor(-1.5995, device='cuda:0')","tensor(0.9233, device='cuda:0')"
"tensor(1.2994, device='cuda:0')","tensor(-1.1441, device='cuda:0')","tensor(0.0341, device='cuda:0')"
"tensor(0.3008, device='cuda:0')","tensor(-0.7121, device='cuda:0')","tensor(0.5201, device='cuda:0')"
"tensor(2.1507, device='cuda:0')","tensor(-2.8257, device='cuda:0')","tensor(1.0227, device='cuda:0')"
"tensor(0.8870, device='cuda:0')","tensor(-0.9326, device='cuda:0')","tensor(0.1157, device='cuda:0')"
"tensor(-0.4022, device='cuda:0')","tensor(0.9275, device='cuda:0')","tensor(-0.7275, device='cuda:0')"
"tensor(0.1139, device='cuda:0')","tensor(-1.0964, device='cuda:0')","tensor(1.1252, device='cuda:0')"
"tensor(3.3318, device='cuda:0')","tensor(-4.5274, device='cuda:0')","tensor(1.7213, device='cuda:0')"
"tensor(-0.1584, device='cuda:0')","tensor(-0.6535, device='cuda:0')","tensor(0.8935, device='cuda:0')"
"tensor(1.4536, device='cuda:0')","tensor(-1.8948, device='cuda:0')","tensor(0.6660, device='cuda:0')"
"tensor(0.1392, device='cuda:0')","tensor(0.2288, device='cuda:0')","tensor(-0.5074, device='cuda:0')"
"tensor(1.7507, device='cuda:0')","tensor(-1.8562, device='cuda:0')","tensor(0.3387, device='cuda:0')"
"tensor(0.3225, device='cuda:0')","tensor(-1.9361, device='cuda:0')","tensor(1.8564, device='cuda:0')"
"tensor(3.9834, device='cuda:0')","tensor(-4.0065, device='cuda:0')","tensor(0.3434, device='cuda:0')"
"tensor(0.6155, device='cuda:0')","tensor(-2.0296, device='cuda:0')","tensor(1.6551, device='cuda:0')"
"tensor(1.4215, device='cuda:0')","tensor(-1.1575, device='cuda:0')","tensor(-0.1088, device='cuda:0')"
"tensor(-0.3569, device='cuda:0')","tensor(2.0952, device='cuda:0')","tensor(-2.2771, device='cuda:0')"
"tensor(-0.6635, device='cuda:0')","tensor(1.2938, device='cuda:0')","tensor(-0.9702, device='cuda:0')"
"tensor(1.5469, device='cuda:0')","tensor(-2.9363, device='cuda:0')","tensor(1.7362, device='cuda:0')"
"tensor(1.0752, device='cuda:0')","tensor(0.4643, device='cuda:0')","tensor(-1.7799, device='cuda:0')"
"tensor(1.9415, device='cuda:0')","tensor(-1.9278, device='cuda:0')","tensor(0.1939, device='cuda:0')"
"tensor(3.1348, device='cuda:0')","tensor(-3.8022, device='cuda:0')","tensor(1.1463, device='cuda:0')"
"tensor(-1.4749, device='cuda:0')","tensor(1.2515, device='cuda:0')","tensor(-0.0493, device='cuda:0')"
"tensor(-0.4359, device='cuda:0')","tensor(0.0299, device='cuda:0')","tensor(0.3594, device='cuda:0')"
"tensor(2.2125, device='cuda:0')","tensor(-1.6178, device='cuda:0')","tensor(-0.3854, device='cuda:0')"
"tensor(0.8186, device='cuda:0')","tensor(-0.1050, device='cuda:0')","tensor(-0.7642, device='cuda:0')"
"tensor(4.0907, device='cuda:0')","tensor(-3.4697, device='cuda:0')","tensor(-0.3382, device='cuda:0')"
"tensor(2.0126, device='cuda:0')","tensor(-4.1410, device='cuda:0')","tensor(2.6395, device='cuda:0')"
"tensor(0.8799, device='cuda:0')","tensor(-1.8361, device='cuda:0')","tensor(1.2069, device='cuda:0')"
"tensor(2.8967, device='cuda:0')","tensor(-3.0621, device='cuda:0')","tensor(0.5426, device='cuda:0')"
"tensor(1.2550, device='cuda:0')","tensor(-0.8032, device='cuda:0')","tensor(-0.3202, device='cuda:0')"
"tensor(1.9773, device='cuda:0')","tensor(-2.2575, device='cuda:0')","tensor(0.5690, device='cuda:0')"
"tensor(0.9590, device='cuda:0')","tensor(-2.7196, device='cuda:0')","tensor(2.0836, device='cuda:0')"
"tensor(1.6032, device='cuda:0')","tensor(-2.1779, device='cuda:0')","tensor(0.9021, device='cuda:0')"
"tensor(3.3513, device='cuda:0')","tensor(-1.0530, device='cuda:0')","tensor(-2.4071, device='cuda:0')"
"tensor(-0.5985, device='cuda:0')","tensor(-0.5052, device='cuda:0')","tensor(1.1366, device='cuda:0')"
"tensor(1.9773, device='cuda:0')","tensor(-2.6564, device='cuda:0')","tensor(0.9716, device='cuda:0')"
"tensor(1.2847, device='cuda:0')","tensor(-1.1274, device='cuda:0')","tensor(-0.0454, device='cuda:0')"
"tensor(1.1770, device='cuda:0')","tensor(-3.0286, device='cuda:0')","tensor(2.2651, device='cuda:0')"
"tensor(2.2865, device='cuda:0')","tensor(-3.1168, device='cuda:0')","tensor(1.2239, device='cuda:0')"
"tensor(0.9924, device='cuda:0')","tensor(-0.0961, device='cuda:0')","tensor(-0.9808, device='cuda:0')"
"tensor(0.0889, device='cuda:0')","tensor(-1.3317, device='cuda:0')","tensor(1.4308, device='cuda:0')"
"tensor(-0.0433, device='cuda:0')","tensor(0.7062, device='cuda:0')","tensor(-0.8132, device='cuda:0')"
"tensor(-0.0445, device='cuda:0')","tensor(1.0590, device='cuda:0')","tensor(-1.2953, device='cuda:0')"
"tensor(1.5451, device='cuda:0')","tensor(-1.0992, device='cuda:0')","tensor(-0.3042, device='cuda:0')"
"tensor(1.6833, device='cuda:0')","tensor(-0.4389, device='cuda:0')","tensor(-1.2222, device='cuda:0')"
"tensor(0.6244, device='cuda:0')","tensor(-1.0307, device='cuda:0')","tensor(0.4858, device='cuda:0')"
"tensor(-0.2161, device='cuda:0')","tensor(-0.6430, device='cuda:0')","tensor(0.9232, device='cuda:0')"
"tensor(0.5153, device='cuda:0')","tensor(-1.0558, device='cuda:0')","tensor(0.6846, device='cuda:0')"
"tensor(0.1778, device='cuda:0')","tensor(-0.7034, device='cuda:0')","tensor(0.6178, device='cuda:0')"
"tensor(1.1566, device='cuda:0')","tensor(-0.0019, device='cuda:0')","tensor(-1.2679, device='cuda:0')"
"tensor(2.5321, device='cuda:0')","tensor(-2.0688, device='cuda:0')","tensor(-0.2623, device='cuda:0')"
"tensor(1.7984, device='cuda:0')","tensor(-2.9132, device='cuda:0')","tensor(1.4153, device='cuda:0')"
"tensor(0.9246, device='cuda:0')","tensor(-0.1342, device='cuda:0')","tensor(-0.7717, device='cuda:0')"
"tensor(0.4451, device='cuda:0')","tensor(-2.5467, device='cuda:0')","tensor(2.4775, device='cuda:0')"
"tensor(-1.0509, device='cuda:0')","tensor(1.8689, device='cuda:0')","tensor(-1.2518, device='cuda:0')"
"tensor(-0.0235, device='cuda:0')","tensor(0.2043, device='cuda:0')","tensor(-0.2706, device='cuda:0')"
"tensor(-0.5628, device='cuda:0')","tensor(0.9890, device='cuda:0')","tensor(-0.7102, device='cuda:0')"
"tensor(1.7944, device='cuda:0')","tensor(-2.0069, device='cuda:0')","tensor(0.4037, device='cuda:0')"
"tensor(-0.8185, device='cuda:0')","tensor(0.5294, device='cuda:0')","tensor(0.1678, device='cuda:0')"
"tensor(2.0039, device='cuda:0')","tensor(-1.9491, device='cuda:0')","tensor(0.2272, device='cuda:0')"
