tensor(4.1135, device='cuda:0'),tensor(1.3803, device='cuda:0'),tensor(-2.8593, device='cuda:0'),tensor(-1.8390, device='cuda:0')
tensor(3.1732, device='cuda:0'),tensor(-0.2227, device='cuda:0'),tensor(-2.3420, device='cuda:0'),tensor(-0.2317, device='cuda:0')
tensor(6.0941, device='cuda:0'),tensor(0.6015, device='cuda:0'),tensor(-4.0694, device='cuda:0'),tensor(-2.0333, device='cuda:0')
tensor(-3.1063, device='cuda:0'),tensor(0.8264, device='cuda:0'),tensor(2.8553, device='cuda:0'),tensor(-0.9793, device='cuda:0')
tensor(-3.0432, device='cuda:0'),tensor(1.5830, device='cuda:0'),tensor(2.8168, device='cuda:0'),tensor(-1.7705, device='cuda:0')
tensor(-3.4054, device='cuda:0'),tensor(-0.5457, device='cuda:0'),tensor(4.4231, device='cuda:0'),tensor(-0.9498, device='cuda:0')
tensor(4.2341, device='cuda:0'),tensor(-0.5017, device='cuda:0'),tensor(-2.5793, device='cuda:0'),tensor(-0.7577, device='cuda:0')
tensor(-3.1494, device='cuda:0'),tensor(-0.2586, device='cuda:0'),tensor(3.8542, device='cuda:0'),tensor(-0.8499, device='cuda:0')
tensor(7.6617, device='cuda:0'),tensor(-1.9470, device='cuda:0'),tensor(-4.5992, device='cuda:0'),tensor(-0.5138, device='cuda:0')
tensor(2.0295, device='cuda:0'),tensor(0.1911, device='cuda:0'),tensor(-1.4446, device='cuda:0'),tensor(-0.6502, device='cuda:0')
tensor(-3.3363, device='cuda:0'),tensor(0.5294, device='cuda:0'),tensor(4.5030, device='cuda:0'),tensor(-2.1988, device='cuda:0')
tensor(2.2995, device='cuda:0'),tensor(-0.0597, device='cuda:0'),tensor(-1.7006, device='cuda:0'),tensor(-0.3499, device='cuda:0')
tensor(2.9539, device='cuda:0'),tensor(-0.1153, device='cuda:0'),tensor(-1.9455, device='cuda:0'),tensor(-0.5959, device='cuda:0')
tensor(3.6840, device='cuda:0'),tensor(1.2006, device='cuda:0'),tensor(-2.6517, device='cuda:0'),tensor(-1.8985, device='cuda:0')
tensor(-1.2623, device='cuda:0'),tensor(-0.5549, device='cuda:0'),tensor(1.8357, device='cuda:0'),tensor(-0.2509, device='cuda:0')
tensor(-2.5925, device='cuda:0'),tensor(-0.4009, device='cuda:0'),tensor(3.6180, device='cuda:0'),tensor(-0.9854, device='cuda:0')
tensor(2.0231, device='cuda:0'),tensor(-1.3279, device='cuda:0'),tensor(-1.0797, device='cuda:0'),tensor(0.5151, device='cuda:0')
tensor(-1.8130, device='cuda:0'),tensor(-1.1197, device='cuda:0'),tensor(3.1758, device='cuda:0'),tensor(-0.5467, device='cuda:0')
tensor(5.2719, device='cuda:0'),tensor(-0.3356, device='cuda:0'),tensor(-3.1250, device='cuda:0'),tensor(-1.4245, device='cuda:0')
tensor(-1.9896, device='cuda:0'),tensor(-1.0109, device='cuda:0'),tensor(3.1415, device='cuda:0'),tensor(-0.4690, device='cuda:0')
tensor(-4.2071, device='cuda:0'),tensor(2.0837, device='cuda:0'),tensor(3.4507, device='cuda:0'),tensor(-1.7215, device='cuda:0')
tensor(2.9773, device='cuda:0'),tensor(-1.0092, device='cuda:0'),tensor(-2.5127, device='cuda:0'),tensor(0.9470, device='cuda:0')
tensor(-1.5394, device='cuda:0'),tensor(-0.3897, device='cuda:0'),tensor(2.6936, device='cuda:0'),tensor(-1.0303, device='cuda:0')
tensor(-4.3725, device='cuda:0'),tensor(2.1228, device='cuda:0'),tensor(2.5835, device='cuda:0'),tensor(-0.7419, device='cuda:0')
tensor(-2.5470, device='cuda:0'),tensor(-0.5114, device='cuda:0'),tensor(3.1419, device='cuda:0'),tensor(-0.5063, device='cuda:0')
tensor(3.2630, device='cuda:0'),tensor(2.7201, device='cuda:0'),tensor(-2.4265, device='cuda:0'),tensor(-3.1687, device='cuda:0')
tensor(2.9928, device='cuda:0'),tensor(-0.0879, device='cuda:0'),tensor(-1.7254, device='cuda:0'),tensor(-1.0255, device='cuda:0')
tensor(2.2695, device='cuda:0'),tensor(-0.1640, device='cuda:0'),tensor(-1.1424, device='cuda:0'),tensor(-0.8169, device='cuda:0')
tensor(-2.0780, device='cuda:0'),tensor(-0.7859, device='cuda:0'),tensor(2.5268, device='cuda:0'),tensor(0.0188, device='cuda:0')
tensor(-2.6284, device='cuda:0'),tensor(-0.8688, device='cuda:0'),tensor(3.7188, device='cuda:0'),tensor(-0.5757, device='cuda:0')
tensor(3.0448, device='cuda:0'),tensor(-0.0945, device='cuda:0'),tensor(-1.9141, device='cuda:0'),tensor(-0.7912, device='cuda:0')
tensor(-2.4745, device='cuda:0'),tensor(-0.8536, device='cuda:0'),tensor(3.2796, device='cuda:0'),tensor(-0.3538, device='cuda:0')
tensor(-2.1389, device='cuda:0'),tensor(-0.9718, device='cuda:0'),tensor(3.9556, device='cuda:0'),tensor(-1.0891, device='cuda:0')
tensor(4.6553, device='cuda:0'),tensor(-0.9471, device='cuda:0'),tensor(-2.9452, device='cuda:0'),tensor(-0.3888, device='cuda:0')
tensor(2.7369, device='cuda:0'),tensor(-0.1185, device='cuda:0'),tensor(-1.7384, device='cuda:0'),tensor(-0.7087, device='cuda:0')
tensor(1.7767, device='cuda:0'),tensor(-0.2636, device='cuda:0'),tensor(-0.9403, device='cuda:0'),tensor(-0.4232, device='cuda:0')
tensor(-2.8503, device='cuda:0'),tensor(-0.3747, device='cuda:0'),tensor(3.2404, device='cuda:0'),tensor(-0.4872, device='cuda:0')
tensor(4.8581, device='cuda:0'),tensor(-0.2015, device='cuda:0'),tensor(-2.6583, device='cuda:0'),tensor(-1.4550, device='cuda:0')
tensor(-1.2676, device='cuda:0'),tensor(-1.2910, device='cuda:0'),tensor(2.0483, device='cuda:0'),tensor(0.2121, device='cuda:0')
tensor(-1.7631, device='cuda:0'),tensor(-1.3694, device='cuda:0'),tensor(3.4290, device='cuda:0'),tensor(-0.6213, device='cuda:0')
tensor(-2.3379, device='cuda:0'),tensor(-0.7198, device='cuda:0'),tensor(2.9401, device='cuda:0'),tensor(-0.1644, device='cuda:0')
tensor(2.9553, device='cuda:0'),tensor(-0.0072, device='cuda:0'),tensor(-1.8826, device='cuda:0'),tensor(-0.7304, device='cuda:0')
tensor(3.2182, device='cuda:0'),tensor(-0.8963, device='cuda:0'),tensor(-1.7214, device='cuda:0'),tensor(-0.3726, device='cuda:0')
tensor(1.5355, device='cuda:0'),tensor(-0.9728, device='cuda:0'),tensor(0.1793, device='cuda:0'),tensor(-0.6924, device='cuda:0')
tensor(1.9725, device='cuda:0'),tensor(-0.5115, device='cuda:0'),tensor(-1.5379, device='cuda:0'),tensor(0.2079, device='cuda:0')
tensor(-1.5297, device='cuda:0'),tensor(-0.3754, device='cuda:0'),tensor(2.5249, device='cuda:0'),tensor(-0.9361, device='cuda:0')
tensor(-2.4024, device='cuda:0'),tensor(-0.4236, device='cuda:0'),tensor(3.5503, device='cuda:0'),tensor(-1.0277, device='cuda:0')
tensor(-2.9563, device='cuda:0'),tensor(-0.2532, device='cuda:0'),tensor(3.0739, device='cuda:0'),tensor(-0.2495, device='cuda:0')
tensor(2.9310, device='cuda:0'),tensor(0.1888, device='cuda:0'),tensor(-1.6762, device='cuda:0'),tensor(-1.2318, device='cuda:0')
tensor(3.0777, device='cuda:0'),tensor(-0.0233, device='cuda:0'),tensor(-1.7561, device='cuda:0'),tensor(-0.9796, device='cuda:0')
tensor(-2.1372, device='cuda:0'),tensor(-0.8002, device='cuda:0'),tensor(2.8293, device='cuda:0'),tensor(-0.1799, device='cuda:0')
tensor(-4.9514, device='cuda:0'),tensor(1.1162, device='cuda:0'),tensor(4.9517, device='cuda:0'),tensor(-1.7081, device='cuda:0')
tensor(5.0063, device='cuda:0'),tensor(0.9845, device='cuda:0'),tensor(-3.2586, device='cuda:0'),tensor(-2.2083, device='cuda:0')
tensor(-1.9908, device='cuda:0'),tensor(-1.6380, device='cuda:0'),tensor(3.6485, device='cuda:0'),tensor(-0.3000, device='cuda:0')
tensor(6.9940, device='cuda:0'),tensor(-0.3182, device='cuda:0'),tensor(-4.6227, device='cuda:0'),tensor(-1.2516, device='cuda:0')
tensor(-3.4134, device='cuda:0'),tensor(-0.1736, device='cuda:0'),tensor(3.9718, device='cuda:0'),tensor(-0.8845, device='cuda:0')
tensor(0.8783, device='cuda:0'),tensor(1.3658, device='cuda:0'),tensor(-0.2881, device='cuda:0'),tensor(-1.9548, device='cuda:0')
tensor(5.7770, device='cuda:0'),tensor(-0.1549, device='cuda:0'),tensor(-3.4793, device='cuda:0'),tensor(-1.5809, device='cuda:0')
tensor(4.2792, device='cuda:0'),tensor(-0.9972, device='cuda:0'),tensor(-2.2764, device='cuda:0'),tensor(-0.6562, device='cuda:0')
tensor(-3.0531, device='cuda:0'),tensor(-1.0045, device='cuda:0'),tensor(4.1785, device='cuda:0'),tensor(-0.6223, device='cuda:0')
tensor(2.8103, device='cuda:0'),tensor(-0.0033, device='cuda:0'),tensor(-1.9277, device='cuda:0'),tensor(-0.6663, device='cuda:0')
tensor(2.7782, device='cuda:0'),tensor(0.1682, device='cuda:0'),tensor(-1.7022, device='cuda:0'),tensor(-1.0594, device='cuda:0')
tensor(4.4319, device='cuda:0'),tensor(-0.4350, device='cuda:0'),tensor(-2.0307, device='cuda:0'),tensor(-1.6170, device='cuda:0')
tensor(4.3878, device='cuda:0'),tensor(0.4137, device='cuda:0'),tensor(-2.3088, device='cuda:0'),tensor(-2.1213, device='cuda:0')
tensor(3.1474, device='cuda:0'),tensor(0.4343, device='cuda:0'),tensor(-2.1157, device='cuda:0'),tensor(-1.2956, device='cuda:0')
tensor(3.8887, device='cuda:0'),tensor(-0.0960, device='cuda:0'),tensor(-2.2006, device='cuda:0'),tensor(-1.2840, device='cuda:0')
tensor(-2.1584, device='cuda:0'),tensor(-0.4592, device='cuda:0'),tensor(2.7033, device='cuda:0'),tensor(-0.5170, device='cuda:0')
tensor(-2.0571, device='cuda:0'),tensor(-0.3846, device='cuda:0'),tensor(2.1416, device='cuda:0'),tensor(0.0474, device='cuda:0')
tensor(1.8592, device='cuda:0'),tensor(0.2468, device='cuda:0'),tensor(-1.2411, device='cuda:0'),tensor(-0.8842, device='cuda:0')
tensor(3.0554, device='cuda:0'),tensor(-0.2728, device='cuda:0'),tensor(-1.8927, device='cuda:0'),tensor(-0.5870, device='cuda:0')
tensor(-2.5413, device='cuda:0'),tensor(-0.6105, device='cuda:0'),tensor(3.1535, device='cuda:0'),tensor(-0.3999, device='cuda:0')
tensor(3.4689, device='cuda:0'),tensor(-0.1089, device='cuda:0'),tensor(-1.6287, device='cuda:0'),tensor(-1.4721, device='cuda:0')
tensor(3.0340, device='cuda:0'),tensor(-0.0216, device='cuda:0'),tensor(-2.1797, device='cuda:0'),tensor(-0.5917, device='cuda:0')
tensor(3.9110, device='cuda:0'),tensor(0.2133, device='cuda:0'),tensor(-2.2115, device='cuda:0'),tensor(-1.5156, device='cuda:0')
tensor(3.5010, device='cuda:0'),tensor(-0.4152, device='cuda:0'),tensor(-3.5910, device='cuda:0'),tensor(0.9260, device='cuda:0')
tensor(-2.2233, device='cuda:0'),tensor(-0.6554, device='cuda:0'),tensor(3.0298, device='cuda:0'),tensor(-0.4376, device='cuda:0')
tensor(3.4549, device='cuda:0'),tensor(-0.8256, device='cuda:0'),tensor(-1.9927, device='cuda:0'),tensor(-0.3194, device='cuda:0')
tensor(-2.9248, device='cuda:0'),tensor(1.2102, device='cuda:0'),tensor(1.4631, device='cuda:0'),tensor(-0.0179, device='cuda:0')
tensor(-4.0172, device='cuda:0'),tensor(0.8281, device='cuda:0'),tensor(4.3785, device='cuda:0'),tensor(-1.7419, device='cuda:0')
tensor(3.8962, device='cuda:0'),tensor(-0.6521, device='cuda:0'),tensor(-2.6719, device='cuda:0'),tensor(-0.2235, device='cuda:0')
tensor(3.6026, device='cuda:0'),tensor(-0.7346, device='cuda:0'),tensor(-2.0991, device='cuda:0'),tensor(-0.4309, device='cuda:0')
tensor(-3.0230, device='cuda:0'),tensor(-0.6414, device='cuda:0'),tensor(3.8841, device='cuda:0'),tensor(-0.6668, device='cuda:0')
tensor(2.7279, device='cuda:0'),tensor(-0.4583, device='cuda:0'),tensor(-1.4507, device='cuda:0'),tensor(-0.6523, device='cuda:0')
tensor(3.1378, device='cuda:0'),tensor(0.1786, device='cuda:0'),tensor(-2.0246, device='cuda:0'),tensor(-1.0545, device='cuda:0')
tensor(3.5703, device='cuda:0'),tensor(1.1136, device='cuda:0'),tensor(-2.9382, device='cuda:0'),tensor(-1.2812, device='cuda:0')
tensor(-3.3370, device='cuda:0'),tensor(-0.9958, device='cuda:0'),tensor(4.4938, device='cuda:0'),tensor(-0.6314, device='cuda:0')
tensor(3.5354, device='cuda:0'),tensor(-0.3796, device='cuda:0'),tensor(-2.2723, device='cuda:0'),tensor(-0.6074, device='cuda:0')
tensor(-2.8621, device='cuda:0'),tensor(-0.5622, device='cuda:0'),tensor(3.7976, device='cuda:0'),tensor(-0.8078, device='cuda:0')
tensor(-0.7367, device='cuda:0'),tensor(-0.3215, device='cuda:0'),tensor(0.1169, device='cuda:0'),tensor(0.8266, device='cuda:0')
tensor(4.7208, device='cuda:0'),tensor(-0.5931, device='cuda:0'),tensor(-2.9105, device='cuda:0'),tensor(-0.8844, device='cuda:0')
tensor(-2.7946, device='cuda:0'),tensor(-0.5635, device='cuda:0'),tensor(3.6180, device='cuda:0'),tensor(-0.6510, device='cuda:0')
tensor(-3.2436, device='cuda:0'),tensor(0.1796, device='cuda:0'),tensor(3.2735, device='cuda:0'),tensor(-0.6293, device='cuda:0')
tensor(2.8345, device='cuda:0'),tensor(2.4125, device='cuda:0'),tensor(-3.0741, device='cuda:0'),tensor(-1.7809, device='cuda:0')
tensor(4.8633, device='cuda:0'),tensor(0.0115, device='cuda:0'),tensor(-2.9214, device='cuda:0'),tensor(-1.5951, device='cuda:0')
tensor(3.4581, device='cuda:0'),tensor(-0.4102, device='cuda:0'),tensor(-1.9163, device='cuda:0'),tensor(-0.7986, device='cuda:0')
tensor(-4.4052, device='cuda:0'),tensor(1.0479, device='cuda:0'),tensor(4.2620, device='cuda:0'),tensor(-1.4210, device='cuda:0')
tensor(-2.2717, device='cuda:0'),tensor(-1.1274, device='cuda:0'),tensor(4.2729, device='cuda:0'),tensor(-1.1947, device='cuda:0')
tensor(-2.2103, device='cuda:0'),tensor(-0.9043, device='cuda:0'),tensor(3.7314, device='cuda:0'),tensor(-0.9373, device='cuda:0')
tensor(-2.9206, device='cuda:0'),tensor(-0.7627, device='cuda:0'),tensor(3.7675, device='cuda:0'),tensor(-0.4898, device='cuda:0')
tensor(2.8890, device='cuda:0'),tensor(-0.6326, device='cuda:0'),tensor(-1.8053, device='cuda:0'),tensor(-0.2799, device='cuda:0')
tensor(-5.2111, device='cuda:0'),tensor(-0.0926, device='cuda:0'),tensor(6.0732, device='cuda:0'),tensor(-1.3949, device='cuda:0')
tensor(4.0130, device='cuda:0'),tensor(0.0046, device='cuda:0'),tensor(-2.4470, device='cuda:0'),tensor(-1.3295, device='cuda:0')
tensor(3.8044, device='cuda:0'),tensor(4.1698, device='cuda:0'),tensor(-3.4547, device='cuda:0'),tensor(-4.0103, device='cuda:0')
tensor(1.3899, device='cuda:0'),tensor(-0.7800, device='cuda:0'),tensor(0.5152, device='cuda:0'),tensor(-1.0905, device='cuda:0')
tensor(2.9106, device='cuda:0'),tensor(-1.2986, device='cuda:0'),tensor(-1.8777, device='cuda:0'),tensor(0.6395, device='cuda:0')
tensor(4.8573, device='cuda:0'),tensor(-1.0667, device='cuda:0'),tensor(-2.8946, device='cuda:0'),tensor(-0.5142, device='cuda:0')
tensor(-2.9552, device='cuda:0'),tensor(1.1259, device='cuda:0'),tensor(3.3350, device='cuda:0'),tensor(-1.8700, device='cuda:0')
tensor(-2.6148, device='cuda:0'),tensor(-0.5663, device='cuda:0'),tensor(3.4422, device='cuda:0'),tensor(-0.7211, device='cuda:0')
tensor(4.1811, device='cuda:0'),tensor(-0.4869, device='cuda:0'),tensor(-2.2249, device='cuda:0'),tensor(-1.2394, device='cuda:0')
tensor(0.0779, device='cuda:0'),tensor(1.8677, device='cuda:0'),tensor(0.2437, device='cuda:0'),tensor(-2.0331, device='cuda:0')
tensor(7.5070, device='cuda:0'),tensor(-0.5654, device='cuda:0'),tensor(-4.0156, device='cuda:0'),tensor(-2.1228, device='cuda:0')
tensor(-2.4180, device='cuda:0'),tensor(-0.5827, device='cuda:0'),tensor(3.1401, device='cuda:0'),tensor(-0.5083, device='cuda:0')
tensor(-3.8857, device='cuda:0'),tensor(0.7627, device='cuda:0'),tensor(4.1941, device='cuda:0'),tensor(-1.5609, device='cuda:0')
tensor(-2.5563, device='cuda:0'),tensor(-0.0154, device='cuda:0'),tensor(3.8700, device='cuda:0'),tensor(-1.7830, device='cuda:0')
tensor(1.1134, device='cuda:0'),tensor(-0.0838, device='cuda:0'),tensor(-0.9393, device='cuda:0'),tensor(0.0381, device='cuda:0')
tensor(3.4943, device='cuda:0'),tensor(-0.4864, device='cuda:0'),tensor(-2.0255, device='cuda:0'),tensor(-0.6412, device='cuda:0')
tensor(-2.2509, device='cuda:0'),tensor(-0.0212, device='cuda:0'),tensor(3.2194, device='cuda:0'),tensor(-1.3183, device='cuda:0')
tensor(2.4379, device='cuda:0'),tensor(0.9998, device='cuda:0'),tensor(-1.2739, device='cuda:0'),tensor(-1.8632, device='cuda:0')
tensor(2.0402, device='cuda:0'),tensor(-0.0916, device='cuda:0'),tensor(-1.2018, device='cuda:0'),tensor(-0.5956, device='cuda:0')
tensor(2.1692, device='cuda:0'),tensor(-0.1612, device='cuda:0'),tensor(-1.3181, device='cuda:0'),tensor(-0.5332, device='cuda:0')
tensor(-2.9064, device='cuda:0'),tensor(0.1283, device='cuda:0'),tensor(3.1100, device='cuda:0'),tensor(-0.7563, device='cuda:0')
tensor(3.3325, device='cuda:0'),tensor(0.4930, device='cuda:0'),tensor(-2.6050, device='cuda:0'),tensor(-0.9315, device='cuda:0')
tensor(-6.4766, device='cuda:0'),tensor(1.1036, device='cuda:0'),tensor(5.4921, device='cuda:0'),tensor(-0.9325, device='cuda:0')
tensor(-2.7000, device='cuda:0'),tensor(-0.4748, device='cuda:0'),tensor(3.2972, device='cuda:0'),tensor(-0.4713, device='cuda:0')
tensor(4.8373, device='cuda:0'),tensor(2.8650, device='cuda:0'),tensor(-3.5588, device='cuda:0'),tensor(-3.3034, device='cuda:0')
tensor(-1.6703, device='cuda:0'),tensor(-1.0850, device='cuda:0'),tensor(2.9736, device='cuda:0'),tensor(-0.5412, device='cuda:0')
tensor(-3.0069, device='cuda:0'),tensor(0.0925, device='cuda:0'),tensor(2.4141, device='cuda:0'),tensor(0.0436, device='cuda:0')
tensor(3.4565, device='cuda:0'),tensor(-0.5623, device='cuda:0'),tensor(-1.7859, device='cuda:0'),tensor(-0.8523, device='cuda:0')
tensor(-5.9981, device='cuda:0'),tensor(2.2762, device='cuda:0'),tensor(5.0827, device='cuda:0'),tensor(-2.1433, device='cuda:0')
tensor(0.8445, device='cuda:0'),tensor(-1.3208, device='cuda:0'),tensor(2.0552, device='cuda:0'),tensor(-1.6821, device='cuda:0')
tensor(-2.6944, device='cuda:0'),tensor(-0.4768, device='cuda:0'),tensor(3.2894, device='cuda:0'),tensor(-0.5026, device='cuda:0')
tensor(-2.3481, device='cuda:0'),tensor(0.2773, device='cuda:0'),tensor(1.2466, device='cuda:0'),tensor(0.4225, device='cuda:0')
tensor(-3.2821, device='cuda:0'),tensor(-0.4265, device='cuda:0'),tensor(3.4452, device='cuda:0'),tensor(-0.1710, device='cuda:0')
tensor(2.7947, device='cuda:0'),tensor(0.2380, device='cuda:0'),tensor(-1.9293, device='cuda:0'),tensor(-0.8342, device='cuda:0')
tensor(4.1383, device='cuda:0'),tensor(-0.4951, device='cuda:0'),tensor(-2.3580, device='cuda:0'),tensor(-0.9824, device='cuda:0')
tensor(-2.3213, device='cuda:0'),tensor(-0.8832, device='cuda:0'),tensor(2.7636, device='cuda:0'),tensor(0.1319, device='cuda:0')
tensor(-3.1678, device='cuda:0'),tensor(-0.6145, device='cuda:0'),tensor(3.7401, device='cuda:0'),tensor(-0.2390, device='cuda:0')
tensor(3.2963, device='cuda:0'),tensor(-0.2800, device='cuda:0'),tensor(-1.9859, device='cuda:0'),tensor(-0.7664, device='cuda:0')
tensor(-4.4100, device='cuda:0'),tensor(-0.0477, device='cuda:0'),tensor(5.3037, device='cuda:0'),tensor(-1.3915, device='cuda:0')
tensor(3.6504, device='cuda:0'),tensor(-0.3706, device='cuda:0'),tensor(-2.3723, device='cuda:0'),tensor(-0.5997, device='cuda:0')
tensor(-2.9611, device='cuda:0'),tensor(-0.2788, device='cuda:0'),tensor(4.0864, device='cuda:0'),tensor(-1.2424, device='cuda:0')
tensor(2.4922, device='cuda:0'),tensor(0.7153, device='cuda:0'),tensor(-1.9749, device='cuda:0'),tensor(-1.0720, device='cuda:0')
tensor(2.5515, device='cuda:0'),tensor(-0.2671, device='cuda:0'),tensor(-1.2356, device='cuda:0'),tensor(-0.8949, device='cuda:0')
tensor(1.6350, device='cuda:0'),tensor(1.9676, device='cuda:0'),tensor(-2.0177, device='cuda:0'),tensor(-1.2374, device='cuda:0')
tensor(8.8449, device='cuda:0'),tensor(-1.2480, device='cuda:0'),tensor(-4.7755, device='cuda:0'),tensor(-1.9877, device='cuda:0')
tensor(2.5463, device='cuda:0'),tensor(0.7806, device='cuda:0'),tensor(-1.8379, device='cuda:0'),tensor(-1.3400, device='cuda:0')
tensor(-1.7787, device='cuda:0'),tensor(-0.9559, device='cuda:0'),tensor(2.8920, device='cuda:0'),tensor(-0.5052, device='cuda:0')
tensor(-3.4104, device='cuda:0'),tensor(-0.1561, device='cuda:0'),tensor(3.5845, device='cuda:0'),tensor(-0.5207, device='cuda:0')
tensor(-2.1436, device='cuda:0'),tensor(0.9141, device='cuda:0'),tensor(2.6213, device='cuda:0'),tensor(-1.8557, device='cuda:0')
tensor(-2.5124, device='cuda:0'),tensor(-0.2868, device='cuda:0'),tensor(3.2716, device='cuda:0'),tensor(-0.8023, device='cuda:0')
tensor(2.7363, device='cuda:0'),tensor(0.4938, device='cuda:0'),tensor(-2.4919, device='cuda:0'),tensor(-0.3784, device='cuda:0')
tensor(-2.3907, device='cuda:0'),tensor(-0.2829, device='cuda:0'),tensor(3.2739, device='cuda:0'),tensor(-1.0471, device='cuda:0')
tensor(2.6613, device='cuda:0'),tensor(0.8393, device='cuda:0'),tensor(-1.8861, device='cuda:0'),tensor(-1.4353, device='cuda:0')
tensor(-1.9970, device='cuda:0'),tensor(-0.7479, device='cuda:0'),tensor(2.7816, device='cuda:0'),tensor(-0.4423, device='cuda:0')
tensor(-2.0225, device='cuda:0'),tensor(-0.9738, device='cuda:0'),tensor(2.7892, device='cuda:0'),tensor(-0.1445, device='cuda:0')
tensor(-2.6624, device='cuda:0'),tensor(-1.5746, device='cuda:0'),tensor(3.1734, device='cuda:0'),tensor(0.7237, device='cuda:0')
tensor(-3.3142, device='cuda:0'),tensor(-0.9514, device='cuda:0'),tensor(3.7969, device='cuda:0'),tensor(-0.0329, device='cuda:0')
tensor(-2.0903, device='cuda:0'),tensor(0.0080, device='cuda:0'),tensor(3.4075, device='cuda:0'),tensor(-1.7816, device='cuda:0')
tensor(1.8024, device='cuda:0'),tensor(-1.8763, device='cuda:0'),tensor(-1.5937, device='cuda:0'),tensor(1.8447, device='cuda:0')
tensor(-3.8031, device='cuda:0'),tensor(-0.4310, device='cuda:0'),tensor(4.4729, device='cuda:0'),tensor(-0.7788, device='cuda:0')
tensor(7.8219, device='cuda:0'),tensor(-1.4826, device='cuda:0'),tensor(-4.9311, device='cuda:0'),tensor(-0.8410, device='cuda:0')
tensor(-1.2670, device='cuda:0'),tensor(-1.1635, device='cuda:0'),tensor(2.3892, device='cuda:0'),tensor(-0.1021, device='cuda:0')
tensor(3.7344, device='cuda:0'),tensor(-0.2399, device='cuda:0'),tensor(-2.7527, device='cuda:0'),tensor(-0.3705, device='cuda:0')
tensor(-2.5647, device='cuda:0'),tensor(-0.6041, device='cuda:0'),tensor(3.6637, device='cuda:0'),tensor(-0.8706, device='cuda:0')
tensor(-3.2256, device='cuda:0'),tensor(3.1469, device='cuda:0'),tensor(2.1724, device='cuda:0'),tensor(-2.4536, device='cuda:0')
tensor(-1.9184, device='cuda:0'),tensor(-0.6809, device='cuda:0'),tensor(3.0565, device='cuda:0'),tensor(-0.7692, device='cuda:0')
tensor(5.9886, device='cuda:0'),tensor(-1.1222, device='cuda:0'),tensor(-3.3147, device='cuda:0'),tensor(-0.9421, device='cuda:0')
tensor(1.3851, device='cuda:0'),tensor(0.6073, device='cuda:0'),tensor(-0.7056, device='cuda:0'),tensor(-1.3193, device='cuda:0')
tensor(4.2781, device='cuda:0'),tensor(0.5898, device='cuda:0'),tensor(-2.4541, device='cuda:0'),tensor(-1.9950, device='cuda:0')
tensor(2.9308, device='cuda:0'),tensor(-0.5216, device='cuda:0'),tensor(-1.8889, device='cuda:0'),tensor(-0.3051, device='cuda:0')
tensor(3.6475, device='cuda:0'),tensor(0.4330, device='cuda:0'),tensor(-2.6161, device='cuda:0'),tensor(-1.1657, device='cuda:0')
tensor(-2.4463, device='cuda:0'),tensor(-1.2382, device='cuda:0'),tensor(3.8816, device='cuda:0'),tensor(-0.5031, device='cuda:0')
